reaction_id,Stratified_ground_truth_REACTION_ID,Stratified_ground_truth_true_EC,merged_output_Stratified_ground_truth_REACTION_ID,merged_output_Stratified_ground_truth_true_EC,merged_output_merged_output_Stratified_ground_truth_REACTION_ID,merged_output_merged_output_Stratified_ground_truth_true_EC,merged_output_merged_output_merged_output_Stratified_ground_truth_REACTION_ID,merged_output_merged_output_merged_output_Stratified_ground_truth_true_EC,merged_output_merged_output_merged_output_merged_output_Stratified_ground_truth_REACTION_ID,merged_output_merged_output_merged_output_merged_output_Stratified_ground_truth_true_EC,merged_output_merged_output_merged_output_merged_output_merged_output_Stratified_ground_truth_REACTION_ID,merged_output_merged_output_merged_output_merged_output_merged_output_Stratified_ground_truth_true_EC,merged_output_merged_output_merged_output_merged_output_merged_output_merged_output_Stratified_ground_truth_REACTION_ID,merged_output_merged_output_merged_output_merged_output_merged_output_merged_output_Stratified_ground_truth_true_EC,merged_output_merged_output_merged_output_merged_output_merged_output_merged_output_merged_output_Stratified_ground_truth_REACTION_ID,merged_output_merged_output_merged_output_merged_output_merged_output_merged_output_merged_output_Stratified_ground_truth_true_EC,merged_output_merged_output_merged_output_merged_output_merged_output_merged_output_merged_output_SIMMER_SIMMER pred,merged_output_merged_output_merged_output_merged_output_merged_output_merged_output_merged_output_BEC-Pred_Prediction,merged_output_merged_output_merged_output_merged_output_merged_output_merged_output_merged_output_ec,merged_output_merged_output_merged_output_merged_output_merged_output_merged_output_SIMMER_SIMMER pred,merged_output_merged_output_merged_output_merged_output_merged_output_merged_output_BEC-Pred_Prediction,merged_output_merged_output_merged_output_merged_output_merged_output_merged_output_ec,merged_output_merged_output_merged_output_merged_output_merged_output_SIMMER_SIMMER pred,merged_output_merged_output_merged_output_merged_output_merged_output_BEC-Pred_Prediction,merged_output_merged_output_merged_output_merged_output_merged_output_ec,merged_output_merged_output_merged_output_merged_output_SIMMER_SIMMER pred,merged_output_merged_output_merged_output_merged_output_SelenzymeRF_All ECs,merged_output_merged_output_merged_output_merged_output_theia_Prediction,merged_output_merged_output_merged_output_merged_output_BEC-Pred_Prediction,merged_output_merged_output_merged_output_merged_output_ec,merged_output_merged_output_merged_output_SIMMER_SIMMER pred,merged_output_merged_output_merged_output_SelenzymeRF_All ECs,merged_output_merged_output_merged_output_theia_Prediction,merged_output_merged_output_merged_output_BEC-Pred_Prediction,merged_output_merged_output_merged_output_ec,merged_output_merged_output_SIMMER_SIMMER pred,merged_output_merged_output_SelenzymeRF_All ECs,merged_output_merged_output_theia_Prediction,merged_output_merged_output_BEC-Pred_Prediction,merged_output_merged_output_ec,merged_output_SIMMER_SIMMER pred,merged_output_SelenzymeRF_All ECs,merged_output_theia_Prediction,merged_output_BEC-Pred_Prediction,merged_output_ec,SIMMER_SIMMER pred,SelenzymeRF_All ECs,theia_Prediction,BEC-Pred_Prediction,ec
13254,,,,,,,,,,,,,,,,,,2.7.1,2.7.1.159,2.7.1,2.7.1,2.7.1.159,2.7.1,2.7.1,2.7.1.159,2.7.1,2.7.1.127;2.7.1.127|2.7.1.159;2.7.1.151;2.7.1.158;2.3.1.193;2.7.1.72;2.7.1.64;2.7.1.224;2.7.1.176;2.7.1.25,"2.7.1,0.7587264180183411;2.7.4,0.0962589830160141;2.7.6,0.02245987579226494;2.7.11,0.018433447927236557;2.7.2,0.010765314102172852",2.7.1,2.7.1.159,2.7.1,2.7.1.127;2.7.1.127|2.7.1.159;2.7.1.151;2.7.1.158;2.3.1.193;2.7.1.72;2.7.1.64;2.7.1.224;2.7.1.176;2.7.1.25,2.7.1;2.7.4;2.7.6;2.7.11;2.7.2,2.7.1,2.7.1.159,2.7.1,2.7.1.127;2.7.1.127|2.7.1.159;2.7.1.151;2.7.1.158;2.3.1.193;2.7.1.72;2.7.1.64;2.7.1.224;2.7.1.176;2.7.1.25,2.7.1;2.7.4;2.7.6;2.7.11;2.7.2,2.7.1,2.7.1.159,2.7.1,2.7.1.127;2.7.1.127|2.7.1.159;2.7.1.151;2.7.1.158;2.3.1.193;2.7.1.72;2.7.1.64;2.7.1.224;2.7.1.176;2.7.1.25,2.7.1;2.7.4;2.7.6;2.7.11;2.7.2,2.7.1,2.7.1.159,2.7.1,2.7.1.127;2.7.1.127|2.7.1.159;2.7.1.151;2.7.1.158;2.3.1.193;2.7.1.72;2.7.1.64;2.7.1.224;2.7.1.176;2.7.1.25,2.7.1;2.7.4;2.7.6;2.7.11;2.7.2,2.7.1,2.7.1.159
13310,,,,,,,,,,,,,,,,,,1.2.1,1.2.1.67,1.14.13,1.2.1,1.2.1.67,1.14.13,1.2.1,1.2.1.67,1.14.13,1.6.5.4;1.11.1.1|1.14.12.17;1.12.1.2|1.12.1.5;1.2.1.28|1.2.1.3|1.2.1.64,"1.2.1,0.9835852384567261;1.14.13,0.004784953780472279;1.17.1,0.0036563794128596783;1.1.1,0.0027392422780394554;4.1.99,0.002015052828937769",1.2.1,1.2.1.67,1.14.13,1.6.5.4;1.11.1.1|1.14.12.17;1.12.1.2|1.12.1.5;1.2.1.28|1.2.1.3|1.2.1.64,1.2.1;1.14.13;1.17.1;1.1.1;4.1.99,1.2.1,1.2.1.67,1.14.13,1.6.5.4;1.11.1.1|1.14.12.17;1.12.1.2|1.12.1.5;1.2.1.28|1.2.1.3|1.2.1.64,1.2.1;1.14.13;1.17.1;1.1.1;4.1.99,1.2.1,1.2.1.67,1.14.13,1.6.5.4;1.11.1.1|1.14.12.17;1.12.1.2|1.12.1.5;1.2.1.28|1.2.1.3|1.2.1.64,1.2.1;1.14.13;1.17.1;1.1.1;4.1.99,1.2.1,1.2.1.67,1.14.13,1.6.5.4;1.11.1.1|1.14.12.17;1.12.1.2|1.12.1.5;1.2.1.28|1.2.1.3|1.2.1.64,1.2.1;1.14.13;1.17.1;1.1.1;4.1.99,1.2.1,1.2.1.67
13410,,,,,,,,,,,,,,,,,,1.3.1,1.7.1.13,1.7.1,1.3.1,1.7.1.13,1.7.1,1.3.1,1.7.1.13,1.7.1,1.6.3.2;1.11.1.1|1.11.1.2;1.11.1.21;1.12.1.3|1.12.1.5,"1.7.1,0.27788156270980835;1.1.1,0.10572007298469543;1.4.1,0.0916084423661232;1.5.1,0.08776471763849258;1.17.1,0.07973232120275497",1.3.1,1.7.1.13,1.7.1,1.6.3.2;1.11.1.1|1.11.1.2;1.11.1.21;1.12.1.3|1.12.1.5,1.7.1;1.1.1;1.4.1;1.5.1;1.17.1,1.3.1,1.7.1.13,1.7.1,1.6.3.2;1.11.1.1|1.11.1.2;1.11.1.21;1.12.1.3|1.12.1.5,1.7.1;1.1.1;1.4.1;1.5.1;1.17.1,1.3.1,1.7.1.13,1.7.1,1.6.3.2;1.11.1.1|1.11.1.2;1.11.1.21;1.12.1.3|1.12.1.5,1.7.1;1.1.1;1.4.1;1.5.1;1.17.1,1.5.1,1.7.1.13,1.7.1,1.6.3.2;1.11.1.1|1.11.1.2;1.11.1.21;1.12.1.3|1.12.1.5,1.7.1;1.1.1;1.4.1;1.5.1;1.17.1,1.5.1,1.7.1.13
13418,,,,,,,,,,,,,,,,,,1.3.1,1.3.1.41,1.14.13,1.3.1,1.3.1.41,1.14.13,1.3.1,1.3.1.41,1.14.13,1.6.5.4;1.11.1.1|1.14.12.17;1.12.1.2|1.12.1.5;1.5.1.34;1.3.1.77;1.4.1.27;1.5.1.15;1.5.1.20|1.5.1.54,"1.3.1,0.3744407594203949;1.1.1,0.3437180817127228;1.6.3,0.08199616521596909;1.14.13,0.03699536621570587;1.6.5,0.019413450732827187",1.1.1,1.3.1.41,1.14.13,1.6.5.4;1.11.1.1|1.14.12.17;1.12.1.2|1.12.1.5;1.5.1.34;1.3.1.77;1.4.1.27;1.5.1.15;1.5.1.20|1.5.1.54,1.3.1;1.1.1;1.6.3;1.14.13;1.6.5,1.1.1,1.3.1.41,1.14.13,1.6.5.4;1.11.1.1|1.14.12.17;1.12.1.2|1.12.1.5;1.5.1.34;1.3.1.77;1.4.1.27;1.5.1.15;1.5.1.20|1.5.1.54,1.3.1;1.1.1;1.6.3;1.14.13;1.6.5,1.1.1,1.3.1.41,1.14.13,1.6.5.4;1.11.1.1|1.14.12.17;1.12.1.2|1.12.1.5;1.5.1.34;1.3.1.77;1.4.1.27;1.5.1.15;1.5.1.20|1.5.1.54,1.3.1;1.1.1;1.6.3;1.14.13;1.6.5,1.3.1,1.3.1.41,1.14.13,1.6.5.4;1.11.1.1|1.14.12.17;1.12.1.2|1.12.1.5;1.5.1.34;1.3.1.77;1.4.1.27;1.5.1.15;1.5.1.20|1.5.1.54,1.3.1;1.1.1;1.6.3;1.14.13;1.6.5,1.3.1,1.3.1.41
13466,,,,,,,,,,,,,,,,,,2.3.1,2.3.1.58,2.3.1,2.3.1,2.3.1.58,2.3.1,2.3.1,2.3.1.58,2.3.1,2.3.1.71;2.3.1.180,"2.3.1,0.979133665561676;2.3.2,0.009230270981788635;6.3.2,0.007667920086532831;4.3.2,0.0020988231990486383;4.3.1,0.0003178503829985857",2.3.1,2.3.1.58,2.3.1,2.3.1.71;2.3.1.180,2.3.1;2.3.2;6.3.2;4.3.2;4.3.1,2.3.1,2.3.1.58,2.3.1,2.3.1.71;2.3.1.180,2.3.1;2.3.2;6.3.2;4.3.2;4.3.1,2.3.1,2.3.1.58,2.3.1,2.3.1.71;2.3.1.180,2.3.1;2.3.2;6.3.2;4.3.2;4.3.1,2.3.1,2.3.1.58,2.3.1,2.3.1.71;2.3.1.180,2.3.1;2.3.2;6.3.2;4.3.2;4.3.1,2.3.1,2.3.1.58
13510,,,,,,,,,,,,,,,,,,2.7.7,2.7.7.23,2.7.7;2.4.1,2.7.7,2.7.7.23,2.7.7;2.4.1,2.7.7,2.7.7.23,2.7.7;2.4.1,2.7.7.23|2.7.7.64|2.7.7.83,"2.7.7,0.9863588213920593;2.7.4,0.012563025578856468;2.7.1,0.000593672739341855;2.5.1,7.006862142588943e-05;6.2.1,5.438713196781464e-05",2.7.7,2.7.7.23,2.7.7;2.4.1,2.7.7.23|2.7.7.64|2.7.7.83,2.7.7;2.7.4;2.7.1;2.5.1;6.2.1,2.7.7,2.7.7.23,2.7.7;2.4.1,2.7.7.23|2.7.7.64|2.7.7.83,2.7.7;2.7.4;2.7.1;2.5.1;6.2.1,2.7.7,2.7.7.23,2.7.7;2.4.1,2.7.7.23|2.7.7.64|2.7.7.83,2.7.7;2.7.4;2.7.1;2.5.1;6.2.1,2.7.7,2.7.7.23,2.7.7;2.4.1,2.7.7.23|2.7.7.64|2.7.7.83,2.7.7;2.7.4;2.7.1;2.5.1;6.2.1,2.7.7,2.7.7.23
13526,,,,,,,,,,,,,,,,,,1.14.15,1.14.15.1,,1.14.15,1.14.15.1,,1.14.15,1.14.15.1,,1.14.15.1;1.14.13.156;1.14.11|1.14.11.-|1.14.11.13;1.14.13.-|1.14.13.119|1.14.14.149;1.14.11|1.14.11.-|1.14.11.15;1.14.12.-|1.14.12.26;1.14.12.12;1.14.12.18;1.14.11.-|1.14.11.35;1.14.11.8;1.14.11.28;1.13.11.-|1.14.12.-|1.14.12.25;1.14.12.19;1.14.12.-|1.14.12.10;1.14.11.76;1.14.11.41;1.14.12.15;1.14.12.7;1.14.12.11;1.14.13.208;1.14.13.144;1.14.-.-|1.14.13.169;1.14.13.78;1.14.99.9;1.14.13.79,"1.14.15,0.9493385553359985;1.14.19,0.028984615579247475;4.2.1,0.010424911975860596;1.17.7,0.0036688779946416616;1.14.18,0.0019679146353155375",1.14.15,1.14.15.1,,1.14.15.1;1.14.13.156;1.14.11|1.14.11.-|1.14.11.13;1.14.13.-|1.14.13.119|1.14.14.149;1.14.11|1.14.11.-|1.14.11.15;1.14.12.-|1.14.12.26;1.14.12.12;1.14.12.18;1.14.11.-|1.14.11.35;1.14.11.8;1.14.11.28;1.13.11.-|1.14.12.-|1.14.12.25;1.14.12.19;1.14.12.-|1.14.12.10;1.14.11.76;1.14.11.41;1.14.12.15;1.14.12.7;1.14.12.11;1.14.13.208;1.14.13.144;1.14.-.-|1.14.13.169;1.14.13.78;1.14.99.9;1.14.13.79,1.14.15;1.14.19;4.2.1;1.17.7;1.14.18,1.14.15,1.14.15.1,,1.14.15.1;1.14.13.156;1.14.11|1.14.11.-|1.14.11.13;1.14.13.-|1.14.13.119|1.14.14.149;1.14.11|1.14.11.-|1.14.11.15;1.14.12.-|1.14.12.26;1.14.12.12;1.14.12.18;1.14.11.-|1.14.11.35;1.14.11.8;1.14.11.28;1.13.11.-|1.14.12.-|1.14.12.25;1.14.12.19;1.14.12.-|1.14.12.10;1.14.11.76;1.14.11.41;1.14.12.15;1.14.12.7;1.14.12.11;1.14.13.208;1.14.13.144;1.14.-.-|1.14.13.169;1.14.13.78;1.14.99.9;1.14.13.79,1.14.15;1.14.19;4.2.1;1.17.7;1.14.18,1.14.15,1.14.15.1,,1.14.15.1;1.14.13.156;1.14.11|1.14.11.-|1.14.11.13;1.14.13.-|1.14.13.119|1.14.14.149;1.14.11|1.14.11.-|1.14.11.15;1.14.12.-|1.14.12.26;1.14.12.12;1.14.12.18;1.14.11.-|1.14.11.35;1.14.11.8;1.14.11.28;1.13.11.-|1.14.12.-|1.14.12.25;1.14.12.19;1.14.12.-|1.14.12.10;1.14.11.76;1.14.11.41;1.14.12.15;1.14.12.7;1.14.12.11;1.14.13.208;1.14.13.144;1.14.-.-|1.14.13.169;1.14.13.78;1.14.99.9;1.14.13.79,1.14.15;1.14.19;4.2.1;1.17.7;1.14.18,1.14.15,1.14.15.1,,1.14.15.1;1.14.13.156;1.14.11|1.14.11.-|1.14.11.13;1.14.13.-|1.14.13.119|1.14.14.149;1.14.11|1.14.11.-|1.14.11.15;1.14.12.-|1.14.12.26;1.14.12.12;1.14.12.18;1.14.11.-|1.14.11.35;1.14.11.8;1.14.11.28;1.13.11.-|1.14.12.-|1.14.12.25;1.14.12.19;1.14.12.-|1.14.12.10;1.14.11.76;1.14.11.41;1.14.12.15;1.14.12.7;1.14.12.11;1.14.13.208;1.14.13.144;1.14.-.-|1.14.13.169;1.14.13.78;1.14.99.9;1.14.13.79,1.14.15;1.14.19;4.2.1;1.17.7;1.14.18,1.14.15,1.14.15.1
13530,,,,,,,,,,,,,,,,,,4.2.1,4.2.1.34,4.2.1,4.2.1,4.2.1.34,4.2.1,4.2.1,4.2.1.34,4.2.1,4.2.1.35;2.3.1.182|2.3.3.13;4.1.3.22,"4.2.1,0.9989652633666992;4.1.3,0.00044620197149924934;5.4.1,0.00015684394747950137;1.17.99,0.00012885757314506918;3.7.1,6.417615804821253e-05",4.2.1,4.2.1.34,4.2.1,4.2.1.35;2.3.1.182|2.3.3.13;4.1.3.22,4.2.1;4.1.3;5.4.1;1.17.99;3.7.1,4.2.1,4.2.1.34,4.2.1,4.2.1.35;2.3.1.182|2.3.3.13;4.1.3.22,4.2.1;4.1.3;5.4.1;1.17.99;3.7.1,4.2.1,4.2.1.34,4.2.1,4.2.1.35;2.3.1.182|2.3.3.13;4.1.3.22,4.2.1;4.1.3;5.4.1;1.17.99;3.7.1,4.2.1,4.2.1.34,4.2.1,4.2.1.35;2.3.1.182|2.3.3.13;4.1.3.22,4.2.1;4.1.3;5.4.1;1.17.99;3.7.1,4.2.1,4.2.1.34
13686,,,,,,,,,,,,,,,,,,1.1.1,1.3.1.72,1.3.1;1.1.1,1.1.1,1.3.1.72,1.3.1;1.1.1,1.1.1,1.3.1.72,1.3.1;1.1.1,1.3.1.72;1.1.1.170|1.1.1.270|1.14.13.72|1.14.18.9;1.11.1.1|1.11.1.2;1.12.1.3|1.12.1.5;1.7.1.2|1.7.1.3;1.6.3.2;1.7.1.14;1.1.1.213|1.1.1.357|1.1.1.50;1.1.1.201;1.14.13.54;1.1.1.50|1.1.1.52;1.1.1.146;1.1.1.62,"1.3.1,0.9707890748977661;1.1.1,0.006576973479241133;1.17.1,0.00649283779785037;1.14.13,0.0018462799489498138;1.5.1,0.0016804446931928396",1.3.1,1.3.1.72,1.3.1;1.1.1,1.3.1.72;1.1.1.170|1.1.1.270|1.14.13.72|1.14.18.9;1.11.1.1|1.11.1.2;1.12.1.3|1.12.1.5;1.7.1.2|1.7.1.3;1.6.3.2;1.7.1.14;1.1.1.213|1.1.1.357|1.1.1.50;1.1.1.201;1.14.13.54;1.1.1.50|1.1.1.52;1.1.1.146;1.1.1.62,1.3.1;1.1.1;1.17.1;1.14.13;1.5.1,1.3.1,1.3.1.72,1.3.1;1.1.1,1.3.1.72;1.1.1.170|1.1.1.270|1.14.13.72|1.14.18.9;1.11.1.1|1.11.1.2;1.12.1.3|1.12.1.5;1.7.1.2|1.7.1.3;1.6.3.2;1.7.1.14;1.1.1.213|1.1.1.357|1.1.1.50;1.1.1.201;1.14.13.54;1.1.1.50|1.1.1.52;1.1.1.146;1.1.1.62,1.3.1;1.1.1;1.17.1;1.14.13;1.5.1,1.3.1,1.3.1.72,1.3.1;1.1.1,1.3.1.72;1.1.1.170|1.1.1.270|1.14.13.72|1.14.18.9;1.11.1.1|1.11.1.2;1.12.1.3|1.12.1.5;1.7.1.2|1.7.1.3;1.6.3.2;1.7.1.14;1.1.1.213|1.1.1.357|1.1.1.50;1.1.1.201;1.14.13.54;1.1.1.50|1.1.1.52;1.1.1.146;1.1.1.62,1.3.1;1.1.1;1.17.1;1.14.13;1.5.1,1.3.1,1.3.1.72,1.3.1;1.1.1,1.3.1.72;1.1.1.170|1.1.1.270|1.14.13.72|1.14.18.9;1.11.1.1|1.11.1.2;1.12.1.3|1.12.1.5;1.7.1.2|1.7.1.3;1.6.3.2;1.7.1.14;1.1.1.213|1.1.1.357|1.1.1.50;1.1.1.201;1.14.13.54;1.1.1.50|1.1.1.52;1.1.1.146;1.1.1.62,1.3.1;1.1.1;1.17.1;1.14.13;1.5.1,1.3.1,1.3.1.72
13722,,,,,,,,,,,,,,,,,,3.1.1,3.1.1.37,5.4.4,3.1.1,3.1.1.37,5.4.4,3.1.1,3.1.1.37,5.4.4,1.14.99.9;1.14.13.54|1.14.99.12;1.14.13.79;1.14.13.246;1.14.13.70;1.14.13.72;1.14.13.78;1.14.13.144;2.6.1.19;6.3.5.11;6.3.5.9;6.3.5.-|6.3.5.13;1.2.1.38|2.3.1.11|2.6.1.11|2.7.2.8|3.5.1.16,"3.1.1,0.996855616569519;3.7.1,0.0011070322943851352;3.5.1,0.0003743421984836459;1.14.18,0.0002661198377609253;1.2.99,0.00018084664770867676",3.1.1,3.1.1.37,5.4.4,1.14.99.9;1.14.13.54|1.14.99.12;1.14.13.79;1.14.13.246;1.14.13.70;1.14.13.72;1.14.13.78;1.14.13.144;2.6.1.19;6.3.5.11;6.3.5.9;6.3.5.-|6.3.5.13;1.2.1.38|2.3.1.11|2.6.1.11|2.7.2.8|3.5.1.16,3.1.1;3.7.1;3.5.1;1.14.18;1.2.99,3.1.1,3.1.1.37,5.4.4,1.14.99.9;1.14.13.54|1.14.99.12;1.14.13.79;1.14.13.246;1.14.13.70;1.14.13.72;1.14.13.78;1.14.13.144;2.6.1.19;6.3.5.11;6.3.5.9;6.3.5.-|6.3.5.13;1.2.1.38|2.3.1.11|2.6.1.11|2.7.2.8|3.5.1.16,3.1.1;3.7.1;3.5.1;1.14.18;1.2.99,3.1.1,3.1.1.37,5.4.4,1.14.99.9;1.14.13.54|1.14.99.12;1.14.13.79;1.14.13.246;1.14.13.70;1.14.13.72;1.14.13.78;1.14.13.144;2.6.1.19;6.3.5.11;6.3.5.9;6.3.5.-|6.3.5.13;1.2.1.38|2.3.1.11|2.6.1.11|2.7.2.8|3.5.1.16,3.1.1;3.7.1;3.5.1;1.14.18;1.2.99,3.1.1,3.1.1.37,5.4.4,1.14.99.9;1.14.13.54|1.14.99.12;1.14.13.79;1.14.13.246;1.14.13.70;1.14.13.72;1.14.13.78;1.14.13.144;2.6.1.19;6.3.5.11;6.3.5.9;6.3.5.-|6.3.5.13;1.2.1.38|2.3.1.11|2.6.1.11|2.7.2.8|3.5.1.16,3.1.1;3.7.1;3.5.1;1.14.18;1.2.99,3.1.1,3.1.1.37
13742,,,,,,,,,,,,,,,,,,2.6.1,2.6.1.28,2.6.1,2.6.1,2.6.1.28,2.6.1,2.6.1,2.6.1.28,2.6.1,2.6.1.57;2.6.1.1|2.6.1.27|2.6.1.42|2.6.1.5|2.6.1.57|2.6.1.9,"2.7.4,0.19756555557250977;2.7.8,0.1714261770248413;2.3.1,0.052366286516189575;5.2.1,0.038444627076387405;2.6.1,0.03281247615814209",2.6.1,2.6.1.28,2.6.1,2.6.1.57;2.6.1.1|2.6.1.27|2.6.1.42|2.6.1.5|2.6.1.57|2.6.1.9,2.7.4;2.7.8;2.3.1;5.2.1;2.6.1,2.6.1,2.6.1.28,2.6.1,2.6.1.57;2.6.1.1|2.6.1.27|2.6.1.42|2.6.1.5|2.6.1.57|2.6.1.9,2.7.4;2.7.8;2.3.1;5.2.1;2.6.1,2.6.1,2.6.1.28,2.6.1,2.6.1.57;2.6.1.1|2.6.1.27|2.6.1.42|2.6.1.5|2.6.1.57|2.6.1.9,2.7.4;2.7.8;2.3.1;5.2.1;2.6.1,2.6.1,2.6.1.28,2.6.1,2.6.1.57;2.6.1.1|2.6.1.27|2.6.1.42|2.6.1.5|2.6.1.57|2.6.1.9,2.7.4;2.7.8;2.3.1;5.2.1;2.6.1,2.6.1,2.6.1.28
13770,,,,,,,,,,,,,,,,,,1.1.1,1.1.1.6,1.1.1,1.1.1,1.1.1.6,1.1.1,1.1.1,1.1.1.6,1.1.1,1.1.1.8|3.1.3.21;1.6.5.4;1.1.1.8|1.1.1.94|1.1.5.3;1.1.1.261,"1.1.1,0.9978064894676208;1.17.1,0.000455022876849398;1.2.1,0.00035481282975524664;1.12.1,0.0002083160070469603;1.3.1,0.00016307586338371038",1.1.1,1.1.1.6,1.1.1,1.1.1.8|3.1.3.21;1.6.5.4;1.1.1.8|1.1.1.94|1.1.5.3;1.1.1.261,1.1.1;1.17.1;1.2.1;1.12.1;1.3.1,1.1.1,1.1.1.6,1.1.1,1.1.1.8|3.1.3.21;1.6.5.4;1.1.1.8|1.1.1.94|1.1.5.3;1.1.1.261,1.1.1;1.17.1;1.2.1;1.12.1;1.3.1,1.1.1,1.1.1.6,1.1.1,1.1.1.8|3.1.3.21;1.6.5.4;1.1.1.8|1.1.1.94|1.1.5.3;1.1.1.261,1.1.1;1.17.1;1.2.1;1.12.1;1.3.1,1.1.1,1.1.1.6,1.1.1,1.1.1.8|3.1.3.21;1.6.5.4;1.1.1.8|1.1.1.94|1.1.5.3;1.1.1.261,1.1.1;1.17.1;1.2.1;1.12.1;1.3.1,1.1.1,1.1.1.6
13794,,,,,,,,,,,,,,,,,,4.1.2,5.4.99.4,5.4.99;4.1.3,4.1.2,5.4.99.4,5.4.99;4.1.3,4.1.2,5.4.99.4,5.4.99;4.1.3,2.6.1.42|2.6.1.6|2.6.1.67;1.14.11.4;2.6.1.57;2.6.1.-|2.6.1.118|2.6.1.ah;2.6.1.-|2.6.1.11,"5.4.99,0.5898271799087524;4.2.1,0.10054092854261398;5.5.1,0.05502498522400856;4.1.2,0.03014148771762848;5.3.3,0.026093680411577225",4.1.2,5.4.99.4,5.4.99;4.1.3,2.6.1.42|2.6.1.6|2.6.1.67;1.14.11.4;2.6.1.57;2.6.1.-|2.6.1.118|2.6.1.ah;2.6.1.-|2.6.1.11,5.4.99;4.2.1;5.5.1;4.1.2;5.3.3,4.1.2,5.4.99.4,5.4.99;4.1.3,2.6.1.42|2.6.1.6|2.6.1.67;1.14.11.4;2.6.1.57;2.6.1.-|2.6.1.118|2.6.1.ah;2.6.1.-|2.6.1.11,5.4.99;4.2.1;5.5.1;4.1.2;5.3.3,4.1.2,5.4.99.4,5.4.99;4.1.3,2.6.1.42|2.6.1.6|2.6.1.67;1.14.11.4;2.6.1.57;2.6.1.-|2.6.1.118|2.6.1.ah;2.6.1.-|2.6.1.11,5.4.99;4.2.1;5.5.1;4.1.2;5.3.3,5.4.99,5.4.99.4,5.4.99;4.1.3,2.6.1.42|2.6.1.6|2.6.1.67;1.14.11.4;2.6.1.57;2.6.1.-|2.6.1.118|2.6.1.ah;2.6.1.-|2.6.1.11,5.4.99;4.2.1;5.5.1;4.1.2;5.3.3,5.4.99,5.4.99.4
13814,,,,,,,,,,,,,,,,,,1.14.12,1.14.12.3,1.14.12,1.14.12,1.14.12.3,1.14.12,1.14.12,1.14.12.3,1.14.12,1.1.1.50;1.14.12.18;1.14.12.10;1.6.5.4;1.14.13.25;1.14.12.-|1.14.12.26;1.14.12.11;1.14.13.223;1.6.3.2;1.14.13.246;1.14.13.87;1.14.13.26;1.14.18.9;1.14.13.22;1.14.13.245;1.14.13.131;1.14.13.69;1.14.12.19;1.11.1.1|1.14.12.17,"1.14.12,0.6013900637626648;1.3.1,0.31838467717170715;1.14.13,0.03738894313573837;1.1.1,0.010405243374407291;1.17.1,0.005851693917065859",1.2.1,1.14.12.3,1.14.12,1.1.1.50;1.14.12.18;1.14.12.10;1.6.5.4;1.14.13.25;1.14.12.-|1.14.12.26;1.14.12.11;1.14.13.223;1.6.3.2;1.14.13.246;1.14.13.87;1.14.13.26;1.14.18.9;1.14.13.22;1.14.13.245;1.14.13.131;1.14.13.69;1.14.12.19;1.11.1.1|1.14.12.17,1.14.12;1.3.1;1.14.13;1.1.1;1.17.1,1.2.1,1.14.12.3,1.14.12,1.1.1.50;1.14.12.18;1.14.12.10;1.6.5.4;1.14.13.25;1.14.12.-|1.14.12.26;1.14.12.11;1.14.13.223;1.6.3.2;1.14.13.246;1.14.13.87;1.14.13.26;1.14.18.9;1.14.13.22;1.14.13.245;1.14.13.131;1.14.13.69;1.14.12.19;1.11.1.1|1.14.12.17,1.14.12;1.3.1;1.14.13;1.1.1;1.17.1,1.2.1,1.14.12.3,1.14.12,1.1.1.50;1.14.12.18;1.14.12.10;1.6.5.4;1.14.13.25;1.14.12.-|1.14.12.26;1.14.12.11;1.14.13.223;1.6.3.2;1.14.13.246;1.14.13.87;1.14.13.26;1.14.18.9;1.14.13.22;1.14.13.245;1.14.13.131;1.14.13.69;1.14.12.19;1.11.1.1|1.14.12.17,1.14.12;1.3.1;1.14.13;1.1.1;1.17.1,1.14.12,1.14.12.3,1.14.12,1.1.1.50;1.14.12.18;1.14.12.10;1.6.5.4;1.14.13.25;1.14.12.-|1.14.12.26;1.14.12.11;1.14.13.223;1.6.3.2;1.14.13.246;1.14.13.87;1.14.13.26;1.14.18.9;1.14.13.22;1.14.13.245;1.14.13.131;1.14.13.69;1.14.12.19;1.11.1.1|1.14.12.17,1.14.12;1.3.1;1.14.13;1.1.1;1.17.1,1.14.12,1.14.12.3
