reaction_id,SIMMER_SIMMER pred,merged_output_SIMMER_SIMMER pred,merged_output_merged_output_SIMMER_SIMMER pred,merged_output_merged_output_merged_output_SIMMER_SIMMER pred,merged_output_merged_output_merged_output_merged_output_SIMMER_SIMMER pred,merged_output_merged_output_merged_output_merged_output_merged_output_SIMMER_SIMMER pred,merged_output_merged_output_merged_output_merged_output_merged_output_merged_output_SIMMER_SIMMER pred,merged_output_merged_output_merged_output_merged_output_merged_output_merged_output_merged_output_SIMMER_SIMMER pred,merged_output_merged_output_merged_output_merged_output_merged_output_merged_output_merged_output_BEC-Pred_Prediction,merged_output_merged_output_merged_output_merged_output_merged_output_merged_output_merged_output_Scaffold_ground_truth_REACTION_ID,merged_output_merged_output_merged_output_merged_output_merged_output_merged_output_merged_output_Scaffold_ground_truth_true_EC,merged_output_merged_output_merged_output_merged_output_merged_output_merged_output_merged_output_ec,merged_output_merged_output_merged_output_merged_output_merged_output_merged_output_BEC-Pred_Prediction,merged_output_merged_output_merged_output_merged_output_merged_output_merged_output_Scaffold_ground_truth_REACTION_ID,merged_output_merged_output_merged_output_merged_output_merged_output_merged_output_Scaffold_ground_truth_true_EC,merged_output_merged_output_merged_output_merged_output_merged_output_merged_output_ec,merged_output_merged_output_merged_output_merged_output_merged_output_BEC-Pred_Prediction,merged_output_merged_output_merged_output_merged_output_merged_output_Scaffold_ground_truth_REACTION_ID,merged_output_merged_output_merged_output_merged_output_merged_output_Scaffold_ground_truth_true_EC,merged_output_merged_output_merged_output_merged_output_merged_output_ec,merged_output_merged_output_merged_output_merged_output_theia_Prediction,merged_output_merged_output_merged_output_merged_output_SelenzymeRF_All ECs,merged_output_merged_output_merged_output_merged_output_BEC-Pred_Prediction,merged_output_merged_output_merged_output_merged_output_CLAIRE_predictions,merged_output_merged_output_merged_output_merged_output_Scaffold_ground_truth_REACTION_ID,merged_output_merged_output_merged_output_merged_output_Scaffold_ground_truth_true_EC,merged_output_merged_output_merged_output_merged_output_ec,merged_output_merged_output_merged_output_theia_Prediction,merged_output_merged_output_merged_output_SelenzymeRF_All ECs,merged_output_merged_output_merged_output_BEC-Pred_Prediction,merged_output_merged_output_merged_output_CLAIRE_predictions,merged_output_merged_output_merged_output_Scaffold_ground_truth_REACTION_ID,merged_output_merged_output_merged_output_Scaffold_ground_truth_true_EC,merged_output_merged_output_merged_output_ec,merged_output_merged_output_theia_Prediction,merged_output_merged_output_SelenzymeRF_All ECs,merged_output_merged_output_BEC-Pred_Prediction,merged_output_merged_output_CLAIRE_predictions,merged_output_merged_output_Scaffold_ground_truth_REACTION_ID,merged_output_merged_output_Scaffold_ground_truth_true_EC,merged_output_merged_output_ec,merged_output_theia_Prediction,merged_output_SelenzymeRF_All ECs,merged_output_BEC-Pred_Prediction,merged_output_CLAIRE_predictions,merged_output_Scaffold_ground_truth_REACTION_ID,merged_output_Scaffold_ground_truth_true_EC,merged_output_ec,theia_Prediction,SelenzymeRF_All ECs,BEC-Pred_Prediction,CLAIRE_predictions,Scaffold_ground_truth_REACTION_ID,Scaffold_ground_truth_true_EC,ec
43773,2.1.1,2.1.1,2.1.1,2.1.1,2.1.1,2.1.1,2.1.1,,2.1.1,,,2.1.1.264,2.1.1,,,2.1.1.264,2.1.1,,,2.1.1.264,"2.1.1,0.9989902377128601;2.3.1,0.0002744806988630444;2.5.1,0.00024101218150462955;3.13.2,0.00010650595504557714;1.17.98,0.00010092960292240605",2.1.1.173;2.1.1.172,2.1.1,2.8.4;2.1.1;4.4.1;1.3.8,,,2.1.1.264,2.1.1;2.3.1;2.5.1;3.13.2;1.17.98,2.1.1.173;2.1.1.172,2.1.1,2.8.4;2.1.1;4.4.1;1.3.8,,,2.1.1.264,2.1.1;2.3.1;2.5.1;3.13.2;1.17.98,2.1.1.173;2.1.1.172,2.1.1,2.1.1;2.3.1;2.5.1;2.8.4,,,2.1.1.264,2.1.1;2.3.1;2.5.1;3.13.2;1.17.98,2.1.1.173;2.1.1.172,2.1.1,2.1.1;2.3.1;2.5.1;2.8.4,,,2.1.1.264,2.1.1;2.3.1;2.5.1;3.13.2;1.17.98,2.1.1.173;2.1.1.172,2.1.1,2.1.1;2.3.1;2.5.1;2.8.4,,,2.1.1.264
12297,,,,,,,,,3.2.1,,,3.5.99.16,3.2.1,,,3.5.99.16,3.2.1,,,3.5.99.16,"3.5.99,0.6619365215301514;4.2.1,0.1157437339425087;1.5.1,0.033781856298446655;1.5.3,0.02586793340742588;1.5.99,0.016926229000091553",4.2.1.78;4.3.3.2;2.8.2.1|2.8.2.3|2.8.2.4;1.14.19.62;1.10.3|1.10.3.-|1.10.3.1|1.14.18.1;1.14.16.2;1.14.17.1;4.1.1.22|4.1.1.25|4.1.1.28,3.1.1,4.1.99;4.1.2;2.1.2;4.1.3,,,3.5.99.16,3.5.99;4.2.1;1.5.1;1.5.3;1.5.99,4.2.1.78;4.3.3.2;2.8.2.1|2.8.2.3|2.8.2.4;1.14.19.62;1.10.3|1.10.3.-|1.10.3.1|1.14.18.1;1.14.16.2;1.14.17.1;4.1.1.22|4.1.1.25|4.1.1.28,3.1.1,4.1.99;4.1.2;2.1.2;4.1.3,,,3.5.99.16,3.5.99;4.2.1;1.5.1;1.5.3;1.5.99,4.2.1.78;4.3.3.2;2.8.2.1|2.8.2.3|2.8.2.4;1.14.19.62;1.10.3|1.10.3.-|1.10.3.1|1.14.18.1;1.14.16.2;1.14.17.1;4.1.1.22|4.1.1.25|4.1.1.28,3.1.1,4.3.1;4.1.99;5.4.99;3.3.2,,,3.5.99.16,3.5.99;4.2.1;1.5.1;1.5.3;1.5.99,4.2.1.78;4.3.3.2;2.8.2.1|2.8.2.3|2.8.2.4;1.14.19.62;1.10.3|1.10.3.-|1.10.3.1|1.14.18.1;1.14.16.2;1.14.17.1;4.1.1.22|4.1.1.25|4.1.1.28,3.5.1,4.3.1;4.1.99;5.4.99;3.3.2,,,3.5.99.16,3.5.99;4.2.1;1.5.1;1.5.3;1.5.99,4.2.1.78;4.3.3.2;2.8.2.1|2.8.2.3|2.8.2.4;1.14.19.62;1.10.3|1.10.3.-|1.10.3.1|1.14.18.1;1.14.16.2;1.14.17.1;4.1.1.22|4.1.1.25|4.1.1.28,3.5.1,4.3.1;4.1.99;5.4.99;3.3.2,,,3.5.99.16
58049,2.3.1,2.3.1,2.3.1,2.3.1,2.3.1,2.3.1,2.3.1,,2.3.1,,,2.3.1.288,2.3.1,,,2.3.1.288,2.3.1,,,2.3.1.288,"2.3.1,0.996970534324646;3.1.2,0.002135171089321375;6.2.1,0.00032905186526477337;2.3.2,0.0003213555319234729;2.8.3,0.0001230349880643189",2.3.1.41;2.3.1.301;2.3.1.207;2.3.1.279|2.3.1.cz;2.3.1.299;2.3.3.20;2.3.1.51;2.3.1.291;2.3.1.86;2.3.1.283;2.3.1.225,2.3.1,2.3.2;2.3.1;3.1.2;2.8.3,,,2.3.1.288,2.3.1;3.1.2;6.2.1;2.3.2;2.8.3,2.3.1.41;2.3.1.301;2.3.1.207;2.3.1.279|2.3.1.cz;2.3.1.299;2.3.3.20;2.3.1.51;2.3.1.291;2.3.1.86;2.3.1.283;2.3.1.225,2.3.1,2.3.2;2.3.1;3.1.2;2.8.3,,,2.3.1.288,2.3.1;3.1.2;6.2.1;2.3.2;2.8.3,2.3.1.41;2.3.1.301;2.3.1.207;2.3.1.279|2.3.1.cz;2.3.1.299;2.3.3.20;2.3.1.51;2.3.1.291;2.3.1.86;2.3.1.283;2.3.1.225,2.3.1,2.4.1;2.3.1;2.8.3;2.3.2,,,2.3.1.288,2.3.1;3.1.2;6.2.1;2.3.2;2.8.3,2.3.1.41;2.3.1.301;2.3.1.207;2.3.1.279|2.3.1.cz;2.3.1.299;2.3.3.20;2.3.1.51;2.3.1.291;2.3.1.86;2.3.1.283;2.3.1.225,2.3.1,2.4.1;2.3.1;2.8.3;2.3.2,,,2.3.1.288,2.3.1;3.1.2;6.2.1;2.3.2;2.8.3,2.3.1.41;2.3.1.301;2.3.1.207;2.3.1.279|2.3.1.cz;2.3.1.299;2.3.3.20;2.3.1.51;2.3.1.291;2.3.1.86;2.3.1.283;2.3.1.225,2.3.1,2.4.1;2.3.1;2.8.3;2.3.2,,,2.3.1.288
84484,,,,,,,,,1.11.1,,,1.11.2.7,1.11.1,,,1.11.2.7,1.11.1,,,1.11.2.7,"1.10.3,0.6408045291900635;1.11.1,0.25725987553596497;1.1.3,0.03030996024608612;1.11.2,0.019226087257266045;1.5.3,0.011439514346420765",1.3.3.16;1.1.3.15;1.4.3.2;1.4.3.3;1.4.3.1|1.4.3.2|1.4.3.3|1.4.3.7;1.4.3.4;1.3.3.6,1.11.1,1.10.3;1.11.1;1.5.3;4.2.1,,,1.11.2.7,1.10.3;1.11.1;1.1.3;1.11.2;1.5.3,1.3.3.16;1.1.3.15;1.4.3.2;1.4.3.3;1.4.3.1|1.4.3.2|1.4.3.3|1.4.3.7;1.4.3.4;1.3.3.6,1.11.1,1.10.3;1.11.1;1.5.3;4.2.1,,,1.11.2.7,1.10.3;1.11.1;1.1.3;1.11.2;1.5.3,1.3.3.16;1.1.3.15;1.4.3.2;1.4.3.3;1.4.3.1|1.4.3.2|1.4.3.3|1.4.3.7;1.4.3.4;1.3.3.6,1.11.1,1.1.3;1.14.19;1.14.18;1.11.2,,,1.11.2.7,1.10.3;1.11.1;1.1.3;1.11.2;1.5.3,1.3.3.16;1.1.3.15;1.4.3.2;1.4.3.3;1.4.3.1|1.4.3.2|1.4.3.3|1.4.3.7;1.4.3.4;1.3.3.6,1.11.1,1.1.3;1.14.19;1.14.18;1.11.2,,,1.11.2.7,1.10.3;1.11.1;1.1.3;1.11.2;1.5.3,1.3.3.16;1.1.3.15;1.4.3.2;1.4.3.3;1.4.3.1|1.4.3.2|1.4.3.3|1.4.3.7;1.4.3.4;1.3.3.6,1.11.1,1.1.3;1.14.19;1.14.18;1.11.2,,,1.11.2.7
65153,2.4.1,2.4.1,2.4.1,2.4.1,2.4.1,2.4.1,2.4.1,,2.4.1,,,2.4.1.185,2.4.1,,,2.4.1.185,2.4.1,,,2.4.1.185,"2.4.1,0.9961942434310913;2.4.2,0.0034817694686353207;3.2.1,0.0001839750912040472;2.7.8,6.112280971137807e-05;3.6.1,1.9642209736048244e-05",2.4.1.-|2.4.1.286;2.4.1.218;2.4.1.194;2.4.1.126;2.4.1.170;2.4.1.35;2.4.1.237;2.4.1.35|2.4.1.91;2.4.1.128;2.4.1|2.4.1.-|2.4.1.298;2.4.1.220;2.4.1.249;2.4.1.81;2.4.1.85;2.4.1.234;2.4.1.239;2.4.1.-|2.4.1.297;2.4.1.360;2.4.1.202;2.4.1.116;2.4.1.219;2.4.1.-|2.4.1.266;2.4.1.90;2.4.1.38|2.4.1.90;2.4.1.-|2.4.1.323;2.4.1.324;2.4.1.17,2.4.1,3.1.1;4.2.99;4.2.3;2.4.2,,,2.4.1.185,2.4.1;2.4.2;3.2.1;2.7.8;3.6.1,2.4.1.-|2.4.1.286;2.4.1.218;2.4.1.194;2.4.1.126;2.4.1.170;2.4.1.35;2.4.1.237;2.4.1.35|2.4.1.91;2.4.1.128;2.4.1|2.4.1.-|2.4.1.298;2.4.1.220;2.4.1.249;2.4.1.81;2.4.1.85;2.4.1.234;2.4.1.239;2.4.1.-|2.4.1.297;2.4.1.360;2.4.1.202;2.4.1.116;2.4.1.219;2.4.1.-|2.4.1.266;2.4.1.90;2.4.1.38|2.4.1.90;2.4.1.-|2.4.1.323;2.4.1.324;2.4.1.17,2.4.1,3.1.1;4.2.99;4.2.3;2.4.2,,,2.4.1.185,2.4.1;2.4.2;3.2.1;2.7.8;3.6.1,2.4.1.-|2.4.1.286;2.4.1.218;2.4.1.194;2.4.1.126;2.4.1.170;2.4.1.35;2.4.1.237;2.4.1.35|2.4.1.91;2.4.1.128;2.4.1|2.4.1.-|2.4.1.298;2.4.1.220;2.4.1.249;2.4.1.81;2.4.1.85;2.4.1.234;2.4.1.239;2.4.1.-|2.4.1.297;2.4.1.360;2.4.1.202;2.4.1.116;2.4.1.219;2.4.1.-|2.4.1.266;2.4.1.90;2.4.1.38|2.4.1.90;2.4.1.-|2.4.1.323;2.4.1.324;2.4.1.17,2.4.1,2.4.1;2.3.1;4.2.99;2.4.99,,,2.4.1.185,2.4.1;2.4.2;3.2.1;2.7.8;3.6.1,2.4.1.-|2.4.1.286;2.4.1.218;2.4.1.194;2.4.1.126;2.4.1.170;2.4.1.35;2.4.1.237;2.4.1.35|2.4.1.91;2.4.1.128;2.4.1|2.4.1.-|2.4.1.298;2.4.1.220;2.4.1.249;2.4.1.81;2.4.1.85;2.4.1.234;2.4.1.239;2.4.1.-|2.4.1.297;2.4.1.360;2.4.1.202;2.4.1.116;2.4.1.219;2.4.1.-|2.4.1.266;2.4.1.90;2.4.1.38|2.4.1.90;2.4.1.-|2.4.1.323;2.4.1.324;2.4.1.17,2.4.1,2.4.1;2.3.1;4.2.99;2.4.99,,,2.4.1.185,2.4.1;2.4.2;3.2.1;2.7.8;3.6.1,2.4.1.-|2.4.1.286;2.4.1.218;2.4.1.194;2.4.1.126;2.4.1.170;2.4.1.35;2.4.1.237;2.4.1.35|2.4.1.91;2.4.1.128;2.4.1|2.4.1.-|2.4.1.298;2.4.1.220;2.4.1.249;2.4.1.81;2.4.1.85;2.4.1.234;2.4.1.239;2.4.1.-|2.4.1.297;2.4.1.360;2.4.1.202;2.4.1.116;2.4.1.219;2.4.1.-|2.4.1.266;2.4.1.90;2.4.1.38|2.4.1.90;2.4.1.-|2.4.1.323;2.4.1.324;2.4.1.17,2.4.1,2.4.1;2.3.1;4.2.99;2.4.99,,,2.4.1.185
50417,2.3.2,2.3.2,2.3.2,2.3.2,2.3.2,2.3.2,2.3.2,,1.3.1,,,2.3.2.6,1.3.1,,,2.3.2.6,1.3.1,,,2.3.2.6,"2.3.1,0.7400187849998474;2.3.2,0.18995723128318787;6.1.1,0.01596970111131668;6.3.2,0.011065518483519554;4.3.2,0.005947887897491455",6.3.5.11;6.3.5.9;6.3.5.10;6.3.5.-|6.3.5.13;6.3.2.14;1.2.1.38|2.3.1.11|2.6.1.11|2.7.2.8|3.5.1.16,2.3.1,2.4.1;3.1.1;4.2.99;2.3.1,,,2.3.2.6,2.3.1;2.3.2;6.1.1;6.3.2;4.3.2,6.3.5.11;6.3.5.9;6.3.5.10;6.3.5.-|6.3.5.13;6.3.2.14;1.2.1.38|2.3.1.11|2.6.1.11|2.7.2.8|3.5.1.16,2.3.1,2.4.1;3.1.1;4.2.99;2.3.1,,,2.3.2.6,2.3.1;2.3.2;6.1.1;6.3.2;4.3.2,6.3.5.11;6.3.5.9;6.3.5.10;6.3.5.-|6.3.5.13;6.3.2.14;1.2.1.38|2.3.1.11|2.6.1.11|2.7.2.8|3.5.1.16,2.3.1,2.3.1;2.4.1;2.3.2;2.8.3,,,2.3.2.6,2.3.1;2.3.2;6.1.1;6.3.2;4.3.2,6.3.5.11;6.3.5.9;6.3.5.10;6.3.5.-|6.3.5.13;6.3.2.14;1.2.1.38|2.3.1.11|2.6.1.11|2.7.2.8|3.5.1.16,2.3.2,2.3.1;2.4.1;2.3.2;2.8.3,,,2.3.2.6,2.3.1;2.3.2;6.1.1;6.3.2;4.3.2,6.3.5.11;6.3.5.9;6.3.5.10;6.3.5.-|6.3.5.13;6.3.2.14;1.2.1.38|2.3.1.11|2.6.1.11|2.7.2.8|3.5.1.16,2.3.2,2.3.1;2.4.1;2.3.2;2.8.3,,,2.3.2.6
11281,2.1.1;2.1.2,2.1.1;2.1.2,2.1.1;2.1.2,2.1.1;2.1.2,2.1.1;2.1.2,2.1.1;2.1.2,2.1.1;2.1.2,,3.5.1,,,2.1.2.8,3.5.1,,,2.1.2.8,3.5.1,,,2.1.2.8,"2.1.2,0.8477661609649658;1.5.1,0.03442233055830002;3.5.99,0.032768893986940384;1.4.1,0.03109949454665184;2.1.1,0.012772577814757824",2.1.2.8;2.1.2.10,2.1.1,6.3.3;5.5.1;5.1.1;5.2.1,,,2.1.2.8,2.1.2;1.5.1;3.5.99;1.4.1;2.1.1,2.1.2.8;2.1.2.10,2.1.1,6.3.3;5.5.1;5.1.1;5.2.1,,,2.1.2.8,2.1.2;1.5.1;3.5.99;1.4.1;2.1.1,2.1.2.8;2.1.2.10,2.1.1,2.2.1;1.16.1;3.3.2;3.5.99,,,2.1.2.8,2.1.2;1.5.1;3.5.99;1.4.1;2.1.1,2.1.2.8;2.1.2.10,2.1.1,2.2.1;1.16.1;3.3.2;3.5.99,,,2.1.2.8,2.1.2;1.5.1;3.5.99;1.4.1;2.1.1,2.1.2.8;2.1.2.10,2.1.1,2.2.1;1.16.1;3.3.2;3.5.99,,,2.1.2.8
79232,2.5.1,2.5.1,2.5.1,2.5.1,2.5.1,2.5.1,2.5.1,,2.5.1,,,2.5.1.159,2.5.1,,,2.5.1.159,2.5.1,,,2.5.1.159,"2.5.1,0.9977662563323975;4.2.3,0.001810642657801509;2.7.7,0.00012186729145469144;4.1.99,8.531838830094784e-05;5.3.3,8.257647277787328e-05",2.5.1.100;2.5.1.109;4.2.3.27;2.5.1.137;2.5.1.103|2.5.1.21|2.5.1.96;2.5.1.136;2.5.1.75,2.5.1,2.5.1;4.2.3;4.2.1;3.1.1,,,2.5.1.159,2.5.1;4.2.3;2.7.7;4.1.99;5.3.3,2.5.1.100;2.5.1.109;4.2.3.27;2.5.1.137;2.5.1.103|2.5.1.21|2.5.1.96;2.5.1.136;2.5.1.75,2.5.1,2.5.1;4.2.3;4.2.1;3.1.1,,,2.5.1.159,2.5.1;4.2.3;2.7.7;4.1.99;5.3.3,2.5.1.100;2.5.1.109;4.2.3.27;2.5.1.137;2.5.1.103|2.5.1.21|2.5.1.96;2.5.1.136;2.5.1.75,2.5.1,2.5.1;4.1.99;2.1.1;4.2.3,,,2.5.1.159,2.5.1;4.2.3;2.7.7;4.1.99;5.3.3,2.5.1.100;2.5.1.109;4.2.3.27;2.5.1.137;2.5.1.103|2.5.1.21|2.5.1.96;2.5.1.136;2.5.1.75,2.5.1,2.5.1;4.1.99;2.1.1;4.2.3,,,2.5.1.159,2.5.1;4.2.3;2.7.7;4.1.99;5.3.3,2.5.1.100;2.5.1.109;4.2.3.27;2.5.1.137;2.5.1.103|2.5.1.21|2.5.1.96;2.5.1.136;2.5.1.75,2.5.1,2.5.1;4.1.99;2.1.1;4.2.3,,,2.5.1.159
13182,7.2.2,7.2.2,7.2.2,7.2.2,7.2.2,7.2.2,7.2.2,,7.2.2,,,7.3.2.4,7.2.2,,,7.3.2.4,7.2.2,,,7.3.2.4,"3.6.1,0.4224162995815277;3.6.4,0.20205901563167572;3.6.5,0.15492506325244904;5.6.2,0.10084584355354309;6.3.5,0.0543358288705349",6.3.4.16|6.3.5.5,7.2.2,1.13.12;1.17.3;1.21.3;1.3.3,,,7.3.2.4,3.6.1;3.6.4;3.6.5;5.6.2;6.3.5,6.3.4.16|6.3.5.5,7.2.2,1.13.12;1.17.3;1.21.3;1.3.3,,,7.3.2.4,3.6.1;3.6.4;3.6.5;5.6.2;6.3.5,6.3.4.16|6.3.5.5,7.2.2,4.1.1;1.13.12;1.13.11;7.2.4,,,7.3.2.4,3.6.1;3.6.4;3.6.5;5.6.2;6.3.5,6.3.4.16|6.3.5.5,7.6.2,4.1.1;1.13.12;1.13.11;7.2.4,,,7.3.2.4,3.6.1;3.6.4;3.6.5;5.6.2;6.3.5,6.3.4.16|6.3.5.5,7.6.2,4.1.1;1.13.12;1.13.11;7.2.4,,,7.3.2.4
65493,,,,,,,,,2.8.3,,,1.3.98.7,2.8.3,,,1.3.98.7,2.8.3,,,1.3.98.7,"1.21.98,0.24001799523830414;1.3.98,0.20779761672019958;2.1.1,0.15959236025810242;1.1.98,0.11113147437572479;1.17.98,0.07252078503370285",1.3.98.7;1.21.98.4;2.8.4.4,4.1.1,4.4.1;2.8.3;2.3.1;2.1.1,,,1.3.98.7,1.21.98;1.3.98;2.1.1;1.1.98;1.17.98,1.3.98.7;1.21.98.4;2.8.4.4,4.1.1,4.4.1;2.8.3;2.3.1;2.1.1,,,1.3.98.7,1.21.98;1.3.98;2.1.1;1.1.98;1.17.98,1.3.98.7;1.21.98.4;2.8.4.4,4.1.1,2.3.1;2.1.1;2.4.1;2.8.3,,,1.3.98.7,1.21.98;1.3.98;2.1.1;1.1.98;1.17.98,1.3.98.7;1.21.98.4;2.8.4.4,2.3.1,2.3.1;2.1.1;2.4.1;2.8.3,,,1.3.98.7,1.21.98;1.3.98;2.1.1;1.1.98;1.17.98,1.3.98.7;1.21.98.4;2.8.4.4,2.3.1,2.3.1;2.1.1;2.4.1;2.8.3,,,1.3.98.7
61717,7.2.2,7.2.2,7.2.2,7.2.2,7.2.2,7.2.2,7.2.2,,6.3.2,,,7.5.2.9,6.3.2,,,7.5.2.9,6.3.2,,,7.5.2.9,"3.6.1,0.4224162995815277;3.6.4,0.20205901563167572;3.6.5,0.15492506325244904;5.6.2,0.10084584355354309;6.3.5,0.0543358288705349",6.3.4.13;6.3.3.1,7.2.2,7.1.3;7.2.3;4.2.3;7.2.2,,,7.5.2.9,3.6.1;3.6.4;3.6.5;5.6.2;6.3.5,6.3.4.13;6.3.3.1,7.2.2,7.1.3;7.2.3;4.2.3;7.2.2,,,7.5.2.9,3.6.1;3.6.4;3.6.5;5.6.2;6.3.5,6.3.4.13;6.3.3.1,7.2.2,7.2.2;7.6.2;7.4.2;7.1.2,,,7.5.2.9,3.6.1;3.6.4;3.6.5;5.6.2;6.3.5,6.3.4.13;6.3.3.1,7.6.2,7.2.2;7.6.2;7.4.2;7.1.2,,,7.5.2.9,3.6.1;3.6.4;3.6.5;5.6.2;6.3.5,6.3.4.13;6.3.3.1,7.6.2,7.2.2;7.6.2;7.4.2;7.1.2,,,7.5.2.9
42917,2.8.4;2.1.1,2.8.4;2.1.1,2.8.4;2.1.1,2.8.4;2.1.1,2.8.4;2.1.1,2.8.4;2.1.1,2.8.4;2.1.1,,2.1.1,,,2.1.1.192,2.1.1,,,2.1.1.192,2.1.1,,,2.1.1.192,"2.1.1,0.31719639897346497;1.97.1,0.291699081659317;1.21.98,0.1090206727385521;1.1.98,0.07268654555082321;3.13.2,0.05041687563061714",4.1.3.44;2.8.4.3,1.14.15,2.8.4;2.8.1;1.2.8;1.7.7,,,2.1.1.192,2.1.1;1.97.1;1.21.98;1.1.98;3.13.2,4.1.3.44;2.8.4.3,1.14.15,2.8.4;2.8.1;1.2.8;1.7.7,,,2.1.1.192,2.1.1;1.97.1;1.21.98;1.1.98;3.13.2,4.1.3.44;2.8.4.3,1.14.15,2.8.4;1.7.7;2.8.1;1.18.1,,,2.1.1.192,2.1.1;1.97.1;1.21.98;1.1.98;3.13.2,4.1.3.44;2.8.4.3,2.1.1,2.8.4;1.7.7;2.8.1;1.18.1,,,2.1.1.192,2.1.1;1.97.1;1.21.98;1.1.98;3.13.2,4.1.3.44;2.8.4.3,2.1.1,2.8.4;1.7.7;2.8.1;1.18.1,,,2.1.1.192
23781,2.3.1,2.3.1,2.3.1,2.3.1,2.3.1,2.3.1,2.3.1,,2.3.1,,,2.3.3.5,2.3.1,,,2.3.3.5,2.3.1,,,2.3.3.5,"4.1.3,0.3122890889644623;2.3.1,0.2498941719532013;4.2.1,0.22477149963378906;3.1.2,0.12161709368228912;4.4.1,0.04469456151127815",2.3.3.1|2.3.3.5|4.1.3.31;1.2.1.38|2.3.1.11|2.6.1.11|2.7.2.8|3.5.1.16,2.3.1,3.1.2;2.3.2;2.8.3;2.3.1,,,2.3.3.5,4.1.3;2.3.1;4.2.1;3.1.2;4.4.1,2.3.3.1|2.3.3.5|4.1.3.31;1.2.1.38|2.3.1.11|2.6.1.11|2.7.2.8|3.5.1.16,2.3.1,3.1.2;2.3.2;2.8.3;2.3.1,,,2.3.3.5,4.1.3;2.3.1;4.2.1;3.1.2;4.4.1,2.3.3.1|2.3.3.5|4.1.3.31;1.2.1.38|2.3.1.11|2.6.1.11|2.7.2.8|3.5.1.16,2.3.1,2.3.2;2.4.1;1.2.1;2.8.3,,,2.3.3.5,4.1.3;2.3.1;4.2.1;3.1.2;4.4.1,2.3.3.1|2.3.3.5|4.1.3.31;1.2.1.38|2.3.1.11|2.6.1.11|2.7.2.8|3.5.1.16,2.3.1,2.3.2;2.4.1;1.2.1;2.8.3,,,2.3.3.5,4.1.3;2.3.1;4.2.1;3.1.2;4.4.1,2.3.3.1|2.3.3.5|4.1.3.31;1.2.1.38|2.3.1.11|2.6.1.11|2.7.2.8|3.5.1.16,2.3.1,2.3.2;2.4.1;1.2.1;2.8.3,,,2.3.3.5
21225,2.8.2,2.8.2,2.8.2,2.8.2,2.8.2,2.8.2,2.8.2,,2.4.1,,,2.7.8.10,2.4.1,,,2.7.8.10,2.4.1,,,2.7.8.10,"2.7.8,0.8130896687507629;2.7.1,0.1463881880044937;3.1.4,0.02071947418153286;2.7.6,0.007211393676698208;2.4.3,0.0018303904216736555",2.7.8.2;2.7.8.1;2.7.1.91;2.7.8.8;2.7.8.45;3.1.4|3.6.1.53;2.7.8.-|2.7.8.44;2.7.8.11;2.7.8.5;2.7.8.46;2.7.8.14;2.7.8.39;2.4.99.15;2.4.99.14;2.7.6.1,2.4.1,1.8.3;1.1.3;4.2.1;4.2.3,,,2.7.8.10,2.7.8;2.7.1;3.1.4;2.7.6;2.4.3,2.7.8.2;2.7.8.1;2.7.1.91;2.7.8.8;2.7.8.45;3.1.4|3.6.1.53;2.7.8.-|2.7.8.44;2.7.8.11;2.7.8.5;2.7.8.46;2.7.8.14;2.7.8.39;2.4.99.15;2.4.99.14;2.7.6.1,2.4.1,1.8.3;1.1.3;4.2.1;4.2.3,,,2.7.8.10,2.7.8;2.7.1;3.1.4;2.7.6;2.4.3,2.7.8.2;2.7.8.1;2.7.1.91;2.7.8.8;2.7.8.45;3.1.4|3.6.1.53;2.7.8.-|2.7.8.44;2.7.8.11;2.7.8.5;2.7.8.46;2.7.8.14;2.7.8.39;2.4.99.15;2.4.99.14;2.7.6.1,2.4.1,2.7.8;3.1.4;3.6.1;2.4.2,,,2.7.8.10,2.7.8;2.7.1;3.1.4;2.7.6;2.4.3,2.7.8.2;2.7.8.1;2.7.1.91;2.7.8.8;2.7.8.45;3.1.4|3.6.1.53;2.7.8.-|2.7.8.44;2.7.8.11;2.7.8.5;2.7.8.46;2.7.8.14;2.7.8.39;2.4.99.15;2.4.99.14;2.7.6.1,2.7.8,2.7.8;3.1.4;3.6.1;2.4.2,,,2.7.8.10,2.7.8;2.7.1;3.1.4;2.7.6;2.4.3,2.7.8.2;2.7.8.1;2.7.1.91;2.7.8.8;2.7.8.45;3.1.4|3.6.1.53;2.7.8.-|2.7.8.44;2.7.8.11;2.7.8.5;2.7.8.46;2.7.8.14;2.7.8.39;2.4.99.15;2.4.99.14;2.7.6.1,2.7.8,2.7.8;3.1.4;3.6.1;2.4.2,,,2.7.8.10
