reaction_id,SIMMER_SIMMER pred,SelenzymeRF2_All ECs,SelenzymeRF_Top EC,Theia_predicted_label,Theia_confidence,Theia_timestamp,BEC-Pred_Prediction,ec
MNXR122040,2.7.1,2.7.1.138;6.3.4.14|6.4.1.1;6.3.4.14;6.3.2.43;6.3.2.60|6.3.2.M4;6.3.1.14|6.3.2.22;6.2.1.39;6.3.2.29;6.3.4.3,2.7.1.138,2.7.1,0.68239,2025-05-02 10:32:37,2.7.1,2.7.1.138
MNXR181779,1.2.1,1.2.1.5;1.2.1.80;1.3.1.-|1.3.1.10|1.3.1.104|1.3.1.39|2.3.1.86;1.3.1.-|1.3.1.10|1.3.1.104|1.3.1.39|2.3.1.85;1.1.1.-|1.1.1.100|2.3.1.85|2.3.1.86;4.1.99.5;1.14.14.1,1.2.1.5,1.2.1,0.9965307,2025-05-02 10:32:37,1.2.1,1.2.1.5
MNXR173130,5.3.1,5.3.1.5,5.3.1.5,5.3.1,0.96491474,2025-05-02 10:32:37,5.3.1,5.3.1.7
MNXR191748,1.10.3,1.10.3.2;1.14.14.25;1.14.14.26;1.14.14.32;1.14.14.139;1.14.14.37;1.14.14.176,1.10.3.2,1.10.3,0.9992349,2025-05-02 10:32:37,1.10.3,1.10.3.2
MNXR165743,3.5.1,3.5.1.81;3.5.1.114;3.5.1.14;3.5.1.15;3.5.1.83;3.4.17.1;3.4.16.5;3.4.17.3;3.4.18.1;3.4.17.15;3.4.17.19;3.4.17.18;3.4.11.19;3.4.11.13|3.4.11.22;3.4.11.24,3.5.1.81,3.5.1,0.9952259,2025-05-02 10:32:37,3.5.1,3.5.1.14
MNXR178187,2.7.8,2.7.8.5;2.3.1.15,2.7.8.5,2.7.8,0.89191294,2025-05-02 10:32:37,2.7.8,2.7.8.5
MNXR117029,2.1.1,2.1.1.34;2.1.1.205;2.1.1.167;2.1.1.173;2.1.1.172,2.1.1.34,2.1.1,0.99998283,2025-05-02 10:32:37,2.1.1,2.1.1.185
MNXR111055,1.1.3|1.1.99,1.1.3.17;1.1.99.1;1.14.15.36;1.14.15.6;1.14.15.38;1.14.15.4;1.14.19.23;1.14.19.35;1.14.19.43;1.14.19.27;1.14.19.42;1.14.19.2,1.1.3.17,1.14.15,0.52965474,2025-05-02 10:32:37,1.14.15,1.14.15.7
MNXR132221,1.3.1|1.1.1,1.1.1.1|1.1.1.27|1.1.1.40,1.1.1.1|1.1.1.27|1.1.1.40,1.1.1,0.9661632,2025-05-02 10:32:37,1.1.1,1.1.1|1.1.1.272|1.1.1.28|1.1.1.40|1.1.1.86
MNXR130914,3.4.21,3.4.21.39;3.4.15.1;3.4.17.23;3.4.21.54;3.4.11.21;3.4.11.9|3.4.17.12,3.4.21.39,3.4.21,0.9941538,2025-05-02 10:32:37,3.4.21,3.4.21.39
MNXR193922,5.1.3,1.15.1.2;1.18.1.4;1.7.3.6;1.7.2.5;1.14.15.3;1.7.2.4;1.14.15.7;1.14.-.-|1.14.13.-|1.14.15.24;1.14.15.21;1.14.15.6;1.14.15.29;1.14.15.15;1.14.15.30;1.14.15.35;1.14.15.4;1.14.15.18,1.15.1.2,1.7.9,0.8071509,2025-05-02 10:32:37,1.7.2,1.18.98
MNXR147130,2.7.8,2.4.1.141;2.7.8.33;2.7.8.40;2.7.8.35;2.4.1.153;2.7.8.36;2.7.8.31;2.7.8.6;2.4.1.-|2.4.1.291;2.4.1.117;2.7.8.13,2.4.1.141,2.3.1,0.18266293,2025-05-02 10:32:37,2.4.1,2.7.8.15
MNXR134557,1.1.1,1.1.1|1.14.13.7|1.3.98.1|1.6.3.2|1.6.3.4|1.6.99.3;1.14.13.131;1.14.13.245;1.14.13.69;1.14.13.223;1.6.5.4;1.14.12.10;1.14.13.87;1.14.13.113;1.14.13.25;1.14.13.26;1.14.13.246;1.14.18.9,1.1.1|1.14.13.7|1.3.98.1|1.6.3.2|1.6.3.4|1.6.99.3,1.14.13,0.95709866,2025-05-02 10:32:37,1.14.13,1.14.13.-
MNXR129781,1.7.1|1,1.5.1.34;1.14.13.118|1.14.14.38;1.2.1.5;1.1.1.62;1.1.1.86|4.2.1.9,1.5.1.34,1.5.1,0.9996228,2025-05-02 10:32:37,1.5.1,1.5.1.34
MNXR184126,,3.2.1.14,3.2.1.14,3.2.1,0.99997735,2025-05-02 10:32:37,3.2.1,3.2.1.200|3.2.1.201
MNXR175530,2.3.1,2.3.1.86;2.3.1.16,2.3.1.86,2.3.1,0.99480444,2025-05-02 10:32:37,2.3.1,2.3.1.16
MNXR115748,5.1.3,3.1.1.28;2.3.1.21;2.3.1.7;2.8.3.-|2.8.3.21;1.14.11.1;1.1.1.108;4.2.1.89;1.14.13.239;2.3.1.137|2.3.1.7;6.2.1.-|6.2.1.48;1.13.11.90;5.1.1.22;1.1.3.17;1.1.3.17|1.1.99.1,3.1.1.28,5.1.1,0.96046996,2025-05-02 10:32:37,4.2.1,5.-.-.-|5.1.2.M1
MNXR134117,1.1.1,1.1.1|1.1.1.184|1.1.1.2;1.1.1.1,1.1.1|1.1.1.184|1.1.1.2,1.1.1,0.9942035,2025-05-02 10:32:37,1.1.1,1.1.1.184
MNXR173616,2.4.1,2.4.1.245;2.4.1.347;2.4.1.36;2.4.1.15;2.4.1.342;2.4.1.21,2.4.1.245,2.4.1,0.99999535,2025-05-02 10:32:37,2.4.1,2.4.1.245
MNXR152486,1.3.1|1|1.1.1,1.11.1.1|1.11.1.2;1.7.1.2|1.7.1.3;1.12.1.3|1.12.1.5;1.7.1.14;1.6.3.2;1.1.1.318;1.6.5.2,1.11.1.1|1.11.1.2,1.1.1,0.52791804,2025-05-02 10:32:37,1.3.1,1.1.1|1.23.1.-
MNXR191371,2.5.1,2.5.1.89;2.5.1.31;2.5.1.-|2.5.1.30;2.5.1.88;2.5.1.85;2.5.1.86;2.5.1.82;2.5.1.81;2.5.1.-|2.5.1.84|2.5.1.85;2.5.1.83;2.5.1.91;2.5.1.142;2.5.1.87;2.5.1.142|2.5.1.92;2.5.1.10,2.5.1.31,2.5.1,0.99926835,2025-05-02 10:32:37,2.5.1,2.5.1.89
MNXR165162,2.3.1,2.3.1.179|2.3.1.41;2.3.1.294;2.3.1.293;2.3.1.207;2.3.1.301;2.3.1.41|2.3.1.85|2.3.1.86;2.3.1.199;2.3.1.180,2.3.1.179|2.3.1.41,2.3.1,0.99998987,2025-05-02 10:32:37,2.3.1,2.3.1.41
MNXR163713,,1.14.11.18;1.14.11.-|1.14.11.61;1.14.11|1.14.11.-|1.14.11.13;1.14.11|1.14.11.-|1.14.11.15;1.14.11.12;1.14.20.14;1.14.11.31;1.14.20.4;1.14.20.12;1.14.20.11;1.14.20.10;1.14.11.42;1.14.11.52;1.14.11.51;1.14.11.37;1.14.20.15;1.14.11.54;1.14.11.59|1.14.20.2;1.14.11.58;1.14.11.38;1.14.11.26;1.14.11.53;1.14.20.1;1.14.11.25;1.14.11.33;1.14.11.24;1.14.20.8;1.14.20.13;1.14.11.11|1.14.11.14|1.14.20.13;1.14.11.49;1.14.11.20;1.14.11.36;1.14.11.9,1.14.11.18,1.14.11,0.94748837,2025-05-02 10:32:37,2.3.1,1.14.11.-
MNXR166381,1.14.15|1.14.-,1.14.15.16;1.14.11.15;1.3.3.6;1.1.3.30;1.4.3.13;1.1.3.20;1.14.12.22;1.6.3.1;1.14.13.242;1.14.12.17,1.14.15.16,1.14.15,0.9758986,2025-05-02 10:32:37,1.14.15,1.14.15.16
MNXR176115,1.-.-|1.14.15,1.14.15.9;1.14.13.90;1.13.11.75;1.14.13.72;1.13.99.1;1.14.18.9;1.14.18.10;1.14.18.11;1.14.14.154;1.14.14.126;1.14.14.111;1.1.99.8;1.3.3.6;1.1.3.15,1.14.15.9,1.14.15,0.49667582,2025-05-02 10:32:37,1.14.15,1.14.15.-
MNXR122526,4.1.1|4|1.13.11,1.1.1.318;4.1.2.61;2.3.1.187;3.5.1.114|3.5.1.14;1.2.1.38|2.3.1.11|2.6.1.11|2.7.2.8|3.5.1.16,1.1.1.318,4.1.2,0.97645,2025-05-02 10:32:37,3.1.1,3.5.1.-|3.7.1
MNXR148124,1.13.11,1.13.11.16;1.13.11.-|1.13.11.3;1.14.18.1;1.10.3.1;1.13.11.8;1.13.11.1;1.13.11.4,1.13.11.16,1.13.11,0.99997485,2025-05-02 10:32:37,1.13.11,1.13.11.22
MNXR173395,1.17.99,1.3.99.3;1.3.99.12;1.14.19.56;1.14.14.15;2.1.1.74,1.3.99.3,1.3.99,0.82526684,2025-05-02 10:32:37,1.3.99,1.3.99.-
MNXR163684,1.14.19,1.14.19.5;1.14.19.1;1.14.19.24;1.3.3.6;1.14.19.11;1.14.19.26;1.14.19.2;1.14.14.46;1.14.20.15;1.14.19.44;1.14.13.25;1.14.13.242;1.14.13.33;1.6.3.1;1.14.13.63;1.14.13.92,1.14.19.5,1.14.19,0.9499559,2025-05-02 10:32:37,1.14.19,1.14.19.44
MNXR113998,6.3.2,6.3.2.42;6.3.2.32;6.3.2.9,6.3.2.42,6.3.2,0.9981798,2025-05-02 10:32:37,6.3.2,6.3.2.41|6.3.2.42
MNXR114826,2.1.1|2|2.1.1,2.1.1|2.1.1.163,2.1.1|2.1.1.163,2.1.1,0.9986809,2025-05-02 10:32:37,2.1.1,2.1.1.-|2.1.1.327
MNXR149871,1.8.1|1.1.1,1.1.1.71;1.1.1.90;1.1.1.1|1.1.1.71,1.1.1.90,1.1.1,0.97497004,2025-05-02 10:32:37,1.1.1,1.1.1.1|1.1.1.71
MNXR122031,2.5.1|2|2.5.1,2.5.1|2.5.1.-|2.5.1.1;2.5.1.35;2.5.1.136;2.5.1.137;2.5.1.75,2.5.1|2.5.1.-|2.5.1.1,2.5.1,0.99998236,2025-05-02 10:32:37,2.5.1,2.5.1|2.5.1.-|2.5.1.1
MNXR131881,2.7.4|2.7.11|3.6.3,1.18.6.1;6.3.5.9,1.18.6.1,2.7.11,0.53930223,2025-05-02 10:32:37,2.7.11,2.7.11.10
MNXR131288,3.4.11|3,1.21.98.3;6.1.1.10,1.21.98.3,3.4.11,0.94219565,2025-05-02 10:32:37,3.4.11,3.4.11|3.4.11.14
MNXR135177,1.3.99,1.3.99.5;5.3.3.1;1.1.1|1.3.1.22|1.3.1.3|1.3.99.5;1.1.1.213|1.1.1.50|1.3.1.-|1.3.1.3|1.3.1.M16|1.3.99.6;1.3.1.114;1.3.99.4;1.1.1.170|1.1.1.418;1.1.1.145|5.3.3.1;1.1.3.6;1.1.1.51;1.14.13.246;1.1.1.270;1.1.1.213|1.1.1.357|1.1.1.50;2.5.1.18|5.3.3.1,1.3.99.5,1.3.99,0.99938905,2025-05-02 10:32:37,1.3.99,1.3.99.5
MNXR181816,1.1.1,1.2.1.-|1.2.1.21|1.2.1.22|1.2.1.3;1.2.1.5;1.2.1.23|1.2.1.3;1.6.5.4,1.2.1.-|1.2.1.21|1.2.1.22|1.2.1.3,1.2.1,0.98133975,2025-05-02 10:32:37,1.2.1,1.2.1.5
MNXR188237,4.1.2|4|2.3.1,5.1.99.4;1.2.1.38|2.3.1.11|2.6.1.11|2.7.2.8|3.5.1.16,5.1.99.4,4.1.2,0.99466395,2025-05-02 10:32:37,2.8.3,4.1.2|4.1.2.n2
MNXR108047,3.5.3,3.5.3.7;3.5.3.1;3.5.3.-|3.5.3.24;3.5.3.17|3.5.3.7;3.5.3.22;2.6.1.21;2.1.4.1;3.5.3.25;2.1.4.3;3.5.3.3;2.4.2.31;2.6.1.69|3.5.3.23,3.5.3.7,3.5.3,0.9999349,2025-05-02 10:32:37,3.5.1,3.5.3.7
MNXR116461,4.1.1,4.1.1.90;1.14.18.3;1.4.3.13;1.1.5.6;1.17.4.4;3.5.3.9;4.1.1.39,4.1.1.90,4.1.1,0.5283514,2025-05-02 10:32:37,1.14.18,4.1.1.90
MNXR189448,3.4.14,1.3.7.8;2.3.2.2|6.3.1.2;3.5.1.4,1.3.7.8,1.7.99,0.539884,2025-05-02 10:32:37,1.7.2,1.7.99.1
MNXR172715,1.8.1|1.1.1,1.14.14.18;1.14.19.1;1.1.1.34|1.1.1.88;1.14.13.7|1.17.1.4;1.6.1.4;1.13.12.17;1.3.1.101;2.3.1.119;1.3.1.108,1.14.14.18,1.1.1,0.38169459,2025-05-02 10:32:37,1.1.1,1.1.1.14
MNXR108964,1.3.1|1.1.1,1.3.1.48;1.6.5.4;1.1.1|1.14.13.7|1.3.98.1|1.6.3.2|1.6.3.4|1.6.99.3;1.11.1.1|1.14.12.17,1.3.1.48,1.3.1,0.9767363,2025-05-02 10:32:37,1.1.1,1.3.1.48
MNXR117040,2.1.1,2.1.1.190;2.1.1.35,2.1.1.190,2.1.1,0.9992053,2025-05-02 10:32:37,2.1.1,2.1.1.189
MNXR146117,2.5.1|2|2.5.1,2.5.1.-|2.5.1.30;2.5.1.-|2.5.1.31;2.5.1.82;2.5.1.89;2.5.1.81;2.5.1.83;2.5.1.11;2.5.1.88;2.5.1.142;2.5.1.86;2.5.1.-|2.5.1.84|2.5.1.85;2.5.1.142|2.5.1.92;2.5.1.91;2.5.1.10,2.5.1.-|2.5.1.30,2.5.1,0.99931467,2025-05-02 10:32:37,2.5.1,2.5.1.-|2.5.1.33
MNXR120237,1.1.1,1.1.1.100;1.1.1.100|2.3.1.85|2.3.1.86;1.3.1.10|1.3.1.39|2.3.1.85|2.3.1.86;1.3.1.10|1.3.1.104|1.3.1.39;1.1.1.36;1.1.1.330|1.1.1.36;1.3.1.38,1.1.1.100,1.1.1,0.99676174,2025-05-02 10:32:37,1.1.1,1.1.1.100
MNXR150123,2.1.1,2.1.1.338;2.1.1.283;2.1.1.104;2.1.1.65;2.1.1.128;2.1.1.336;2.1.1.114;2.1.1.42;2.1.1.169|2.1.1.68;2.1.1.267;2.1.1.222,2.1.1.338,2.1.1,0.9999877,2025-05-02 10:32:37,2.1.1,2.1.1.-|2.1.1.338
MNXR146856,1.8.1,1.8.1.2|1.8.2.2;2.3.1.41;1.7.1.4;1.14.14.18|1.14.99.3;1.14.99.9;1.8.2.2,1.8.1.2|1.8.2.2,1.1.1,0.38169459,2025-05-02 10:32:37,1.3.1,1.6.2.6
MNXR165322,2.4.2|2.4.1,2.4.1.159;2.4.1.236;2.4.1.-|2.4.1.330;2.4.2.50;2.4.1.203|2.4.2.40;2.4.2.40;2.4.1.241;2.4.2.51;2.4.2.62;2.4.1.182,2.4.1.159,2.4.1,0.95402735,2025-05-02 10:32:37,2.4.2,2.4.1
MNXR124089,1.8.3,1.14.14.1,1.14.14.1,1.14.14,0.9993148,2025-05-02 10:32:37,1.14.14,1.14.14.1
MNXR149340,3.1.1|3.1.3,3.1.1.77;2.7.8.43;3.5.1.23;1.2.1.5;2.8.3.8;3.1.2.18|3.1.2.19|3.1.2.20;3.1.1.26;3.1.1.32,3.1.1.77,3.1.1,0.99934834,2025-05-02 10:32:37,3.1.1,3.1.1.77
MNXR111503,2.1.1,2.1.1.159|2.1.1.160;1.14.13.178;2.1.1.349;2.1.1|2.1.1.374;2.1.1.137;2.1.1.53;2.1.1.129;5.3.3.5;2.1.1.85;2.1.1.343;2.1.1.354|2.1.1.355|2.1.1.59|2.1.1.60,2.1.1.159|2.1.1.160,2.1.1,0.98118937,2025-05-02 10:32:37,2.1.1,2.1.1.160
MNXR144419,4.3.1,2.6.1.7;2.3.1.230;1.1.3.15;1.1.2.3;2.6.1.28;5.3.2|5.3.2.1|5.3.2.6;2.6.1.57|2.6.1.70;2.6.1.15|2.6.1.64;4.1.1.-|4.1.1.43|4.1.4.3;2.6.1.1|2.6.1.27|2.6.1.42|2.6.1.5|2.6.1.57|2.6.1.58|2.6.1.9,2.6.1.7,2.6.1,0.9999964,2025-05-02 10:32:37,2.6.1,2.6.1.7
MNXR116844,2.5.1|2.7.1|3.1.3,4.1.99.25;4.1.99.24;4.2.3.152;4.2.3.154;3.1.3.2;2.7.2.12;3.1.3.15,4.1.99.25,3.1.3,0.9685903,2025-05-02 10:32:37,3.1.3,3.1.3|3.1.3.-
MNXR176827,2.3.1|6.2.1,2.3.1.115;2.3.1.171;6.3.2.50;2.3.1.172;1.2.1.38|2.3.1.11|2.6.1.11|2.7.2.8|3.5.1.16,2.3.1.115,2.3.1,0.99975973,2025-05-02 10:32:37,2.3.1,2.3.1.115
MNXR178360,1.1.5,1.1.5.3;1.1.1.94,1.1.5.3,1.1.5,0.99834704,2025-05-02 10:32:37,1.1.5,1.1.5.3
MNXR118275,2.3.1,2.3.1.198;2.3.1.15,2.3.1.198,2.3.1,0.99990916,2025-05-02 10:32:37,2.3.1,2.3.1.198
MNXR166395,2.7.1,2.7.1.2|2.7.1.59|2.7.1.60,2.7.1.2|2.7.1.59|2.7.1.60,2.7.1,0.98858064,2025-05-02 10:32:37,2.7.1,2.7.1.60
MNXR192382,3.2.2,2.4.2.28;3.2.2.4;3.2.2.7;2.4.2.1|2.4.2.28,2.4.2.28,3.2.2,0.99902534,2025-05-02 10:32:37,3.2.2,3.2.2.9
MNXR165888,2.1.1,2.1.1.79;2.1.1.334;2.1.1.165;2.1.1.96;2.1.1.17;2.1.1.71;2.1.1.103|2.1.1.16|2.1.1.71;2.1.1.317;2.1.1.37,2.1.1.79,2.1.1,0.99997044,2025-05-02 10:32:37,2.1.1,2.1.1.16
MNXR120276,2.3.1,2.3.1.180,2.3.1.180,2.3.1,0.99998987,2025-05-02 10:32:37,2.3.1,2.3.1
MNXR108108,1.14.-,1.14.13.8;1.1.99.37;1.14.11.67;1.14.15.38;1.2.7.5;1.14.99.66;1.1.2.7;1.14.11.66|1.14.11.68|1.14.11.69;1.14.11.27|1.14.11.65|1.14.11.66|1.14.11.67,1.14.13.8,1.14.13,0.7228512,2025-05-02 10:32:37,4.1.1,4.1.2.24
MNXR149537,1.14.14|1.1.99,1.14.14.111;1.14.14.154;1.14.14.19;1.14.14.16;1.14.14.48;1.14.14.43;1.14.14.80;1.14.14.103;1.14.14.55;1.14.14.42;1.14.14.17;1.14.14.177;1.14.14.98;1.14.14.140;1.14.14.81,1.14.14.111,1.14.14,0.99982184,2025-05-02 10:32:37,1.14.14,1.14.14.145
MNXR170337,5.4.99,5.4.99.41;5.4.99.54;5.4.99.32;5.4.99.65;5.4.99.56;5.4.99.39;5.4.99.35;5.4.99.48;4.2.1.124;5.4.99.47;5.4.99.36;5.4.99.7;5.4.99.33;5.4.99.31;5.4.99.8;5.4.99.50;5.4.99.46;5.5.1.12;5.5.1.14;5.5.1.13;5.4.99.51;4.2.1.123;5.4.99.37;5.4.99.17;4.2.3.68;3.1.7.10;5.4.99.38;4.2.1.137;3.1.7.7|4.2.3.194;4.2.3.-|4.2.3.127;4.2.3.96;4.2.3.198|4.2.3.66,5.4.99.41,5.4.99,0.30581543,2025-05-02 10:32:37,5.4.99,5.4.99.66
MNXR133164,1.14.12,1.14.13.9;1.14.13.225|1.6.3.1;1.14.13.-|1.14.14.-|1.14.14.1,1.14.13.9,1.14.13,0.59964645,2025-05-02 10:32:37,1.14.13,1.14
MNXR113997,2.7.1|6.3.2,6.3.2.42;6.3.2.12|6.3.2.17;6.3.2.32;6.3.2.9,6.3.2.42,3.5.1,0.6471804,2025-05-02 10:32:37,6.3.2,6.3.1.17
MNXR106629,4.1.1,4.1.1.86;4.1.1.17|4.1.1.19|4.1.1.86,4.1.1.86,4.1.1,0.9968143,2025-05-02 10:32:37,4.1.1,4.1.1.57
MNXR130951,1.1.1,1.1.1.1,1.1.1.1,1.1.1,0.987379,2025-05-02 10:32:37,1.1.1,1.1.1.1
MNXR172117,1.17.3,3.5.4.11;1.4.5.1;1.4.3.2;1.4.1.1|1.4.1.2|1.4.1.3|1.4.1.4;1.4.99.6,3.5.4.11,3.5.4,0.99251235,2025-05-02 10:32:37,3.5.4,3.5.4.11
MNXR182074,1.6.5|1.1.1,1.6.5.2,1.6.5.2,1.6.5,0.9051963,2025-05-02 10:32:37,1.6.5,1.6.5.2
MNXR135844,4.1.2,2.3.1.15,2.3.1.15,3.1.1,0.998135,2025-05-02 10:32:37,3.1.1,3.1.1.5
MNXR188800,1.1.1,1.1.1.36;1.1.1.-|1.1.1.330;1.1.1.100;1.1.1.211|1.1.1.35,1.1.1.36,1.1.1,0.9691702,2025-05-02 10:32:37,1.1.1,1.1.1.36
MNXR163454,5.3.1,5.3.1.35;2.7.1.217;1.1.1.129|1.1.1.45;1.1.1.411;1.1.1.410;1.2.7.5;1.1.1.264;1.1.1.346;5.1.2.7;1.1.1|1.1.1.-|1.1.1.215;4.4.1.21,5.3.1.35,5.3.1,0.95067835,2025-05-02 10:32:37,5.3.1,5.3.1.35
MNXR148821,3.2.1|2.4.1,3.2.1.52;3.2.1.49,3.2.1.52,3.2.1,0.94807583,2025-05-02 10:32:37,3.2.1,3.2.1.52
MNXR150608,2.4.1,2.4.1.264;2.4.1.305;2.4.1.343;2.4.1.304;2.4.1.122|2.4.1.307;2.4.1.356;2.4.1.309;2.4.1.180;2.4.1.306;2.4.1.187;2.4.1.287;2.4.1.-|2.4.1.290;2.4.1.-|2.4.1.291;2.4.1.-|2.4.1.292;2.4.1.293;2.4.1.227,2.4.1.264,2.4.1,0.97613347,2025-05-02 10:32:37,2.4.1,2.4.1.264
MNXR169922,6.3.4,5.1.1.3,5.1.1.3,3.4.17,0.4095691,2025-05-02 10:32:37,3.4.17,3.4.19.16
MNXR116785,1.2.1,1.3.1.44;1.1.1.-|1.1.1.211|1.1.1.35,1.3.1.44,1.2.1,0.99606186,2025-05-02 10:32:37,1.2.1,1.2.1.27
MNXR136205,2.3.1|6.2.1,2.3.1.15,2.3.1.15,2.3.1,0.9813685,2025-05-02 10:32:37,2.3.1,2.3.1.15
MNXR190147,1.3.8,1.3.8.1|1.3.8.4|1.3.8.7;1.3.8.4|1.3.8.7|1.3.99|1.3.99.12|1.3.99.3;1.3.8.5;2.1.1.74,1.3.8.1|1.3.8.4|1.3.8.7,1.3.8,0.8743884,2025-05-02 10:32:37,1.3.99,1.3.8|1.3.99|1.3.99.12|1.3.99.3
MNXR130542,2.4.1,2.4.1.17;2.4.1.126;2.4.1.254;2.4.1.35|2.4.1.91;2.4.1.264;2.4.1.170;2.4.1.249;2.4.1.238;2.4.1.185;2.4.1|2.4.1.-|2.4.1.298;2.4.1.128;2.4.1.225;2.4.1.226;2.4.1.-|2.4.1.286;2.4.1.135,2.4.1.17,2.4.1,0.99997187,2025-05-02 10:32:37,2.4.1,2.4.1.17
MNXR104531,1.3.1|1.1.1,1.1.1.213|1.1.1.50|1.3.1.-|1.3.1.3|1.3.1.M16|1.3.99.6;1.3.1.22|1.3.1.30;1.1.1|1.3.1.22|1.3.1.3|1.3.99.5;1.1.1|1.1.1.145|5.3.3.1;1.6.3.2;1.11.1.1|1.11.1.2;1.12.1.3|1.12.1.5;1.1.1.270;1.1.1.213|1.1.1.357|1.1.1.50;1.14.13.54;1.1.1.170;1.1.1.201;1.1.1.146;1.1.1.62,1.1.1.213|1.1.1.50|1.3.1.-|1.3.1.3|1.3.1.M16|1.3.99.6,1.3.1,0.88318485,2025-05-02 10:32:37,1.1.1,1.3.1.-|1.3.1.22
MNXR195140,1.1.3,1.4.3.5;1.11.1.1|1.14.12.17;1.11.1.8,1.4.3.5,1.11.1,0.96061456,2025-05-02 10:32:37,1.11.1,1.11.1.7
MNXR174989,2.7.3|6.3.4|2.7.11|3.6.3,6.3.1.10;6.3.2.3;6.3.2.2|6.3.2.3,6.3.1.10,3.6.3,0.8956856,2025-05-02 10:32:37,3.6.3,3.6.3.39
MNXR153099,3.2.1,3.2.1.26;5.1.3.15|5.3.1.9,3.2.1.26,3.2.1,0.8096151,2025-05-02 10:32:37,3.2.1,3.2.1.26
MNXR181804,1.2.1,1.2.1.5;1.2.1.19;1.2.1.48;1.2.1.3|1.2.1.48|1.2.1.5,1.2.1.5,1.2.1,0.99737,2025-05-02 10:32:37,1.2.1,1.2.1.5
MNXR181815,1.1.1,1.2.1.5;1.2.1.-|1.2.1.21|1.2.1.22|1.2.1.3;1.2.1.23|1.2.1.3;1.11.1.1|1.11.1.2;1.6.3.2,1.2.1.5,1.2.1,0.98133975,2025-05-02 10:32:37,1.2.1,1.2.1.5
MNXR131129,3.6.1|2.4.1,3.6.1.21;3.6.1.21|3.6.1.9,3.6.1.21,3.6.1,0.60342133,2025-05-02 10:32:37,3.6.1,3.6.1.13
MNXR177049,1.14.20,1.14.20.6;1.14.11.67;1.13|1.13.12.19;1.14.20.5;1.14.11.27|1.14.11.65|1.14.11.67;1.14.11.27|1.14.11.65|1.14.11.66|1.14.11.67;1.14.11.66|1.14.11.68|1.14.11.69;1.14.11.54;1.14.11.53;1.14.11.33,1.14.20.6,1.14.20,0.7330729,2025-05-02 10:32:37,1.14.20,1.14.11.23
MNXR131869,3.4.21,3.4.17.12;3.4.11.9;3.4.11.2,3.4.17.12,3.4.11,0.525114,2025-05-02 10:32:37,3.4.24,3.4.24.23
MNXR149767,4.1.1,1.2.7.5;1.14.15.36;2.8.1.4,1.2.7.5,1.2.7,0.99828714,2025-05-02 10:32:37,1.2.7,1.2.7.5
MNXR121817,2.4.1,2.4.1.265;2.4.1.261;2.4.1.260;2.4.1.258;2.4.1.256;2.7.1.108;3.6.1.43;1.3.1.94;2.4.99.18,2.4.1.265,2.7.8,0.69567996,2025-05-02 10:32:37,2.4.1,2.4.1.256
MNXR192575,,1.5.98.2;1.5.3.22;1.12.98.1;1.1.98.5;1.1.98.4;1.5.7.2;1.12.98.2|1.5.98.1|1.5.99.9;1.5.1.40;1.1.98.2;1.5.98.3;1.3.98.4;1.8.98.4;6.3.2.34;1.8.98.3;2.1.2.11,1.5.98.2,1.5.99,0.57565033,2025-05-02 10:32:37,1.5.98,1.5.98.2|1.5.99.11
MNXR129842,3.4.11|3.4.13,6.3.2.4,6.3.2.4,3.4.13,0.9244516,2025-05-02 10:32:37,3.4.11,3.4.13
MNXR136239,3.1.3,3.1.3.4;3.1.3.43;3.1.3.32;3.1.3.53;1.18.6.1;3.1.3.33;3.1.3.52,3.1.3.4,3.1.3,0.81999004,2025-05-02 10:32:37,3.1.3,3.1.3.4
MNXR139522,4.1.1,4.1.1.119;4.1.1.83;6.4.1.-|6.4.1.8;2.5.1.116;2.5.1.-|2.5.1.115;4.1.1.115;2.5.1.-|2.5.1.117;1.1.1.38|1.1.1.40|4.1.1.112|4.1.1.3|4.1.1.32|4.1.2.52|4.1.3.16|4.1.3.17|4.1.3.39|4.4.1.1,4.1.1.119,4.1.1,0.9971994,2025-05-02 10:32:37,4.1.1,4.1.1.83
MNXR172093,,2.8.3.8;3.5.1.98;3.1.1.2;3.1.1.6;3.1.1.58,2.8.3.8,3.5.1,0.78560156,2025-05-02 10:32:37,3.5.1,3.5.1
MNXR122653,2.5.1,2.5.1.88;2.5.1.86;2.5.1.31;2.5.1.83;2.5.1.142;2.5.1.89;2.5.1.85;2.5.1.82;2.5.1.81;2.5.1.-|2.5.1.84|2.5.1.85;2.5.1.142|2.5.1.92;2.5.1.91;2.5.1.10,2.5.1.88,2.5.1,0.99931467,2025-05-02 10:32:37,2.5.1,2.5.1|2.5.1.-
MNXR131251,3.2.1,2.4.1.185;3.2.1.62;3.2.1.21,2.4.1.185,3.2.1,0.99990094,2025-05-02 10:32:37,3.2.1,3.2.1.21
MNXR163494,2.1.1,2.1.1.344;2.1.1.354|2.1.1.355|2.1.1.59|2.1.1.60;2.1.1.127;2.1.1.259;2.1.1.366;2.1.1.77,2.1.1.344,2.1.1,0.9999974,2025-05-02 10:32:37,2.1.1,2.1.1.344
MNXR146326,1.17.4,1.17.4.1;1.17.4.2,1.17.4.1,1.17.4,0.9998648,2025-05-02 10:32:37,1.17.4,1.17.4.1
