reaction_id,Stratified_ground_truth_REACTION_ID,Stratified_ground_truth_true_EC,merged_output_Stratified_ground_truth_REACTION_ID,merged_output_Stratified_ground_truth_true_EC,merged_output_merged_output_Stratified_ground_truth_REACTION_ID,merged_output_merged_output_Stratified_ground_truth_true_EC,merged_output_merged_output_merged_output_Stratified_ground_truth_REACTION_ID,merged_output_merged_output_merged_output_Stratified_ground_truth_true_EC,merged_output_merged_output_merged_output_merged_output_Stratified_ground_truth_REACTION_ID,merged_output_merged_output_merged_output_merged_output_Stratified_ground_truth_true_EC,merged_output_merged_output_merged_output_merged_output_merged_output_Stratified_ground_truth_REACTION_ID,merged_output_merged_output_merged_output_merged_output_merged_output_Stratified_ground_truth_true_EC,merged_output_merged_output_merged_output_merged_output_merged_output_merged_output_Stratified_ground_truth_REACTION_ID,merged_output_merged_output_merged_output_merged_output_merged_output_merged_output_Stratified_ground_truth_true_EC,merged_output_merged_output_merged_output_merged_output_merged_output_merged_output_merged_output_Stratified_ground_truth_REACTION_ID,merged_output_merged_output_merged_output_merged_output_merged_output_merged_output_merged_output_Stratified_ground_truth_true_EC,merged_output_merged_output_merged_output_merged_output_merged_output_merged_output_merged_output_SIMMER_SIMMER pred,merged_output_merged_output_merged_output_merged_output_merged_output_merged_output_merged_output_BEC-Pred_Prediction,merged_output_merged_output_merged_output_merged_output_merged_output_merged_output_merged_output_ec,merged_output_merged_output_merged_output_merged_output_merged_output_merged_output_SIMMER_SIMMER pred,merged_output_merged_output_merged_output_merged_output_merged_output_merged_output_BEC-Pred_Prediction,merged_output_merged_output_merged_output_merged_output_merged_output_merged_output_ec,merged_output_merged_output_merged_output_merged_output_merged_output_SIMMER_SIMMER pred,merged_output_merged_output_merged_output_merged_output_merged_output_BEC-Pred_Prediction,merged_output_merged_output_merged_output_merged_output_merged_output_ec,merged_output_merged_output_merged_output_merged_output_SIMMER_SIMMER pred,merged_output_merged_output_merged_output_merged_output_SelenzymeRF_All ECs,merged_output_merged_output_merged_output_merged_output_CLAIRE_predictions,merged_output_merged_output_merged_output_merged_output_theia_Prediction,merged_output_merged_output_merged_output_merged_output_BEC-Pred_Prediction,merged_output_merged_output_merged_output_merged_output_ec,merged_output_merged_output_merged_output_SIMMER_SIMMER pred,merged_output_merged_output_merged_output_SelenzymeRF_All ECs,merged_output_merged_output_merged_output_CLAIRE_predictions,merged_output_merged_output_merged_output_theia_Prediction,merged_output_merged_output_merged_output_BEC-Pred_Prediction,merged_output_merged_output_merged_output_ec,merged_output_merged_output_SIMMER_SIMMER pred,merged_output_merged_output_SelenzymeRF_All ECs,merged_output_merged_output_CLAIRE_predictions,merged_output_merged_output_theia_Prediction,merged_output_merged_output_BEC-Pred_Prediction,merged_output_merged_output_ec,merged_output_SIMMER_SIMMER pred,merged_output_SelenzymeRF_All ECs,merged_output_CLAIRE_predictions,merged_output_theia_Prediction,merged_output_BEC-Pred_Prediction,merged_output_ec,SIMMER_SIMMER pred,SelenzymeRF_All ECs,CLAIRE_predictions,theia_Prediction,BEC-Pred_Prediction,ec
16678,,,,,,,,,,,,,,,,,,1.2.1,1.2.1.69,1.17.1;1.1.1,1.2.1,1.2.1.69,1.17.1;1.1.1,1.2.1,1.2.1.69,1.17.1;1.1.1,1.2.1.5;1.6.5.4;1.1.1|1.14.13.7|1.3.98.1|1.6.3.2|1.6.3.4|1.6.99.3;1.11.1.1|1.14.12.17,4.2.99;4.2.2;3.3.2;5.4.99,"1.2.1,0.9580166339874268;1.17.1,0.012369482778012753;1.1.1,0.007525842636823654;1.14.13,0.0033512671943753958;1.11.1,0.0027673093136399984",1.2.1,1.2.1.69,1.17.1;1.1.1,1.2.1.5;1.6.5.4;1.1.1|1.14.13.7|1.3.98.1|1.6.3.2|1.6.3.4|1.6.99.3;1.11.1.1|1.14.12.17,4.2.99;4.2.2;3.3.2;5.4.99,1.2.1;1.17.1;1.1.1;1.14.13;1.11.1,1.2.1,1.2.1.69,1.17.1;1.1.1,1.2.1.5;1.6.5.4;1.1.1|1.14.13.7|1.3.98.1|1.6.3.2|1.6.3.4|1.6.99.3;1.11.1.1|1.14.12.17,1.2.1;2.4.1;1.1.1;1.4.1,1.2.1;1.17.1;1.1.1;1.14.13;1.11.1,1.2.1,1.2.1.69,1.17.1;1.1.1,1.2.1.5;1.6.5.4;1.1.1|1.14.13.7|1.3.98.1|1.6.3.2|1.6.3.4|1.6.99.3;1.11.1.1|1.14.12.17,1.2.1;2.4.1;1.1.1;1.4.1,1.2.1;1.17.1;1.1.1;1.14.13;1.11.1,1.2.1,1.2.1.69,1.17.1;1.1.1,1.2.1.5;1.6.5.4;1.1.1|1.14.13.7|1.3.98.1|1.6.3.2|1.6.3.4|1.6.99.3;1.11.1.1|1.14.12.17,1.2.1;2.4.1;1.1.1;1.4.1,1.2.1;1.17.1;1.1.1;1.14.13;1.11.1,1.2.1,1.2.1.69
16710,,,,,,,,,,,,,,,,,,1.13.11,1.14.16.4,1.14.16,1.13.11,1.14.16.4,1.14.16,1.13.11,1.14.16.4,1.14.16,1.14.16.1|1.14.16.4;1.14.16.7;1.14.16.2;1.14.16.5;4.2.1.96,3.13.1;3.1.1;2.7.7;3.5.2,"1.14.16,0.9947156310081482;1.13.11,0.003293335437774658;1.7.3,0.0005195913836359978;3.5.4,0.00038537377258762717;1.14.12,0.0001649470068514347",1.13.11,1.14.16.4,1.14.16,1.14.16.1|1.14.16.4;1.14.16.7;1.14.16.2;1.14.16.5;4.2.1.96,3.13.1;3.1.1;2.7.7;3.5.2,1.14.16;1.13.11;1.7.3;3.5.4;1.14.12,1.13.11,1.14.16.4,1.14.16,1.14.16.1|1.14.16.4;1.14.16.7;1.14.16.2;1.14.16.5;4.2.1.96,3.5.4;3.1.7;1.14.16;1.17.4,1.14.16;1.13.11;1.7.3;3.5.4;1.14.12,1.13.11,1.14.16.4,1.14.16,1.14.16.1|1.14.16.4;1.14.16.7;1.14.16.2;1.14.16.5;4.2.1.96,3.5.4;3.1.7;1.14.16;1.17.4,1.14.16;1.13.11;1.7.3;3.5.4;1.14.12,1.14.16,1.14.16.4,1.14.16,1.14.16.1|1.14.16.4;1.14.16.7;1.14.16.2;1.14.16.5;4.2.1.96,3.5.4;3.1.7;1.14.16;1.17.4,1.14.16;1.13.11;1.7.3;3.5.4;1.14.12,1.14.16,1.14.16.4
16758,,,,,,,,,,,,,,,,,,1.2.1,1.8.1.12,1.8.1,1.2.1,1.8.1.12,1.8.1,1.2.1,1.8.1.12,1.8.1,1.8.1.12;1.6.3.2;1.14.19.48;1.11.1.1|1.11.1.2;1.11.1.21;1.12.1.3|1.12.1.5,2.4.1;2.3.2;2.4.99;2.8.2,"1.8.1,0.9882203340530396;1.2.1,0.0031584587413817644;1.11.1,0.0021570506505668163;1.12.1,0.0007830314571037889;1.17.4,0.000573057506699115",1.2.1,1.8.1.12,1.8.1,1.8.1.12;1.6.3.2;1.14.19.48;1.11.1.1|1.11.1.2;1.11.1.21;1.12.1.3|1.12.1.5,2.4.1;2.3.2;2.4.99;2.8.2,1.8.1;1.2.1;1.11.1;1.12.1;1.17.4,1.2.1,1.8.1.12,1.8.1,1.8.1.12;1.6.3.2;1.14.19.48;1.11.1.1|1.11.1.2;1.11.1.21;1.12.1.3|1.12.1.5,2.1.1;2.4.1;2.5.1;1.2.1,1.8.1;1.2.1;1.11.1;1.12.1;1.17.4,1.2.1,1.8.1.12,1.8.1,1.8.1.12;1.6.3.2;1.14.19.48;1.11.1.1|1.11.1.2;1.11.1.21;1.12.1.3|1.12.1.5,2.1.1;2.4.1;2.5.1;1.2.1,1.8.1;1.2.1;1.11.1;1.12.1;1.17.4,1.8.1,1.8.1.12,1.8.1,1.8.1.12;1.6.3.2;1.14.19.48;1.11.1.1|1.11.1.2;1.11.1.21;1.12.1.3|1.12.1.5,2.1.1;2.4.1;2.5.1;1.2.1,1.8.1;1.2.1;1.11.1;1.12.1;1.17.4,1.8.1,1.8.1.12
16942,,,,,,,,,,,,,,,,,,1.14.99,1.7.3.2,1.17.3;4.1.1,1.14.99,1.7.3.2,1.17.3;4.1.1,1.14.99,1.7.3.2,1.17.3;4.1.1,1.13.11.11|1.13.11.52;1.13.11.38;1.1.3.15;1.13.11.48;1.14.18.1,2.6.1;1.14.11;2.2.1;4.1.1,"1.13.11,0.7361832857131958;1.14.13,0.12936367094516754;1.14.19,0.024099325761198997;1.14.99,0.020155036821961403;1.13.12,0.018204061314463615",1.13.11,1.7.3.2,1.17.3;4.1.1,1.13.11.11|1.13.11.52;1.13.11.38;1.1.3.15;1.13.11.48;1.14.18.1,2.6.1;1.14.11;2.2.1;4.1.1,1.13.11;1.14.13;1.14.19;1.14.99;1.13.12,1.13.11,1.7.3.2,1.17.3;4.1.1,1.13.11.11|1.13.11.52;1.13.11.38;1.1.3.15;1.13.11.48;1.14.18.1,1.13.12;1.1.3;1.3.3;1.2.3,1.13.11;1.14.13;1.14.19;1.14.99;1.13.12,1.13.11,1.7.3.2,1.17.3;4.1.1,1.13.11.11|1.13.11.52;1.13.11.38;1.1.3.15;1.13.11.48;1.14.18.1,1.13.12;1.1.3;1.3.3;1.2.3,1.13.11;1.14.13;1.14.19;1.14.99;1.13.12,1.1.3,1.7.3.2,1.17.3;4.1.1,1.13.11.11|1.13.11.52;1.13.11.38;1.1.3.15;1.13.11.48;1.14.18.1,1.13.12;1.1.3;1.3.3;1.2.3,1.13.11;1.14.13;1.14.19;1.14.99;1.13.12,1.1.3,1.7.3.2
16970,,,,,,,,,,,,,,,,,,5.1.3,5.1.3.13,5.1.3;5.1.1,5.1.3,5.1.3.13,5.1.3;5.1.1,5.1.3,5.1.3.13,5.1.3;5.1.1,5.1.3.27;1.1.1.133;2.6.1.-|2.6.1.33|2.6.1.59;1.1.1.364;1.1.1.339|1.1.1.344;1.1.1.266;2.6.1.59;5.3.2.3;4.2.1.46;4.2.1.-|4.2.1.159;5.1.3.13;5.4.99.59;5.1.3.25;2.1.1.234;2.1.1.235;2.3.1.197;2.6.1.90;2.6.1.-|2.6.1.106;2.3.1.209;2.3.1.210;4.3.1.30;2.4.1.289;2.4.1.331;2.4.1.317;2.4.1.316;2.7.7.24;2.7.7.24|2.7.7.9,3.4.14;3.13.1;3.5.1;4.3.2,"5.1.3,0.5323048233985901;1.1.1,0.18063238263130188;5.1.2,0.18044230341911316;1.1.99,0.04439002647995949;5.3.1,0.019203834235668182",5.1.3,5.1.3.13,5.1.3;5.1.1,5.1.3.27;1.1.1.133;2.6.1.-|2.6.1.33|2.6.1.59;1.1.1.364;1.1.1.339|1.1.1.344;1.1.1.266;2.6.1.59;5.3.2.3;4.2.1.46;4.2.1.-|4.2.1.159;5.1.3.13;5.4.99.59;5.1.3.25;2.1.1.234;2.1.1.235;2.3.1.197;2.6.1.90;2.6.1.-|2.6.1.106;2.3.1.209;2.3.1.210;4.3.1.30;2.4.1.289;2.4.1.331;2.4.1.317;2.4.1.316;2.7.7.24;2.7.7.24|2.7.7.9,3.4.14;3.13.1;3.5.1;4.3.2,5.1.3;1.1.1;5.1.2;1.1.99;5.3.1,5.1.3,5.1.3.13,5.1.3;5.1.1,5.1.3.27;1.1.1.133;2.6.1.-|2.6.1.33|2.6.1.59;1.1.1.364;1.1.1.339|1.1.1.344;1.1.1.266;2.6.1.59;5.3.2.3;4.2.1.46;4.2.1.-|4.2.1.159;5.1.3.13;5.4.99.59;5.1.3.25;2.1.1.234;2.1.1.235;2.3.1.197;2.6.1.90;2.6.1.-|2.6.1.106;2.3.1.209;2.3.1.210;4.3.1.30;2.4.1.289;2.4.1.331;2.4.1.317;2.4.1.316;2.7.7.24;2.7.7.24|2.7.7.9,5.1.3;5.3.1;5.3.2;5.1.99,5.1.3;1.1.1;5.1.2;1.1.99;5.3.1,5.1.3,5.1.3.13,5.1.3;5.1.1,5.1.3.27;1.1.1.133;2.6.1.-|2.6.1.33|2.6.1.59;1.1.1.364;1.1.1.339|1.1.1.344;1.1.1.266;2.6.1.59;5.3.2.3;4.2.1.46;4.2.1.-|4.2.1.159;5.1.3.13;5.4.99.59;5.1.3.25;2.1.1.234;2.1.1.235;2.3.1.197;2.6.1.90;2.6.1.-|2.6.1.106;2.3.1.209;2.3.1.210;4.3.1.30;2.4.1.289;2.4.1.331;2.4.1.317;2.4.1.316;2.7.7.24;2.7.7.24|2.7.7.9,5.1.3;5.3.1;5.3.2;5.1.99,5.1.3;1.1.1;5.1.2;1.1.99;5.3.1,5.1.3,5.1.3.13,5.1.3;5.1.1,5.1.3.27;1.1.1.133;2.6.1.-|2.6.1.33|2.6.1.59;1.1.1.364;1.1.1.339|1.1.1.344;1.1.1.266;2.6.1.59;5.3.2.3;4.2.1.46;4.2.1.-|4.2.1.159;5.1.3.13;5.4.99.59;5.1.3.25;2.1.1.234;2.1.1.235;2.3.1.197;2.6.1.90;2.6.1.-|2.6.1.106;2.3.1.209;2.3.1.210;4.3.1.30;2.4.1.289;2.4.1.331;2.4.1.317;2.4.1.316;2.7.7.24;2.7.7.24|2.7.7.9,5.1.3;5.3.1;5.3.2;5.1.99,5.1.3;1.1.1;5.1.2;1.1.99;5.3.1,5.1.3,5.1.3.13
16974,,,,,,,,,,,,,,,,,,1.14.99,1.14.99.26,5.4.4,1.14.99,1.14.99.26,5.4.4,1.14.99,1.14.99.26,5.4.4,1.14.16.1;1.14.16.1|1.14.16.4;1.14.11.59|1.14.20.2;1.14.16.7;1.13.11.27;1.10.3.2,2.1.1;2.5.1;1.3.8;1.3.7,"1.14.99,0.8444075584411621;1.3.99,0.053760770708322525;1.14.13,0.01965101808309555;1.17.99,0.013494900427758694;1.14.19,0.010556528344750404",1.13.11,1.14.99.26,5.4.4,1.14.16.1;1.14.16.1|1.14.16.4;1.14.11.59|1.14.20.2;1.14.16.7;1.13.11.27;1.10.3.2,2.1.1;2.5.1;1.3.8;1.3.7,1.14.99;1.3.99;1.14.13;1.17.99;1.14.19,1.13.11,1.14.99.26,5.4.4,1.14.16.1;1.14.16.1|1.14.16.4;1.14.11.59|1.14.20.2;1.14.16.7;1.13.11.27;1.10.3.2,1.14.18;1.21.3;1.10.3;1.14.99,1.14.99;1.3.99;1.14.13;1.17.99;1.14.19,1.13.11,1.14.99.26,5.4.4,1.14.16.1;1.14.16.1|1.14.16.4;1.14.11.59|1.14.20.2;1.14.16.7;1.13.11.27;1.10.3.2,1.14.18;1.21.3;1.10.3;1.14.99,1.14.99;1.3.99;1.14.13;1.17.99;1.14.19,1.14.99,1.14.99.26,5.4.4,1.14.16.1;1.14.16.1|1.14.16.4;1.14.11.59|1.14.20.2;1.14.16.7;1.13.11.27;1.10.3.2,1.14.18;1.21.3;1.10.3;1.14.99,1.14.99;1.3.99;1.14.13;1.17.99;1.14.19,1.14.99,1.14.99.26
16990,,,,,,,,,,,,,,,,,,3.1.3,3.1.3.62,3.1.3,3.1.3,3.1.3.62,3.1.3,3.1.3,3.1.3.62,3.1.3,3.1.3.26|3.1.3.62;3.1.3.62|3.1.3.8;3.1.3.62|3.1.3.72;2.7.1.140;2.7.1.158;2.7.1.151;3.1.3.36;3.1.4.57;2.4.1.282;2.4.1.320;2.4.1.279;2.4.1.281;2.4.1.230,1.2.7;3.1.2;2.3.3;2.3.2,"3.1.3,0.9934792518615723;4.2.1,0.0040516480803489685;3.6.1,0.0005215299897827208;3.6.4,0.0002866391441784799;3.1.4,0.0002497906389180571",3.1.3,3.1.3.62,3.1.3,3.1.3.26|3.1.3.62;3.1.3.62|3.1.3.8;3.1.3.62|3.1.3.72;2.7.1.140;2.7.1.158;2.7.1.151;3.1.3.36;3.1.4.57;2.4.1.282;2.4.1.320;2.4.1.279;2.4.1.281;2.4.1.230,1.2.7;3.1.2;2.3.3;2.3.2,3.1.3;4.2.1;3.6.1;3.6.4;3.1.4,3.1.3,3.1.3.62,3.1.3,3.1.3.26|3.1.3.62;3.1.3.62|3.1.3.8;3.1.3.62|3.1.3.72;2.7.1.140;2.7.1.158;2.7.1.151;3.1.3.36;3.1.4.57;2.4.1.282;2.4.1.320;2.4.1.279;2.4.1.281;2.4.1.230,3.1.3;3.1.7;3.1.4;2.9.1,3.1.3;4.2.1;3.6.1;3.6.4;3.1.4,3.1.3,3.1.3.62,3.1.3,3.1.3.26|3.1.3.62;3.1.3.62|3.1.3.8;3.1.3.62|3.1.3.72;2.7.1.140;2.7.1.158;2.7.1.151;3.1.3.36;3.1.4.57;2.4.1.282;2.4.1.320;2.4.1.279;2.4.1.281;2.4.1.230,3.1.3;3.1.7;3.1.4;2.9.1,3.1.3;4.2.1;3.6.1;3.6.4;3.1.4,3.1.3,3.1.3.62,3.1.3,3.1.3.26|3.1.3.62;3.1.3.62|3.1.3.8;3.1.3.62|3.1.3.72;2.7.1.140;2.7.1.158;2.7.1.151;3.1.3.36;3.1.4.57;2.4.1.282;2.4.1.320;2.4.1.279;2.4.1.281;2.4.1.230,3.1.3;3.1.7;3.1.4;2.9.1,3.1.3;4.2.1;3.6.1;3.6.4;3.1.4,3.1.3,3.1.3.62
16990,,,,,,,,,,,,,,,,,,3.1.3,3.1.3.62,3.1.3,3.1.3,3.1.3.62,3.1.3,3.1.3,3.1.3.62,3.1.3,3.1.3.26|3.1.3.62;3.1.3.62|3.1.3.8;3.1.3.62|3.1.3.72;2.7.1.140;2.7.1.158;2.7.1.151;3.1.3.36;3.1.4.57;2.4.1.282;2.4.1.320;2.4.1.279;2.4.1.281;2.4.1.230,1.2.7;3.1.2;2.3.3;2.3.2,"3.1.3,0.9934792518615723;4.2.1,0.0040516480803489685;3.6.1,0.0005215299897827208;3.6.4,0.0002866391441784799;3.1.4,0.0002497906389180571",3.1.3,3.1.3.62,3.1.3,3.1.3.26|3.1.3.62;3.1.3.62|3.1.3.8;3.1.3.62|3.1.3.72;2.7.1.140;2.7.1.158;2.7.1.151;3.1.3.36;3.1.4.57;2.4.1.282;2.4.1.320;2.4.1.279;2.4.1.281;2.4.1.230,1.2.7;3.1.2;2.3.3;2.3.2,3.1.3;4.2.1;3.6.1;3.6.4;3.1.4,3.1.3,3.1.3.62,3.1.3,3.1.3.26|3.1.3.62;3.1.3.62|3.1.3.8;3.1.3.62|3.1.3.72;2.7.1.140;2.7.1.158;2.7.1.151;3.1.3.36;3.1.4.57;2.4.1.282;2.4.1.320;2.4.1.279;2.4.1.281;2.4.1.230,3.1.3;3.1.7;3.1.4;2.9.1,3.1.3;4.2.1;3.6.1;3.6.4;3.1.4,3.1.3,3.1.3.62,3.1.3,3.1.3.26|3.1.3.62;3.1.3.62|3.1.3.8;3.1.3.62|3.1.3.72;2.7.1.140;2.7.1.158;2.7.1.151;3.1.3.36;3.1.4.57;2.4.1.282;2.4.1.320;2.4.1.279;2.4.1.281;2.4.1.230,3.1.3;3.1.7;3.1.4;2.9.1,3.1.3;4.2.1;3.6.1;3.6.4;3.1.4,3.1.3,3.1.3.62,3.1.3,3.1.3.26|3.1.3.62;3.1.3.62|3.1.3.8;3.1.3.62|3.1.3.72;2.7.1.140;2.7.1.158;2.7.1.151;3.1.3.36;3.1.4.57;2.4.1.282;2.4.1.320;2.4.1.279;2.4.1.281;2.4.1.230,3.1.3;3.1.7;3.1.4;2.9.1,3.1.3;4.2.1;3.6.1;3.6.4;3.1.4,3.1.3,3.1.3.8
16994,,,,,,,,,,,,,,,,,,1.3.99,1.8.2.6,,1.3.99,1.8.2.6,,1.3.99,1.8.2.6,,1.16.3.1;1.16.9.1;7.2.1.3;1.8.2.6;3.1.6.20;2.8.1.8,3.7.1;2.4.1;2.7.1;5.3.99,"1.8.2,0.6361651420593262;1.14.19,0.061090435832738876;1.14.18,0.05895703285932541;3.1.6,0.03159015625715256;1.16.3,0.028994398191571236",1.13.11,1.8.2.6,,1.16.3.1;1.16.9.1;7.2.1.3;1.8.2.6;3.1.6.20;2.8.1.8,3.7.1;2.4.1;2.7.1;5.3.99,1.8.2;1.14.19;1.14.18;3.1.6;1.16.3,1.13.11,1.8.2.6,,1.16.3.1;1.16.9.1;7.2.1.3;1.8.2.6;3.1.6.20;2.8.1.8,2.8.5;1.8.2;1.8.99;1.8.1,1.8.2;1.14.19;1.14.18;3.1.6;1.16.3,1.13.11,1.8.2.6,,1.16.3.1;1.16.9.1;7.2.1.3;1.8.2.6;3.1.6.20;2.8.1.8,2.8.5;1.8.2;1.8.99;1.8.1,1.8.2;1.14.19;1.14.18;3.1.6;1.16.3,1.7.2,1.8.2.6,,1.16.3.1;1.16.9.1;7.2.1.3;1.8.2.6;3.1.6.20;2.8.1.8,2.8.5;1.8.2;1.8.99;1.8.1,1.8.2;1.14.19;1.14.18;3.1.6;1.16.3,1.7.2,1.8.2.6
17058,,,,,,,,,,,,,,,,,,2.3.1,2.3.1.141,2.3.1,2.3.1,2.3.1.141,2.3.1,2.3.1,2.3.1.141,2.3.1,2.3.1.40;2.3.1.51;2.3.1.15,6.2.1;3.13.1;2.7.7;2.7.9,"2.3.1,0.9999712705612183;3.1.2,2.2845937564852647e-05;1.2.1,2.8713973279081983e-06;2.4.1,1.060965132637648e-06;6.2.1,7.952523901622044e-07",2.3.1,2.3.1.141,2.3.1,2.3.1.40;2.3.1.51;2.3.1.15,6.2.1;3.13.1;2.7.7;2.7.9,2.3.1;3.1.2;1.2.1;2.4.1;6.2.1,2.3.1,2.3.1.141,2.3.1,2.3.1.40;2.3.1.51;2.3.1.15,2.3.1;2.3.2;2.8.3;1.2.1,2.3.1;3.1.2;1.2.1;2.4.1;6.2.1,2.3.1,2.3.1.141,2.3.1,2.3.1.40;2.3.1.51;2.3.1.15,2.3.1;2.3.2;2.8.3;1.2.1,2.3.1;3.1.2;1.2.1;2.4.1;6.2.1,2.3.1,2.3.1.141,2.3.1,2.3.1.40;2.3.1.51;2.3.1.15,2.3.1;2.3.2;2.8.3;1.2.1,2.3.1;3.1.2;1.2.1;2.4.1;6.2.1,2.3.1,2.3.1.141
17166,,,,,,,,,,,,,,,,,,2.7.7,2.7.7.32,2.7.7;2.4.1,2.7.7,2.7.7.32,2.7.7;2.4.1,2.7.7,2.7.7.32,2.7.7;2.4.1,2.7.7.24|2.7.7.9;2.7.7.24;2.7.7.33;2.7.7.44|2.7.7.64;2.7.7.30;2.7.7.23,1.13.12;1.13.11;1.2.3;1.14.19,"2.7.7,0.9821035265922546;2.7.4,0.011212080717086792;2.7.1,0.0032390442211180925;2.4.1,0.0008501942502334714;2.5.1,0.0005741436616517603",2.7.7,2.7.7.32,2.7.7;2.4.1,2.7.7.24|2.7.7.9;2.7.7.24;2.7.7.33;2.7.7.44|2.7.7.64;2.7.7.30;2.7.7.23,1.13.12;1.13.11;1.2.3;1.14.19,2.7.7;2.7.4;2.7.1;2.4.1;2.5.1,2.7.7,2.7.7.32,2.7.7;2.4.1,2.7.7.24|2.7.7.9;2.7.7.24;2.7.7.33;2.7.7.44|2.7.7.64;2.7.7.30;2.7.7.23,2.7.7;2.9.1;2.5.1;3.13.2,2.7.7;2.7.4;2.7.1;2.4.1;2.5.1,2.7.7,2.7.7.32,2.7.7;2.4.1,2.7.7.24|2.7.7.9;2.7.7.24;2.7.7.33;2.7.7.44|2.7.7.64;2.7.7.30;2.7.7.23,2.7.7;2.9.1;2.5.1;3.13.2,2.7.7;2.7.4;2.7.1;2.4.1;2.5.1,2.7.7,2.7.7.32,2.7.7;2.4.1,2.7.7.24|2.7.7.9;2.7.7.24;2.7.7.33;2.7.7.44|2.7.7.64;2.7.7.30;2.7.7.23,2.7.7;2.9.1;2.5.1;3.13.2,2.7.7;2.7.4;2.7.1;2.4.1;2.5.1,2.7.7,2.7.7.32
17210,,,,,,,,,,,,,,,,,,3.5.4,3.5.2.18,,3.5.4,3.5.2.18,,3.5.4,3.5.2.18,,3.5.1.29;3.5.2.18;3.5.1.3;2.3.2.13;3.5.1.122;1.7.2.7;3.5.1.119;3.5.1.44,1.14.11;1.14.20;1.13.99;1.17.3,"3.5.1,0.9951367974281311;4.2.1,0.0038030650466680527;3.4.13,0.0005059312097728252;3.5.4,9.861446596914902e-05;4.3.1,6.50636648060754e-05",3.5.1,3.5.2.18,,3.5.1.29;3.5.2.18;3.5.1.3;2.3.2.13;3.5.1.122;1.7.2.7;3.5.1.119;3.5.1.44,1.14.11;1.14.20;1.13.99;1.17.3,3.5.1;4.2.1;3.4.13;3.5.4;4.3.1,3.5.1,3.5.2.18,,3.5.1.29;3.5.2.18;3.5.1.3;2.3.2.13;3.5.1.122;1.7.2.7;3.5.1.119;3.5.1.44,4.3.1;3.1.1;4.4.1;1.1.98,3.5.1;4.2.1;3.4.13;3.5.4;4.3.1,3.5.1,3.5.2.18,,3.5.1.29;3.5.2.18;3.5.1.3;2.3.2.13;3.5.1.122;1.7.2.7;3.5.1.119;3.5.1.44,4.3.1;3.1.1;4.4.1;1.1.98,3.5.1;4.2.1;3.4.13;3.5.4;4.3.1,3.5.2,3.5.2.18,,3.5.1.29;3.5.2.18;3.5.1.3;2.3.2.13;3.5.1.122;1.7.2.7;3.5.1.119;3.5.1.44,4.3.1;3.1.1;4.4.1;1.1.98,3.5.1;4.2.1;3.4.13;3.5.4;4.3.1,3.5.2,3.5.2.18
