Reaction,SelenzymeRF
R07970,1.13.12.-|1.14.13.178;1.14.13.-|1.14.15.-|1.14.15.3;1.14.13.69;1.13.12.-|1.14.13.179;1.1.1.2|1.1.1.21;1.1.1.10;1.1.1.289;1.1.1.287;1.14.13.26;1.14.13.25;1.1.1.12|1.1.1.14;1.1.1.15;1.1.1.56;1.1.1.14|1.1.1.9
R07973,1.13.12.-|1.14.13.179;1.14.13.-|1.14.15.-|1.14.15.3;1.14.13.69;1.13.12.-|1.14.13.178;1.14.13.26;1.14.13.25;1.1.1.12|1.1.1.14;1.1.1.14|1.1.1.9;1.1.1.250;1.1.1.56;1.1.1.11;1.1.1.15;1.1.1.16;1.1.1.2|1.1.1.21;1.1.1.289;1.1.1.10;1.1.1.287
R07974,1.13.12.-|1.14.13.179;1.14.13.-|1.14.15.-|1.14.15.3;1.14.13.69;1.13.12.-|1.14.13.178;1.1.1.2|1.1.1.21;1.1.1.10;1.1.1.289;1.1.1.287;1.14.13.26;1.14.13.25;1.1.1.12|1.1.1.14;1.1.1.56;1.1.1.15;1.1.1.14|1.1.1.9
R07989,2.3.1.159|2.3.1.74;2.3.1.-|2.3.1.217;2.3.1.207;2.3.1.180
R07990,5.5.1.6;2.3.1|2.3.1.-|2.3.1.74
R07995,5.5.1.6;1.14.14.82;2.3.1.74
R07996,1.14.11.13;1.13.11.15;1.14.13.1;4.1.1.68;4.1.1.77;1.14.14.36;1.13.11.1;1.13.11.16;1.14.14.42;1.13.11.-|1.13.11.3;1.13.11.-|1.13.11.16|1.13.11.2|1.13.11.39
R08051,2.7.7.91;6.3.5.9;3.2.2.19;3.2.2.24;2.5.1.78
R08056,4.2.1.40;2.7.8.11;1.1.99.3;3.2.1.31;2.7.7.91;5.1.3.3;5.3.1.6
R08060,2.7.7.89;3.5.1.88
R08081,1.14.11.13;1.13.11.15;1.13.11.1;1.14.14.36;1.14.13.1;4.1.1.68;4.1.1.77;1.13.11.16;1.13.11.-|1.13.11.3;1.13.11.-|1.13.11.8;4.1.1.55;1.13.11.2;1.14.14.42;1.13.11.-|1.13.11.16|1.13.11.2|1.13.11.39
R08083,1.1.1|1.1.1.183|1.1.1.324;1.3.1.-|1.3.1.10|1.3.1.104|1.3.1.39;1.1.1.-|1.1.1.100|2.3.1.85|2.3.1.86;1.2.1.95;1.2.1.80;1.2.1.50;1.1.1.2|1.1.1.71
R08090,4.2.1.17;4.2.1.-|4.2.1.134
R08094,1.1.1.35
R08101,1.14.12.10;1.14.13.69;1.14.12.19;1.14.13.25;1.14.13.26;1.14.12.18;1.14.12|1.14.12.12;1.4.1.1|1.4.1.2|1.4.1.3|1.4.1.4;1.1.1.337|1.1.1.375;1.1.1.345
R08112,1.3.1.25;1.14.12.10;1.4.1.1|1.4.1.2|1.4.1.3|1.4.1.4;1.1.1.345;1.1.1.337|1.1.1.375
R08113,1.3.1.25;1.14.12.10;1.4.1.1|1.4.1.2|1.4.1.3|1.4.1.4;1.1.1.345;1.1.1.337|1.1.1.375
R08115,1.13.11.1;1.13.11.-|1.13.11.3;1.13.11.2;1.13.11.-|1.13.11.16|1.13.11.2|1.13.11.39;1.13.11.15;5.5.1.1;1.4.3.1|1.4.3.2|1.4.3.3|1.4.3.7
R08120,5.5.1.7;3.1.1.45;5.5.1.1;1.13.11.1;4.1.1.68;1.13.11.-|1.13.11.3;1.13.11.15;1.1.1.312|1.2.1.45;2.6.1.21;4.1.1.77;2.3.1.76;1.14.99.46
R08128,2.4.1.239;2.4.1.236;2.4.1|2.4.1.297;2.4.2.51;2.4.1.-|2.4.1.254;2.4.1.87;3.2.1.74;2.4.1.230;2.4.1.15;2.4.1.159;2.4.1.210;2.4.1.173;2.4.1|2.4.1.-|2.4.1.298;2.4.1.170
R08136,1.14.14.24;2.3.1.26;1.1.1|1.1.1.-|1.1.1.50;1.14.14.19;3.1.1.13;5.3.3.1;1.14.15.33;3.7.1.18;1.14.15.16;5.3.3.5;2.1.1.151;2.5.1.17;2.3.1.15
R08147,2.1.1.80;2.1.1.98;2.1.1.197;2.1.1.354|2.1.1.355|2.1.1.59|2.1.1.60
R08150,3.1.1.59;3.1.1.61
R08167,2.8.2.24;2.4.1.195;2.8.2.-|2.8.2.38;2.8.2.1;2.8.2.14;2.8.2.15;2.8.2.36;6.3.5.9;2.8.2.3;2.7.1.25
R08181,2.3.1.207;3.1.2.2;2.3.1.-|2.3.1.86;2.3.1.225
R08185,2.3.1.207;2.3.1.-|2.3.1.86;2.3.1.225
R08188,2.3.1.207;2.3.1.-|2.3.1.86;2.3.1.225
R08204,1.14.13.26;1.14.13.25;1.4.1.1|1.4.1.2|1.4.1.3|1.4.1.4
R08206,1.14.13.26;1.14.13.25;1.14.12.-|1.14.12.10;1.14.12.19;1.4.1.1|1.4.1.2|1.4.1.3|1.4.1.4
R08215,1.8.1.4;1.14.13.26;1.3.1.9|2.3.1.-
R08217,6.3.5.9;2.7.1.163;3.2.2.19;3.2.2.24;3.6.1.21|3.6.1.9
R08218,2.7.7.91;6.3.5.9;6.2.1.19;6.2.1.20;2.7.4.6
R08228,3.5.1.6;2.3.1.180
R08231,2.4.2.3|2.4.2.4;2.4.2.10
R08232,5.4.2.2;2.7.1.21
R08245,2.4.2.8;2.4.2.3|2.4.2.4
R08262,2.4.1.17;2.4.1.170;2.4.1|2.4.1.-|2.4.1.298;2.4.1.111;2.4.1.91;2.4.1.35;2.4.1.-|2.4.1.254;2.4.1.237;2.4.1.236;2.4.1.159;2.4.1.239;2.4.1.210;2.4.1.15
R08271,1.14.14.-|1.14.14.1
R08276,1.14.14.-|1.14.14.1
R08287,1.14.14.-|1.14.14.1
R08293,3.1.1.1
R08294,1.14.13.-|1.14.14.-|1.14.14.1
R08295,3.1.1.1
R08303,1.14.14.-|1.14.14.1
R08310,1.1.1.1
R08314,1.14.14.-|1.14.14.1|1.14.14.55;3.3.2.9
R08318,1.14.14.-|1.14.14.1
R08324,1.14.14.-|1.14.14.1
R08339,1.14.12.18;3.5.1.13;1.14.14.-|1.14.14.1
R08341,1.14.14.-|1.14.14.1
R08347,1.4.3.4;1.4.3.3;1.4.3.2;1.4.3.1|1.4.3.2|1.4.3.3|1.4.3.7;1.2.3.1
R08353,6.3.1.9;6.3.5.9;3.6.1.21|3.6.1.9
R08370,2.5.1.20;2.5.1.103|2.5.1.21|2.5.1.96;2.5.1.89;2.5.1.-|2.5.1.31;2.5.1.39
R08380,1.1.1|1.1.1.183|1.1.1.324;1.3.1.10;1.1.1.100;1.3.1.-|1.3.1.10|1.3.1.104|1.3.1.39;1.1.1.-|1.1.1.100|2.3.1.85|2.3.1.86;1.2.1.-|1.2.1.103|1.2.1.ag;1.2.1.95;1.3.1.93;1.1.1.330
R08384,1.2.3.1;1.4.3.2;1.4.3.3;1.4.3.1|1.4.3.2|1.4.3.3|1.4.3.7;1.2.1.29|1.2.3.1;1.14.13.-|1.17.3|1.17.3.-|1.17.3.2;1.4.3.19|1.4.3.3
R08386,4.2.1.17;4.2.1.-|4.2.1.134
R08391,1.14.14.-|1.14.14.1
R08400,2.5.1.20;2.5.1.-|2.5.1.31;5.5.1.-|5.5.1.18;1.3.1.96|2.5.1.21;5.5.1.-|5.5.1.19;2.5.1.89
R08462,2.4.1.210;2.3.1.24|2.3.1.291|2.3.1.297|2.3.1.298;3.3.2.10;2.3.1.68;6.2.1.28|6.2.1.7;2.3.1.26;2.3.1.107;3.4.16.4|3.4.17.8
R08467,2.1.1.98;2.1.1.85;2.1.1.123|2.1.1.124;2.1.1.297|2.1.1.298
R08480,6.3.5.9;3.6.1.21|3.6.1.9
R08499,1.1.1|1.1.1.183|1.1.1.324;1.3.1.-|1.3.1.10|1.3.1.104|1.3.1.39;1.1.1.100;1.1.1.-|1.1.1.100|2.3.1.85|2.3.1.86;1.2.1.95;1.2.1.80;1.2.1.106;1.2.1.50;1.1.1.21
R08512,1.8.4.2;2.5.1.18
R08522,1.11.1.8;1.4.3.1|1.4.3.2|1.4.3.3|1.4.3.7;1.2.1.29|1.2.3.1;1.4.3.19|1.4.3.3;1.14.13.-|1.17.3|1.17.3.-|1.17.3.2
R08529,1.1.1.227;5.4.2.2;2.7.7.91;3.1.3.62;2.7.1.163;3.3.2.8;2.3.1.26;2.7.8.11;2.3.1.24;2.5.1.-|2.5.1.62;2.7.1.101;5.4.2.6;2.7.1.5
R08538,2.1.1.212|2.1.1.46;2.1.1.150;2.1.1.15;2.1.1.197;2.1.1.77
R08541,2.5.1.20;2.5.1.89;2.5.1.103|2.5.1.21|2.5.1.96;2.5.1.39
R08545,2.5.1.20;2.5.1.39
R08547,2.1.1.98;2.1.1.77
R08550,1.6.5.2
R08574,2.7.1.161;2.7.1.26;3.1.3.102|3.1.3.104|3.1.3.2
R08575,2.2.1.1;5.3.1.6
R08579,3.1.8.1;2.7.10.1|2.7.10.2|2.7.12.1|2.7.12.2
R08600,3.2.1.18
R08610,1.14.11.13;1.13.11.15;1.4.3.1|1.4.3.2|1.4.3.3|1.4.3.7;1.2.3.1
R08613,3.2.1.21
R08621,1.4.1.1|1.4.1.2|1.4.1.3|1.4.1.4;1.1.1.337|1.1.1.375
R08623,2.3.3.-|2.3.3.17;2.3.1.180
R08626,2.6.1.88;2.6.1.14;3.1.1.43;4.1.1.1;2.6.1.57;2.6.1.21;1.4.1.1|1.4.1.2|1.4.1.3|1.4.1.4
R08628,2.3.3.-|2.3.3.17;4.2.1.114;4.2.1.3;2.6.1.88;1.1.1.-|1.1.1.100|2.3.1.85|2.3.1.86
R08630,2.6.1.88;2.6.1.14;3.1.1.43;4.1.1.1;2.6.1.57;2.6.1.21;1.4.1.1|1.4.1.2|1.4.1.3|1.4.1.4
R08633,2.6.1.57;3.5.1.114;4.4.1.13;3.5.1.114|3.5.1.14;2.3.1.80;3.4.11.1|3.4.11.2|3.4.11.23|3.4.13.-
R08635,2.3.1.80;4.4.1.13;2.6.1.57;3.5.1.114;3.5.1.114|3.5.1.14;3.4.11.1|3.4.11.2|3.4.11.23|3.4.13.-
R08678,1.4.3.1|1.4.3.2|1.4.3.3|1.4.3.7;1.2.3.1;2.5.1.18
R08684,1.14.13.69;1.14.13.25;1.14.13.26;1.14.14.-|1.14.14.1
R08686,4.4.1.-|4.4.1.13;4.3.1.15;2.6.1.21;2.3.1.80;2.3.1.180
R08694,2.4.1.226;2.4.1.225;2.4.1.224;3.2.1.74;3.2.1.15|3.2.1.67
R08695,2.5.1.20;2.5.1.89;2.5.1.103|2.5.1.21|2.5.1.96;2.5.1.39
R08697,2.5.1.20;2.3.1.76;2.3.1.135;2.7.7.91;5.4.2.2;2.5.1.-|2.5.1.62;2.5.1.89;2.7.1.161;2.7.1.26
R08705,1.1.1.36;1.1.1.330;1.3.1.93;1.1.1.211|1.1.1.35
R08721,1.1.1.181;1.1.1.145|5.3.3.1;1.1.1.233;1.1.1.211|1.1.1.35
R08723,1.1.1.181;1.1.1.145|5.3.3.1;1.14.13.26;1.1.1.233;1.3.1.9|2.3.1.-
R08765,3.5.4.33;3.5.4.34;2.3.1.24;5.1.3.2;3.6.1.59;2.3.1.26;2.3.1.24|2.3.1.291|2.3.1.297|2.3.1.298;2.3.1.76
R08769,2.1.1.6|2.1.1.68;2.1.1|2.1.1.291;2.1.1.116|2.1.1.121;2.1.1.128;2.1.1.146;2.1.1.292;2.1.1.109;2.1.1.98;2.1.1.80;2.1.1.333;2.1.1.77
R08781,2.1.1.80;2.1.1.98;2.1.1.197;2.1.1.77
R08807,2.3.1.-|2.3.1.217;2.3.1.180
R08808,2.3.1.-|2.3.1.217;2.3.1.159|2.3.1.74;2.3.1.199
R08816,2.4.1.170;2.4.1|2.4.1.-|2.4.1.298;2.4.1.35;2.4.1.111;2.4.1.91;2.4.1.17;2.4.1.237;2.4.1.239;2.4.1.63;2.4.1.15
R08819,2.3.1.72;3.2.1.107;3.2.1.23
R08824,2.4.1.-|2.4.1.254;2.4.1.239;2.4.1.236;2.4.2.51;2.4.1.297;2.4.1.87;2.4.1.17;2.4.1.15
R08830,2.4.1.170;2.4.1|2.4.1.-|2.4.1.298;2.4.1.91;2.4.1.111;2.4.1.35;2.4.1.17;2.4.1.237;2.4.1.239;2.4.1.210;2.4.1.15
R08846,1.6.5.2
R08850,3.4.16.4|3.4.17.8;3.4.17.14|3.4.17.8;3.5.5.1;4.3.1.15;2.3.1.68;3.1.1.43;3.5.2.2
R08859,2.4.1.210;2.4.1.239;2.4.1.15;2.4.1.87;2.4.1.173;2.4.1.17
R08898,2.4.1.230;2.7.7.91;2.4.1.87;2.4.2.3|2.4.2.4;2.4.1.239;2.4.1.236;3.2.1.21|3.2.1.74
R08901,3.5.1.89;2.7.1.40;3.1.1.111|3.1.1.32
R08903,4.3.1.15;2.6.1.94;4.1.1.95;2.6.1.57;3.5.1.132;3.5.1.130|3.5.1.ai;1.4.7.1;4.2.1.114;1.1.5.4
R08918,1.14.13.105;1.8.1.4;1.1.1.345;1.1.1.337|1.1.1.375;1.3.1.9|2.3.1.-
R08924,6.3.5.9;6.2.1.12;6.2.1.33;6.2.1.7;2.3.1.74
R08926,1.1.1.107|1.1.1.122;1.1.1.203;1.1.1.363|1.1.1.388;1.1.1.119|1.1.1.179;1.1.1.120|1.1.1.179|1.1.1.376|1.1.1.48;1.1.1.363|1.1.1.49;1.1.1.233;1.1.1.21;1.14.13.25;1.1.1.1
R08932,2.1.1.103|2.1.1.16|2.1.1.71;2.1.1.17;2.1.1.98;2.1.1.354|2.1.1.355|2.1.1.59|2.1.1.60
R08936,2.3.1.179|2.3.1.41|2.3.1.85|2.3.1.86;2.3.1.180;2.3.1.-|2.3.1.179|2.3.1.199|2.3.1.41;4.1.1.87;4.3.1.15
R08937,6.1.2.2;2.5.1.78
R08951,2.5.1.39
R08952,2.5.1.-|2.5.1.31;5.4.2.2;2.7.7.89
R08957,1.1.1.149|1.1.1.209|1.1.1.213|1.1.1.357|1.1.1.50;1.1.1.213|1.1.1.50|1.1.1.51;1.1.1.184|1.1.1.209|1.1.1.213|1.1.1.50;1.1.1.53;1.1.1.-|1.1.1.100|2.3.1.85|2.3.1.86
R08960,1.1.1.209|1.1.1.213|1.1.1.357;1.1.1.149|1.1.1.209|1.1.1.213|1.1.1.357|1.1.1.50;1.1.1.213|1.1.1.50|1.1.1.51;1.1.1.184|1.1.1.209|1.1.1.213|1.1.1.50;1.1.1.53;1.1.1.-|1.1.1.100|2.3.1.85|2.3.1.86
R08964,6.3.5.9;2.7.4.6
R08966,2.7.7.2;2.7.7.91;2.7.4.6
R08969,2.7.8.27;3.1.4.12;3.5.1.23;3.2.1.46|3.2.1.62;3.2.1.45|3.2.1.62;3.1.4.3;3.1.3.-|3.1.3.4
R08973,2.1.1.94;2.1.1.4;2.1.1.150;2.1.1.42;2.1.1.38;2.1.1.155|2.1.1.231;2.1.1.50;2.1.1.212|2.1.1.46;2.1.1.146;2.1.1.77
R08978,1.1.1.145|5.3.3.1;1.14.13.100|1.14.14.29;3.1.6.2;2.8.2.15;2.8.2.24;2.8.2.14;2.8.2.1;6.3.5.9;2.8.2.36;2.8.2.-|2.8.2.38;2.3.1.24|2.3.1.291|2.3.1.297|2.3.1.298;2.3.1.23;2.3.1.62
R08979,1.14.13.105;3.3.2.10;2.3.1|2.3.1.133|3.1.2.-;2.3.1.99;2.3.1.7;2.3.3.13|4.1.3.-
R08984,1.14.13.3|1.14.14.9;1.3.1.25;1.13.11.15;1.13.11.-|1.13.11.66;1.13.11.1;1.13.11.-|1.13.11.3;1.13.11.2;1.3.1.29;1.1.1.50|1.3.1.20;1.14.14.1
R08986,1.13.11.15;1.13.11.1;1.13.11.-|1.13.11.3;1.13.11.39;1.13.11.2;1.13.11.-|1.13.11.16|1.13.11.2|1.13.11.39;1.14.14.1
R08987,2.1.1.333;2.1.1.98;2.1.1.354|2.1.1.355|2.1.1.59|2.1.1.60;2.1.1.103|2.1.1.16|2.1.1.71;2.1.1.80
R08999,1.14.13.26;1.14.13.25;1.14.12.10;1.14.12.-|1.14.12.26;1.14.12.18;1.14.12.12;1.14.12.19;1.4.1.1|1.4.1.2|1.4.1.3|1.4.1.4
R09059,4.2.1.-|4.2.1.165;1.3.1.75;2.3.1.241;1.3.1.33;2.1.1.11;1.2.4.1|2.2.1.6|4.1.1.1
R09063,2.1.1.333;2.1.1.98;2.1.1.80;2.1.1.354|2.1.1.355|2.1.1.59|2.1.1.60;2.1.1.16|2.1.1.71;2.1.1.85
R09068,3.1.1.14;1.1.1.294;2.5.1.-|2.5.1.62;2.3.1.76;2.3.1.26;4.2.1.-|4.2.1.165;2.7.8.5
R09069,1.1.1.294;1.14.13.26;1.1.1.211|1.1.1.35
R09086,2.7.1.1|2.7.1.55;2.7.1.1;5.4.2.2;2.7.1.147;2.7.1.1|2.7.1.2
R09087,2.7.4.6
R09102,1.14.14.37;2.6.1.103;5.1.2.2;1.14.-.-|1.14.12.-|1.14.12.12|1.14.13;1.14.14.157;2.6.1.21;2.6.1.27;2.1.1.47;2.7.10.1|2.7.10.2|2.7.12.1|2.7.12.2
R09103,1.1.1|1.1.1.-|1.14.13.84;5.1.2.2;2.6.1.103;1.1.1.219;1.1.1.234;1.1.1.146|1.1.1.184|1.3.1.20;1.1.1.222|1.1.1.237|1.1.1.28
R09108,1.14.14.111;1.14.14.86;1.14.14.115;1.14.18.9;1.14.14.126;1.14.14.137;1.14.13.-|1.14.13.25;5.3.3.1;1.14.15.29;1.14.15.32;1.14.14.16;1.14.15.15;2.3.1.26;1.14.14.114;1.14.14.-|1.14.14.1
R09112,1.14.14.111;1.14.14.86;1.14.14.145;1.14.18.9;1.14.14.126;1.14.14.115;1.14.14.137;1.14.13.-|1.14.13.25;1.14.15.32;1.14.14.16;1.14.14.84;1.14.15.15;5.3.3.1;2.3.1.26;1.14.14.52;1.14.14.95;1.14.15.29;2.3.1.24|2.3.1.291|2.3.1.297|2.3.1.298
R09129,1.1.1.233;1.1.1.211|1.1.1.35
R09132,1.14.13.69;1.3.1.119|1.3.1.19|1.3.1.an;1.1.1.337|1.1.1.375;1.1.1.345;1.1.1.233;1.6.5.2
R09136,1.3.1.32;1.13.11.1;5.5.1.7;4.1.1.77;1.13.11.-|1.13.11.8;4.1.1.68;1.3.1.119|1.3.1.19|1.3.1.an;1.13.11.2;1.13.11.39;1.13.11.15;2.6.1.14;1.14.12.-|1.14.12.26;1.4.1.1|1.4.1.2|1.4.1.3|1.4.1.4
R09138,1.3.1.32;1.4.1.1|1.4.1.2|1.4.1.3|1.4.1.4
R09168,1.3.1.29;3.3.2.9;2.5.1.18
R09184,1.13.11.38;1.14.12.12;1.4.3.1|1.4.3.2|1.4.3.3|1.4.3.7;1.13.11.39;1.2.3.1
R09187,1.3.1.25;1.2.1.48;1.13.11.16;1.2.1.3|1.2.1.5
R09189,2.1.1.333;2.1.1.98;2.1.1.85;2.1.1.77
R09190,1.14.13.26;1.14.13.25;1.4.1.1|1.4.1.2|1.4.1.3|1.4.1.4
R09195,6.3.5.9;2.3.1.68;6.2.1.33;6.2.1.12;3.6.1.21|3.6.1.9
R09198,1.14.13.69;1.14.13.26;1.14.13.25;1.14.12|1.14.12.12;1.14.12.18;1.14.12.19;1.14.12.-|1.14.12.26;1.14.12.10;1.4.1.1|1.4.1.2|1.4.1.3|1.4.1.4
R09201,1.14.12.-|1.14.12.26;1.14.13.69;1.14.13.25;1.14.13.26;1.14.12.12;1.14.12.18;1.14.12.19;1.14.12.-|1.14.12.10;1.6.5.2
R09224,1.3.1.32;1.4.1.1|1.4.1.2|1.4.1.3|1.4.1.4
R09226,5.3.3.-|5.3.3.4|5.5.1.-;2.3.1.179|2.3.1.41;2.1.1.197;2.3.1.180;2.3.1.179|2.3.1.41|2.3.1.85|2.3.1.86
R09242,1.1.1.2|1.1.1.21;1.1.1.10;1.1.1.289;1.1.1.287;1.1.1.12|1.1.1.14;1.1.1.14|1.1.1.9;1.1.1.250;1.1.1.11;1.1.1.56;1.1.1.15;1.1.1.16;1.6.5.2
R09244,2.5.1.89;2.5.1.-|2.5.1.31;2.4.2.43;1.3.7.11;5.5.1.-|5.5.1.18;2.5.1.103|2.5.1.21|2.5.1.96
R09245,2.5.1.-|2.5.1.31;2.5.1.89;1.3.1.96|2.5.1.21;2.5.1.20;5.5.1.-|5.5.1.18;5.5.1.-|5.5.1.19
R09246,2.5.1.-|2.5.1.31;2.5.1.89;2.5.1.20;5.5.1.-|5.5.1.18;5.5.1.-|5.5.1.19;1.3.1.96|2.5.1.21
R09248,2.5.1.-|2.5.1.31;2.5.1.89;1.3.1.96|2.5.1.21;2.5.1.20;5.5.1.19;5.5.1.-|5.5.1.18
R09254,2.6.1.103;4.3.1.15;2.6.1.57;1.1.2.4;1.1.2.3;2.6.1.14;4.4.1.-|4.4.1.13;1.1.99.6;2.6.1.21;4.1.3.32;2.6.1.27;2.6.1.88;1.1.1|1.1.1.10|1.1.1.153|1.2.1.3
R09264,1.1.1.-|1.1.1.100|2.3.1.85|2.3.1.86;1.3.1.-|1.3.1.10|1.3.1.104|1.3.1.39;1.2.1.-|1.2.1.103|1.2.1.ag;1.1.1.330
R09265,2.3.1.179|2.3.1.41;1.1.1.100;1.13.11.16;2.3.1.179|2.3.1.41|2.3.1.85|2.3.1.86;1.3.1.25;2.3.1.180
R09272,1.13.11.-|1.13.11.8;1.13.11.57|1.13.11.8;1.13.11.-|1.13.11.16|1.13.11.2|1.13.11.39;1.4.3.1|1.4.3.2|1.4.3.3|1.4.3.7
R09279,6.2.1.33;2.3.1.207;2.3.1.61;2.3.1.225
R09280,1.1.1.36;1.1.1.330;1.3.1.93;1.1.1.211|1.1.1.35
R09291,1.1.1.36;1.1.1.330;1.3.1.-|1.3.1.9|2.3.1.-
R09295,3.2.1.169;3.1.1.98;3.2.1.97;3.1.3.43;3.1.3.53;3.1.3.52;2.4.1.41;3.1.2.22;3.5.1.52
R09298,1.13.11.15;1.11.1.8;1.14.13.1;1.13.11.1;1.13.11.2;1.13.11.-|1.13.11.3;1.14.12.12;1.13.11.16;1.14.13.3|1.14.14.9;4.2.1.84
R09315,3.2.1.169;3.2.1.97;3.1.1.98;3.1.3.53;3.1.3.52;3.1.3.43;2.4.1.41;3.1.2.22;3.5.1.52
R09327,1.4.3.1|1.4.3.2|1.4.3.3|1.4.3.7;1.2.3.1;1.13.11.16
R09331,2.4.1.277;2.4.1.266;5.1.3.2;2.7.4.6
R09376,1.1.1.36;1.1.1.330;1.1.1.233;1.3.1.93;1.2.1.106;1.1.1.100;1.2.1.-|1.2.1.103|1.2.1.ag;1.2.1.50
R09380,2.3.1.179|2.3.1.41|2.3.1.85|2.3.1.86;2.3.1.47
R09390,1.14.13.26;1.14.13.25;1.14.13.105;1.1.1.-|1.1.1.100|2.3.1.85|2.3.1.86;1.2.1.95;1.3.1.10;1.4.1.1|1.4.1.2|1.4.1.3|1.4.1.4;1.1.1.375;1.1.1.272
R09392,1.14.13.107;1.14.13.105;2.3.3.13|4.1.3.-
R09397,2.7.7.91;2.7.7.2;5.4.2.2;2.7.7.14|2.7.7.an;2.7.4.6
R09407,1.14.14.-|1.14.14.1
R09416,1.14.14.1
R09444,2.8.2.14;1.14.14.-|1.14.14.1;2.8.2.1;2.8.2.24
R09461,1.14.13.26;1.14.13.25;1.1.1.-|1.1.1.100|2.3.1.85|2.3.1.86;1.3.1.-|1.3.1.10|1.3.1.104|1.3.1.39|2.3.1.85;1.3.1.9|2.3.1.-|2.3.1.86
R09462,3.1.1.43;3.2.1.31;3.1.1.6;3.2.1.21
R09505,1.11.1.18;1.2.3.1;1.4.3.2;1.4.3.3;1.4.3.1|1.4.3.2|1.4.3.3|1.4.3.7;1.4.3.4
R09509,2.3.1|2.3.1.-|2.3.1.74;2.3.1.159|2.3.1.74;1.4.4.2
R09510,1.14.11|1.14.11.-|1.14.11.13;1.13.11.15;1.4.3.1|1.4.3.2|1.4.3.3|1.4.3.7;1.2.3.1
R09520,1.1.1.36;1.1.1.330;1.3.1.93;1.1.1.211|1.1.1.35
R09528,2.3.1.180
R09529,2.4.1.17;2.4.1.170;2.4.1.91;2.4.1|2.4.1.-|2.4.1.298;2.4.1.35;2.4.1.111;2.4.1.237;2.4.1.-|2.4.1.254;2.4.1.236;2.4.1.159;2.4.1.239;2.4.1.238;2.4.2.51;2.4.1.210;2.4.1.15
R09533,2.3.1.92;3.2.1.126|3.2.1.21
R09555,1.1.1.36;1.1.1.330;1.3.1.93;1.14.13.26;1.1.1.211|1.1.1.35
R09561,1.8.1.7;1.8.1.12;1.8.1.15;2.5.1.46;1.8.1.4
R09562,1.4.3.1|1.4.3.2|1.4.3.3|1.4.3.7;1.2.3.1;1.4.3.4
R09564,1.4.3.21|1.4.3.22;1.2.3.1;1.11.1.10;3.5.4.43|3.5.99.3;3.8.1.5;1.3.1.32;1.21.99.5|1.97.1.8
R09593,6.3.5.9;6.3.2.32;6.3.1.9;3.6.1.21|3.6.1.9
R09596,6.3.1.9;6.3.2.32;6.3.5.9;6.3.2.-|6.3.2.45;6.3.2.34;3.6.1.21|3.6.1.9
R09601,1.13.11.-|1.13.11.66;1.13.11.2;1.2.3.1;1.4.3.2;1.4.3.3
R09611,2.1.1.68;2.1.1.77
R09616,2.5.1.20;2.5.1.89;2.5.1.103|2.5.1.21|2.5.1.96;5.5.1.19;2.5.1.-|2.5.1.31
R09617,2.5.1.20;2.7.7.91;2.5.1.103|2.5.1.21|2.5.1.96;2.5.1.-|2.5.1.31;1.3.7.11;2.5.1.89;2.3.1.198;2.3.1.15
R09618,2.5.1.20;2.5.1.103|2.5.1.21|2.5.1.96;2.7.7.91;2.5.1.89;1.3.1.97;2.5.1.-|2.5.1.31;2.5.1.-|2.5.1.62;5.4.2.2
R09620,2.5.1.20;2.5.1.39
R09628,2.5.1.20;2.7.7.91;2.5.1.103|2.5.1.21|2.5.1.96;5.5.1.-|5.5.1.18;5.5.1.19;2.5.1.89;2.5.1.-|2.5.1.31
R09664,5.4.2.2;2.7.1.1;2.7.1.1|2.7.1.55;2.7.1.60
R09667,2.4.1.239;2.4.1.87;2.4.1.236;2.4.1.15;3.2.1.74;2.4.1.-|2.4.1.254;2.4.1|2.4.1.297;2.4.1.245;2.4.2.51;3.2.1.21|3.2.1.74
R09668,2.4.2.3|2.4.2.4;5.4.2.2
R09673,3.2.1.169;3.1.4.45;3.2.1.52
R09676,2.4.1.255;3.2.1.169;3.2.1.97;2.4.1.41;3.1.3.43;3.1.3.53;3.1.3.52;3.1.1.98;2.4.1.159;3.5.1.52;2.4.1.17
R09683,1.1.1.286|1.1.1.41|1.1.1.42|1.1.1.87;4.2.1.40;4.3.1.15;1.4.1.1|1.4.1.2|1.4.1.3|1.4.1.4
R09694,1.14.12.19;1.3.1.119|1.3.1.19|1.3.1.an;1.3.1.87;1.1.1.124|1.14.13.50|2.5.1.18|2.7.1.59|3.2.1.14|3.2.1.165|4.1.3.3|4.2.1.66|5.1.3.8
R09704,3.5.1.81;3.5.1.14;3.5.2.1;1.3.1.2;3.5.2.2;2.3.1.128|2.3.1.266|2.3.1.267;1.14.13.-|1.17.3|1.17.3.-|1.17.3.2;3.1.3.53;2.7.11.2;2.7.11.4;2.7.11.18;3.1.3.43;2.7.11.15;3.1.3.52;2.7.11.5
R09708,1.1.1|1.1.1.183|1.1.1.324;1.14.14.84;2.5.1.103|2.5.1.21|2.5.1.96;2.3.1.76;1.14.14.128;1.3.1.96|2.5.1.21;1.14.14.127;1.14.13.107;1.1.1.183|1.1.1.71;2.5.1.20;5.5.1.-|5.5.1.18;5.5.1.19;1.14.14.99
R09710,1.14.14.17;1.3.1.96|2.5.1.21;2.5.1.89;1.3.7.11;5.5.1.19;2.3.1.26;2.5.1.-|2.5.1.31
