Reaction,SelenzymeRF
MNXR129357,1.4.3.2;1.4.3.3;1.4.3.13;1.4.3.1|1.4.3.2|1.4.3.3|1.4.3.7;1.4.3.21
MNXR129366,1.4.3.2;1.4.3.3;1.4.3.1|1.4.3.2|1.4.3.3|1.4.3.7;1.4.3.13;1.4.3.21
MNXR129416,1.1.1.218|1.1.1.247;1.1.1.248;1.1.1.252;1.1.1.237;1.14.13.-|1.14.14.-|1.14.14.1
MNXR129424,1.1.1|1.1.1.188|1.1.1.213|1.1.1.263|1.1.1.50|1.1.1.51|1.11.1.1;1.1.1.256;1.14.13.44;1.14.14.22;1.14.-.-|1.14.12.-|1.14.12.12|1.14.13;1.1.1.328|1.11.1.1;1.2.1.78;1.14.12.7;1.3.1.19;1.6.5.2
MNXR129446,3.5.1.4;3.5.1.1;2.3.2.2|6.3.1.2
MNXR129449,1.1.1|1.1.1.105|1.1.1.184|1.1.1.2|1.1.1.209|1.1.1.210|1.1.1.213|1.1.1.357|1.1.1.50|1.3.1.20;1.1.1.184;1.1.1.184|1.1.1.209|1.1.1.210|1.1.1.213|1.1.1.50;1.1.1.1
MNXR129457,3.5.1.4;3.5.1.1;2.3.2.2|6.3.1.2
MNXR129465,1.3.5.2
MNXR129473,1.11.1.1|1.11.1.2;1.6.3.2;1.1.1.188|1.1.1.62|1.3.1.20;1.12.1.3|1.12.1.5;1.1.1.-|1.1.1.100|2.3.1.85|2.3.1.86
MNXR129474,1.1.1|1.1.1.184|1.1.1.188|1.1.1.2|1.1.1.209|1.1.1.213|1.1.1.50|1.1.1.62
MNXR129478,1.1.1.188|1.1.1.62|1.3.1.20;1.11.1.1|1.11.1.2;1.6.3.2;1.12.1.3|1.12.1.5;1.1.1.188|1.1.1.51;1.1.1.184|1.1.1.189;1.6.5.4
MNXR129489,2.4.2.10
MNXR129523,3.2.1.108|3.2.1.23;3.2.1.74;2.4.1.281
MNXR129528,3.2.1.74;2.4.1.1;3.2.1.20;3.2.1|3.2.1.91
MNXR129529,3.5.1.3;3.1.1.85;3.1.1.2;3.1.1.61
MNXR129530,1.2.1.5;1.14.14.-|1.14.14.1
MNXR129536,3.5.1.3;3.1.1.67;3.1.1.1|3.1.1.2
MNXR129570,3.2.1.14
MNXR129584,1.17.4.2;1.17.4.1
MNXR129614,1.14.13.9;1.14.13.-|1.14.14.-|1.14.14.1;1.14.13.225|1.6.3.1
MNXR129637,1.1.1.21;1.1.1.19;1.1.1.365;1.1.1|1.1.1.188|1.1.1.19|1.1.1.2|1.1.1.21|1.1.1.307|1.1.1.72;1.1.1.10;1.1.1.377|1.1.1.378;1.1.1.405;1.1.1.47;1.1.1.-|1.1.1.371;1.1.1|1.1.1.21|1.1.1.71
MNXR129676,1.1.1.14|1.1.1.9;1.1.1.10|1.1.1.14|1.1.1.15;1.1.1.12;1.1.1.14|1.1.1.250;1.1.1.14|1.1.1.56;1.1.1.11;1.2.1.23;1.1.1.12|1.1.1.124|1.1.1.138|1.1.1.14|1.1.1.67|1.1.1.9|1.1.99.11|1.14.13.50|2.5.1.18|2.7.1.59|3.2.1.14|3.2.1.165|4.1.3.3|4.2.1.66|5.1.3.8
MNXR129714,2.7.1.199;2.7.1.191|2.7.1.69;2.7.1.204;2.7.1.147;2.7.1.1|2.7.1.2
MNXR129733,3.2.1.52;1.14.13.-|1.14.13.167;4.2.2.13;3.2.1.74
MNXR129736,2.4.99.-|2.4.99.17
MNXR129745,1.14.13.7|1.17.1.4;1.14.19.1;1.1.1.34|1.1.1.88;1.14.14.18;1.13.12.17;2.3.1.119;1.3.1.101;1.6.1.4;1.3.1.108
MNXR129753,2.7.1.40;2.7.3.9;2.7.9.1
MNXR129777,4.1.99.1|4.4.1.1|4.4.1.13|4.5.1.2;4.3.1.18|4.5.1.2
MNXR129781,1.5.1.34;1.14.13.118|1.14.14.38;1.2.1.5;1.1.1.62;1.1.1.86|4.2.1.9
MNXR129785,3.1.2.6
MNXR129791,2.8.3.-|2.8.3.1;1.2.1.5;1.2.1.3|1.2.1.5;1.13.12.4;3.5.1.14
MNXR129796,3.8.1.5;2.5.1.18
MNXR129811,2.5.1.18
MNXR129842,6.3.2.4
MNXR129844,1.11.1.12;1.11.1.27;1.11.1.9;1.8.4.2;1.11.1.12|2.5.1.18;2.8.1.3
MNXR129845,2.3.2.15;2.4.2.60;3.4.11.1|3.4.11.2|3.4.11.23|3.4.13.-
MNXR129846,3.4.11.2;6.3.2.4
MNXR129876,2.3.2.2;3.4.11.19;1.4.4.2
MNXR129962,1.1.3.10;1.1.99.29;1.6.5.2
MNXR129988,3.1.1.1|3.1.1.56
MNXR129996,1.2.1.19|1.2.1.3
MNXR130011,1.1.1.1|1.1.1.2
MNXR130017,1.1.1.1
MNXR130042,1|1.1.1|1.1.1.2|1.1.1.co|1.1.1.n11;1|1.1.1|1.1.1.184|1.1.1.2|1.1.1.21|1.1.1.213|1.1.1.50|1.1.1.65|1.1.1.n11;1.6.3.2;1.12.1.3|1.12.1.5;1.11.1.1|1.11.1.2;1.3.1.20;1.8.1.9
MNXR130116,2.7.2.2;2.7.1.40;3.1.3|3.1.3.2|3.4.24|3.6.1|3.6.1.15|3.6.1.3|3.6.4.13
MNXR130163,1.14.13.2|1.14.13.33;1.14.13.84;1.3.1.43;1.14.13.8;1.14.13.240;1.14.13.87;1.14.14.91;1.14.14.43|1.14.14.45;1.14.13.225;1.14.14.1|1.14.14.25
MNXR130166,2.4.1.17;2.4.1.253;2.4.1.254;2.4.1.225;2.4.1.226;2.4.1.212;2.4.1.175;2.4.1.356;2.4.1.135;2.4.1.43;2.4.1.126;2.4.1.128;2.4.1.35
MNXR130199,1.3.1.20;1.1.1.184;1.1.1.103
MNXR130205,1.11.1.1;1.3.3.16|6.2.2.2;1.11.1.7
MNXR130225,1.1.1.146|1.1.1.159|1.1.1.50;1.1.1.201;1.1.1.393;1.1.1.392;1.1.1.213;1.14.13.15;1.14.13.15|1.14.15.15;1.3.1.3|1.3.99.6;1.1.1.-|1.1.1.146|1.1.1.209|1.1.1.213|1.1.1.392|1.1.1.50;1.14.13.97;1.1.1.176;1.1.1.209|1.1.1.213|1.1.1.357|1.1.1.50|1.3.1.20;1.1.1.149;1.1.1.209|1.1.1.213|1.1.1.357;1.1.1.184;1.1.1|1.1.1.184|1.1.1.62
MNXR130242,3.4.13.9;3.5.1.14;3.4.11.5
MNXR130254,2.7.1.106;2.7.1.106|5.4.2.2;2.4.1.216;5.1.3.15|5.3.1.9
MNXR130274,1.2.1.19|1.2.1.24|1.2.1.3|1.2.1.5
MNXR130295,1.1.1.175|1.1.1.179|1.1.1.18|1.1.1.376|1.1.1.47;1.1.1.117|1.1.1.179|1.3.1.20;1.11.1.1|1.11.1.2;1.6.3.2;1.1.1.107|1.1.1.122;1.1.1.116;1.12.1.3|1.12.1.5;1.1.1.346;1.1.1.21
MNXR130319,2.1.2|2.1.2.-|6.3.1.21;2.1.2.2
MNXR130348,2.7.1.95;2.7.1.85;2.7.1.175;2.7.1.163;2.7.1.119;2.7.1.183;2.7.1.87;2.7.1.72;2.7.1.187;2.7.1.6
MNXR130349,2.7.1.95;2.7.1.85;2.7.1.175;2.7.1.232|2.7.1.M14;2.7.1.163;2.7.1.119;2.7.1.2
MNXR130350,2.7.1.95;2.7.1.175;2.7.1.85;2.7.1.163;2.7.1.119;2.7.1.187;2.7.1.183;2.7.1.87;2.7.1.72;2.7.1.2
MNXR130356,2.3.1.41;1.7.1.4;1.14.14.18|1.14.99.3;1.8.1.2|1.8.2.2;1.14.99.9;1.8.2.2
MNXR130360,1.1.1.145|1.1.1.146;1.1.1|1.14.14.19;1.1.1.149|1.1.1.184|1.1.1.62;1.14.15.4;1.14.13|1.14.99.10;1.14.13.54;1.1.1.145|5.3.3.1
MNXR130361,2.3.1.41;1.7.1.4;1.14.14.18|1.14.99.3;1.8.1.2|1.8.2.2;1.14.99.9;1.8.2.2
MNXR130373,3.4.11.9;3.4.13.4;3.4.16.6|3.4.17.10|3.4.17.12|3.4.17.2|3.4.17.20|3.4.17.22
MNXR130379,1.1.1|1.1.1.2|1.1.1.213|1.1.1.50|1.3.1.20;1.6.5.4;1.1.1|1.14.13.7|1.3.98.1|1.6.3.2|1.6.3.4|1.6.99.3
MNXR130383,2.7.7.33;2.7.7.69|2.7.7.78;2.7.7.22|2.7.7.69;2.7.7.24;2.7.7.24|2.7.7.9;2.7.8.34;3.6.1.45;3.6.1.45|3.6.1.8|3.6.1.9
MNXR130387,4.1.2.13|4.1.2.40
MNXR130437,1.14.99.1;1.14.14.1
MNXR130442,1.17.5.3;1.17.1.9;1.1.98.6;1.17.98.3;1.17.1.10|1.2.1.43;1.17.1.11;1.17.2.3;1.17.98.4;1.8.98.6;1.13.11.54;1.14.14.154
MNXR130446,1.1.1.21;1.1.3.41;1.1.1.1|1.1.1.2|1.1.1.21
MNXR130517,2.3.1|2.3.1.82;2.3.1.60;2.3.1.79;2.3.1.59;2.3.1.157|2.3.1.4
MNXR130526,2.3.1.60;2.3.1.60|2.3.1.81;2.3.1.59;2.3.1|2.3.1.82;2.3.1.79;2.3.1.189;2.3.1.78;2.3.1.18;2.3.1.157|2.3.1.4
MNXR130531,2.7.1.145|2.7.1.21
MNXR130542,2.4.1.17;2.4.1.126;2.4.1.254;2.4.1.35|2.4.1.91;2.4.1.264;2.4.1.170;2.4.1.249;2.4.1.238;2.4.1.185;2.4.1|2.4.1.-|2.4.1.298;2.4.1.128;2.4.1.225;2.4.1.226;2.4.1.-|2.4.1.286;2.4.1.135
MNXR130568,1.1.1.1
MNXR130569,1.1.1.210|1.1.1.239|1.1.1.357|1.1.1.51|1.1.1.62;1.1.1.148;1.1.1|1.1.1.148|1.1.1.209;1.6.5.4;1.1.1|1.14.13.7|1.3.98.1|1.6.3.2|1.6.3.4|1.6.99.3
MNXR130604,1.1.1.51|1.1.1.62;1.1.1.51;1.1.1.213|1.1.1.51;1.1.1.2|1.3.1.20;1.1.1.209|1.1.1.62;1.1.1.149|1.1.1.213|1.1.1.50|1.1.1.n11;1.1.1.168|1.1.1.214|1.1.1.358;1.1.1.86
MNXR130623,4.3.1.24;4.3.1.11|4.3.1.23|4.3.1.25;4.3.1.15;4.4.1.13;1.7.1.4;1.7.2.2
MNXR130626,4.3.1.24;4.3.1.11|4.3.1.23|4.3.1.25;4.3.1.15;4.4.1.13;1.7.1.4;1.7.2.2
MNXR130647,1.1.3.9;1.1.3.10;1.1.3.5|1.1.99.18;1.1.3.10|1.1.3.4;1.1.3.-|1.1.3.44;1.1.3.41;1.1.3.29;1.1.3.48;1.6.3.5;1.17.3.2;1.1.3.8;1.1.3.37;1.6.3.1;1.14.13.225|1.6.3.1;1.1.3.-|1.1.3.45;1.1.3.16;1.3.3.6
MNXR130651,3.5.1.1;6.3.2.2
MNXR130660,3.4.21.10|3.4.21.59;3.4.21.1|3.4.21.20|3.4.21.62|5.2.1.8
MNXR130678,3.2.1.8
MNXR130681,1.13.11.1;1.13.11.2;1.10.3|1.10.3.-|1.10.3.1|1.14.18.1;1.13.11.37;1.13.11.3;1.10.3.1|1.10.3.2|1.14.18.1
MNXR130685,1.14.18.1;1.4.3.3;1.13.11.15;1.2.3.1;1.10.3|1.10.3.1|1.14.18.1;1.13.11.27;1.13.11.-|1.13.11.29
MNXR130701,4.4.1.13;1.4.1.9;3.5.1.3;3.5.1.44
MNXR130709,2.3.2.2;3.5.1.4;3.4.22.40|3.5.1.72;2.3.2.2|3.4.11.10|3.4.19.3;3.4.11.3|3.4.11.6|3.4.22.40
MNXR130715,1.1.1.213|1.1.1.50;1.1.1|1.1.1.105|1.1.1.184|1.1.1.2|1.1.1.209|1.1.1.21|1.1.1.213|1.1.1.50|1.3.1.20;1.1.1.149|1.1.1.209|1.1.1.213|1.1.1.357|1.1.1.50;1.1.1.184|1.1.1.209|1.1.1.210|1.1.1.213|1.1.1.50
MNXR130721,2.4.1.17;2.4.1.253;2.4.1.-|2.4.1.254;2.4.1.212;2.4.1.226;2.4.1.225;2.4.1.356;2.4.1.175;2.4.1.135;2.4.1.43;2.4.1.170
MNXR130723,2.4.1.17;2.4.1.-|2.4.1.254;2.4.1.253;2.4.1.212;2.4.1.226;2.4.1.225;2.4.1.175;2.4.1.356;2.4.1.135;2.4.1.43;2.4.1.159;2.4.1.170
MNXR130751,1.14.13.242;3.5.1.1;6.3.2.3;6.3.2.30;4.3.2.1
MNXR130779,1.1.1.1
MNXR130812,3.4.17.6;3.4.11.14|3.4.11.2;6.3.2.4
MNXR130813,6.3.2.4
MNXR130814,6.3.2.35;6.3.2.4
MNXR130820,3.2.1.21|3.2.1.23;3.2.1.40
MNXR130857,4.1.99.1|4.4.1.13|4.4.1.3;3.4.21.4
MNXR130861,2.4.1.17;2.4.1.253;2.4.1.254;2.4.1.356;2.4.1.225;2.4.1.212;2.4.1.226;2.4.1.175;2.4.1.135;2.4.1.43;2.4.1.173
MNXR130885,1.4.3.19|1.4.3.2|1.4.3.3;1.1.3.15|1.2.3.5;1.14.13.225|1.6.3.1
MNXR130888,1.4.3.19|1.4.3.2|1.4.3.3;1.14.13.225|1.6.3.1;1.1.3.15|1.2.3.5
MNXR130894,1.17.3.2;1.4.3.1|1.4.3.2|1.4.3.3|1.4.3.7;1.3.3.16;1.4.3.13;1.1.3.15
MNXR130896,1.17.3.2;1.1.3.4|1.1.3.5;1.1.3.10;1.1.3.9;1.1.3.29;1.6.3.5;1.1.3.37;1.1.3.8;1.6.3.1;1.14.13.225|1.6.3.1;1.1.3.41;1.1.3.48;1.1.3.-|1.1.3.43;1.1.3.5|1.1.99.18;1.3.3.6;1.2.3.1
MNXR130899,1.3.3.16;1.4.3.13;1.6.3.1;1.1.99.18;1.3.3.6;1.4.3.1|1.4.3.2|1.4.3.3|1.4.3.7;1.1.3.15
MNXR130900,1.17.3.2;1.4.3.22|1.4.3.6;1.2.3.1;1.11.1.6
MNXR130914,3.4.21.39;3.4.15.1;3.4.17.23;3.4.21.54;3.4.11.21;3.4.11.9|3.4.17.12
MNXR130941,3.5.4.12;3.5.4.14|3.5.4.5;3.5.4.23;6.3.4.2
MNXR130945,1.2.4.4;1.2.1.25|1.2.4.4|1.8.1.4|2.3.1.168|2.7.11.4;1.2.7.7;4.1.1.1|4.1.1.72
MNXR130946,2.3.1.85;2.3.1.85|3.1.2.14;3.1.2.22;3.1.1.5
MNXR130951,1.1.1.1
MNXR130952,3.2.1.21
MNXR130966,1.1.1.51|1.1.1.62;1.6.5.4;1.1.1|1.14.13.7|1.3.98.1|1.6.3.2|1.6.3.4|1.6.99.3
MNXR130991,3.2.1.18
MNXR131023,1.2.3.1;1.3.8.1;1.2.99.7;1.1.3.10;1.2.1.3
MNXR131036,3.5.4.4
MNXR131038,2.7.1.-|2.7.1.216;2.7.1.108;6.3.4.14;6.3.4.14|6.4.1.1;6.3.1.14|6.3.2.22;6.3.2.43;6.3.2.60|6.3.2.M4;6.3.4.3
MNXR131047,2.4.2.1
MNXR131062,2.3.2.6
MNXR131093,2.3.2.10;2.3.2.17;2.3.2.18;2.3.2.20;2.3.2.3;2.3.2.6
MNXR131119,2.3.1.23;2.3.1.51;2.3.1.301;2.3.1.207;2.3.1.41;2.3.3.20;2.3.1.22
MNXR131127,2.7.1.106;2.7.1.1|2.7.1.2
MNXR131129,3.6.1.21;3.6.1.21|3.6.1.9
MNXR131132,2.1.1.17;2.1.1.202|2.1.1.203|2.1.1.204;2.1.1.76;2.1.1.12;2.1.1.104;2.1.1.7;2.1.1.44;2.1.1.9;2.1.1.53;2.1.1.111
MNXR131140,1.7.1.17|1.7.1.6
MNXR131171,6.5.1.4;6.5.1.5;3.1.3.32;3.1.4.58;6.1.1.14
MNXR131182,3.2.1.81;3.2.1.178;3.2.1.158;3.2.1.83;3.2.1.61;3.2.1.198;3.2.1.58;2.4.1.25|2.4.1.8|3.2.1.20|4.2.1.131
MNXR131183,3.2.1.81;3.2.1.158;3.2.1.61;3.2.1.83;3.2.1.198;3.2.1.178;3.2.1.130;3.2.1.58;3.2.1.74;3.2.1.24;3.2.1.18
MNXR131195,3.5.1.10;1.14.14.154;1.13.11.54;1.2.7.5
MNXR131208,6.3.2.17;6.3.2.2;6.3.2.60|6.3.2.M4;6.2.1.39;6.3.2.42
MNXR131240,2.1.1.100;2.1.1.222
MNXR131242,2.1.1.17;2.1.1.202|2.1.1.203|2.1.1.204;2.1.1.12;2.1.1.7;2.1.1.76;2.1.1.104;2.1.1.44;2.1.1.9;2.1.1.53;2.1.1.111
MNXR131248,3.2.1.62;3.2.1.161|3.2.1.21
MNXR131250,2.4.1.185;3.2.1.62;2.3.1.72;3.2.1.21
MNXR131251,2.4.1.185;3.2.1.62;3.2.1.21
MNXR131267,3.7.1.8;4.1.1.77;4.2.1|4.2.1.80;5.3.2.6;3.7.1.-|3.7.1.25;1.13.11.2;3.7.1.9;1.1.1.27;1.1.1.28
MNXR131277,1.14.13.105;1.14.14.1
MNXR131280,1.14.13.9;1.14.13.-|1.14.14.-|1.14.14.1;1.14.13.225|1.6.3.1
MNXR131282,3.5.1.11;3.4.11.10|3.4.11.21|3.5.1.26
MNXR131285,1.6.3.2;1.14.13.24;1.14.13.23;1.14.13.2|1.14.13.33;1.1.1|1.14.13.7|1.3.98.1|1.6.3.2|1.6.3.4|1.6.99.3;1.14.13.240;1.14.13.84;1.14.14.91;1.14.13.8
MNXR131288,1.21.98.3;6.1.1.10
MNXR131312,6.1.1.9
MNXR131325,3.4.11.2;1.11.1.7;3.4.16.5;2.6.1.7;5.1.1.11
MNXR131326,3.1.1.1|3.4.21|3.4.21.62
MNXR131331,2.7.1.199;2.7.1.191|2.7.1.69;2.7.1.1|2.7.1.2
MNXR131350,2.3.1.16
MNXR131379,1.2.1.38|2.3.1.11|2.6.1.11|2.7.2.8|3.5.1.16
MNXR131389,6.1.1.2;2.6.1.7;3.4.11.17
MNXR131399,1.4.3.21|1.4.3.22|1.4.3.4|1.4.3.5|1.4.3.6|1.5.3.17
MNXR131405,2.6.1.1|2.6.1.42|2.6.1.57|2.6.1.6|2.6.1.67|2.6.1.88
MNXR131408,1.18.6.1;6.3.5.9
MNXR131424,2.8.2.25;2.8.2.27;2.8.2.1;2.8.2.15|2.8.2.2|2.8.2.4;2.8.2.1|2.8.2.3;2.8.2.14;2.8.2.20;2.8.2.24;2.8.2.10;2.8.2.5;2.8.2.35;2.8.2.17;2.8.2.33;2.8.2.36;2.8.2.-|2.8.2.39;2.8.2.11;2.8.2.8;2.8.2.-|2.8.2.38;2.8.2.23|2.8.2.29|2.8.2.30;2.8.2.21;1.8.4.8
MNXR131432,1.8.4.8;2.8.2.33;2.8.2.20;2.8.2.23|2.8.2.29;2.8.2.1;2.8.2.17;2.8.2.14;2.8.2.11;2.8.2.21;2.8.2.8;2.8.2.35|2.8.2.5;2.8.2.30;2.8.2.35;2.8.2.15;2.8.2.3;2.8.2.-|2.8.2.38;2.8.2.1|2.8.2.3|2.8.2.4;2.8.2.32;2.8.2.24;2.8.2.27;2.8.2.25;2.8.2.10
MNXR131434,3.4.11.1|3.4.11.2|3.4.11.23|3.4.13.-
MNXR131440,3.4.21.39;3.4.15.1;3.4.22.-|3.4.24.84;2.3.2.6
MNXR131460,2.1.1.337;2.1.1.115|2.1.1.140;2.1.1.49;2.1.1.222
MNXR131461,2.1.1.17;2.1.1.202|2.1.1.203|2.1.1.204;2.1.1.76;2.1.1.12;2.1.1.104;2.1.1.7;2.1.1.44;2.1.1.9;2.1.1.53;2.1.1.111
MNXR131468,1.14.13.-|1.14.13.167;3.2.1.1
MNXR131473,1.14.13.39;1.14.13.8;1.14.13.39|1.14.14.47;1.14.13.225;1.14.13.16;1.14.14.1
MNXR131486,1.1.1.1
MNXR131489,4.2.1.52;3.7.1.5;1.1.99.6;1.1.2.3;4.1.1.64;4.4.1.13;1.2.7.5;4.1.3.18;4.2.1.52|4.3.3.7
MNXR131492,3.4.11.1
MNXR131498,3.5.1.23;2.3.1.24;3.1.3.-|3.1.3.4|3.1.3.76;3.1.4.38;2.7.1.91;2.3.1.298;1.14.19.18;1.14.19.17
MNXR131511,3.1.2.20;2.3.1.93;2.3.1.278;6.2.1.8;6.2.1.2|6.2.1.25|6.2.1.33;2.3.1.71;2.3.1.196;3.1.2.23;2.3.1.84;2.3.1.166;2.3.1.144;6.2.1.65;6.2.1.32;6.2.1.37;2.3.1.208;2.3.1.230;3.1.2|3.1.2.2|3.1.2.23;3.1.2.25;3.1.2.28
MNXR131530,5.1.3.3;3.2.1.21;1.1.1.121
MNXR131535,6.3.1.14;6.2.1.12;6.2.1.7;6.2.1.2;6.2.1.12|6.2.1.34;6.2.1.33;6.3.4.22;6.2.1.22|6.2.1.35;6.1.1.15
MNXR131576,1.1.1.257;1.14.12|1.14.12.-|1.14.12.14;1.11.1.1;1.1.1|1.1.1.188|1.1.1.213|1.1.1.263|1.1.1.50|1.1.1.51|1.11.1.1;1.14.13.224;1.14.14.22;1.6.5.2
MNXR131582,3.7.1.8;3.7.1.3;1.2.1.30;1.2.1.19|1.2.1.3|1.2.1.4|1.2.1.5|1.2.1.7
MNXR131601,1.4.3.3;1.4.3.13;1.4.3.1|1.4.3.2|1.4.3.3|1.4.3.7;1.4.3.21
MNXR131603,2.7.7.4
MNXR131613,4.1.1.1|4.1.1.7|4.1.1.74|4.1.1.82;4.1.1.64;2.2.1.12;2.2.1.6|4.1.3.18;1.2.4.1
MNXR131619,2.7.1.33
MNXR131637,1.1.1.42;1.1.1.41;1.1.1.286|1.1.1.41;1.1.1.44
MNXR131649,1.2.1.3|1.2.1.5;1.1.99|1.1.99.36;1.1.1.1|1.1.1.2|1.1.1.202|1.1.1.21|1.1.1.51|1.2.1.3
MNXR131650,1.2.1.19|1.2.1.24|1.2.1.3|1.2.1.5
MNXR131653,2.4.2.28;2.4.2.44;2.4.2.1|2.4.2.28
MNXR131677,1.2.1|1.2.1.19|1.2.1.21|1.2.1.3|1.2.1.4|1.2.1.5|1.2.1.69
MNXR131678,1.2.1|1.2.1.19|1.2.1.21|1.2.1.3|1.2.1.4|1.2.1.5|1.2.1.69
MNXR131683,2.8.3.12;2.8.3.13;2.8.3.5;2.8.3.12|2.8.3.18;2.8.3.8;1.2.1.38|2.3.1.1|2.6.1.11|2.7.2.8
MNXR131695,3.2.1.18
MNXR131699,3.1.4.2;3.1.4.2|3.1.4.38;3.1.4.43;2.7.8.29;3.1.1.3
MNXR131732,2.3.1.41;1.7.1.4;1.14.14.18|1.14.99.3;1.8.1.2|1.8.2.2;1.14.99.9;1.8.2.2
MNXR131740,3.2.1.20|3.2.1.70;3.2.1.3;2.4.1.281;3.2.1.18
MNXR131744,1.14.13.81;1.14.14.1
MNXR131755,3.4.14.5;3.4.14.11|3.4.14.5;3.4.13.18|3.4.13.9
MNXR131757,3.4.14.5;3.4.11.9
MNXR131767,1.14.13.-|1.14.13.167;3.2.1.129;3.2.1.18
MNXR131789,1.1.3.10;1.1.3.9;1.1.3.10|1.1.3.4;1.1.3.41;1.1.3.-|1.1.3.43;1.17.3.2;1.1.99.18;1.4.3.13;1.6.3.1;1.1.3.13;1.1.3.7;1.1.3.20;1.1.3.30;1.3.3.6
MNXR131803,3.1.1.1
MNXR131809,3.1.1.1
MNXR131815,4.4.1.13;4.3.1.15;4.4.1.13|4.4.1.3;4.4.1.1;4.4.1.4;4.1.99.1;1.4.5.1;1.4.1.1|1.4.1.10|1.4.1.12|1.4.1.15|1.4.1.19|1.4.1.2|1.4.1.20|1.4.1.3|1.4.1.4|1.4.1.5|1.4.1.7|1.4.1.8|1.4.1.9;1.4.99.1
MNXR131819,2.7.1.106;2.7.1.7;4.2.3.-|4.2.3.124;5.5.1.4;5.1.3.15|5.3.1.9
MNXR131840,1.1.1.330;1.3.1.34;1.3.1.38;1.3.1.8;1.1.1.36;1.6.3.2;1.14.12.21|1.14.13.208;1.3.1.93;1.3.1.124;1.2.1.84;1.2.1.50;1.14.13.237;1.3.1.44;1.14.13.54;1.14.13.240;1.14.13.225;1.1.1|1.14.13.7|1.3.98.1|1.6.3.2|1.6.3.4|1.6.99.3
MNXR131855,2.4.1.186;2.4.1.37;2.4.1.239;2.4.1|2.4.1.297;2.4.1|2.4.1.-|2.4.1.298;2.4.1.116;2.4.1.15;2.4.1.22;2.4.1.245;2.4.1.315;2.4.1.241
MNXR131869,3.4.17.12;3.4.11.9;3.4.11.2
MNXR131872,1.14.13.-|1.14.13.167;3.4.11.3|3.4.11.6|3.4.22.40;1.14.12.23;1.14.13.166;3.4.21.10|3.4.21.59;3.4.14.11|3.4.14.5
MNXR131881,1.18.6.1;6.3.5.9
MNXR131893,3.2.1.62;2.4.1.321;3.2.1.76;3.2.1.31;2.4.1.218;3.2.1.21
MNXR131903,1.1.1.149|1.1.1.357;1.1.1.149;1.1.1.149|1.1.1.62;1.1.1.270;1.1.1.213|1.1.1.357|1.1.1.50;1.1.1.51;1.11.1.1|1.11.1.2;1.6.3.2;1.12.1.3|1.12.1.5;1.1.1.170;1.14.13.54;1.3.1.22;1.1.1.201
MNXR131908,2.7.1.90;2.7.4.27;2.7.2.12
MNXR131915,6.3.1.14;6.2.1.33;6.2.1.37;6.2.1.50;3.1.2.23;6.2.1.65|6.2.1.ak;6.2.1|6.2.1.-|6.2.1.32;6.2.1.2;6.2.1.62;6.2.1.12;6.2.1.2|6.2.1.30;6.2.1.22|6.2.1.35;6.2.1.61;6.2.1.12|6.2.1.34;6.2.1.16;6.2.1.26
MNXR131920,1.8.4.10;1.8.99.2;1.17.4.4;2.8.1.1;2.8.1.5
MNXR131924,2.7.1.147;2.7.1.1|2.7.1.2
MNXR131955,5.1.2.2;1.11.1.7
MNXR131956,2.4.1.227;2.4.1.141
MNXR131958,1.14.13.30|1.14.14.94;1.14.13.84;1.14.14.1
MNXR131963,1.1.1.44;1.1.1.343|1.1.1.351|1.1.1.44;4.1.1.85;1.1.1.170;1.1.1.409;4.1.1.39
MNXR131977,2.7.1.73;2.7.4.8
MNXR131978,2.7.1.113|2.7.1.145|2.7.1.20|2.7.1.74|2.7.1.76;2.7.4.11|2.7.4.13|2.7.4.3|2.7.4.4
MNXR131992,3.5.1.10;1.14.14.154;1.13.11.54;1.2.7.5
MNXR132037,1.2.99.7;1.3.8.1;1.2.3.1;1.2.4.1
MNXR132055,1.2.1.38|2.3.1.11|2.6.1.11|2.7.2.8|3.5.1.16
MNXR132090,1.2.1.84;2.3.1.85;2.3.1.41;2.3.1.22;3.1.2.14;3.1.2.2
MNXR132129,2.7.4.1;2.7.7.27
MNXR132130,2.7.7.53;2.5.1.17;3|3.6.1|3.6.1.17|3.6.1.29|3.6.1.55|3.6.1.61;2.4.2.17
MNXR132140,6.2.1.50;2.5.1.39
MNXR132147,3.2.1.52;1.14.13.-|1.14.13.167;2.7.1.193|2.7.1.69
MNXR132149,6.3.2.3;2.3.2.15;6.3.2.2|6.3.2.3
MNXR132152,6.2.1.1
MNXR132159,2.4.1.252;2.4.1.13;2.4.1.270;2.4.1.32;2.4.1.361;2.4.1.132;2.4.1.348;2.4.1.212;2.4.1.245;2.4.1.251;2.4.1.142;2.4.1.131;2.4.1.96;2.4.1.13|2.4.1.14
MNXR132169,3.1.1.81;1.6.5.4;2.6.1.19;6.3.5.11;6.3.5.9;6.3.5.-|6.3.5.13
MNXR132184,2.4.1.19;3.2.1.3;2.4.1.1;3.2.1.33;3.2.1.196|3.2.1.33
MNXR132206,2.3.2.2;3.4.11.3|3.4.11.6|3.4.22.40;3.5.1.4;3.4.22.40|3.5.1.72;2.3.2.2|3.4.11.10|3.4.19.3
