reaction_id,BEC-Pred_Prediction,SIMMER_SIMMER pred,CLAIRE_predictions,SelenzymeRF_All ECs,Scaffold_ground_truth_REACTION_ID,Scaffold_ground_truth_true_EC,merged_output_BEC-Pred_Prediction,merged_output_SIMMER_SIMMER pred,merged_output_CLAIRE_predictions,merged_output_SelenzymeRF_All ECs,merged_output_Scaffold_ground_truth_REACTION_ID,merged_output_Scaffold_ground_truth_true_EC,merged_output_merged_output_BEC-Pred_Prediction,merged_output_merged_output_SIMMER_SIMMER pred,merged_output_merged_output_CLAIRE_predictions,merged_output_merged_output_SelenzymeRF_All ECs,merged_output_merged_output_Scaffold_ground_truth_REACTION_ID,merged_output_merged_output_Scaffold_ground_truth_true_EC,merged_output_merged_output_merged_output_BEC-Pred_Prediction,merged_output_merged_output_merged_output_SIMMER_SIMMER pred,merged_output_merged_output_merged_output_CLAIRE_predictions,merged_output_merged_output_merged_output_SelenzymeRF_All ECs,merged_output_merged_output_merged_output_Scaffold_ground_truth_REACTION_ID,merged_output_merged_output_merged_output_Scaffold_ground_truth_true_EC,merged_output_merged_output_merged_output_merged_output_BEC-Pred_Prediction,merged_output_merged_output_merged_output_merged_output_SIMMER_SIMMER pred,merged_output_merged_output_merged_output_merged_output_CLAIRE_predictions,merged_output_merged_output_merged_output_merged_output_SelenzymeRF_All ECs,merged_output_merged_output_merged_output_merged_output_Scaffold_ground_truth_REACTION_ID,merged_output_merged_output_merged_output_merged_output_Scaffold_ground_truth_true_EC,merged_output_merged_output_merged_output_merged_output_merged_output_BEC-Pred_Prediction,merged_output_merged_output_merged_output_merged_output_merged_output_SIMMER_SIMMER pred,merged_output_merged_output_merged_output_merged_output_merged_output_Scaffold_ground_truth_REACTION_ID,merged_output_merged_output_merged_output_merged_output_merged_output_Scaffold_ground_truth_true_EC,merged_output_merged_output_merged_output_merged_output_merged_output_merged_output_BEC-Pred_Prediction,merged_output_merged_output_merged_output_merged_output_merged_output_merged_output_SIMMER_SIMMER pred,merged_output_merged_output_merged_output_merged_output_merged_output_merged_output_Scaffold_ground_truth_REACTION_ID,merged_output_merged_output_merged_output_merged_output_merged_output_merged_output_Scaffold_ground_truth_true_EC,merged_output_merged_output_merged_output_merged_output_merged_output_merged_output_merged_output_BEC-Pred_Prediction,merged_output_merged_output_merged_output_merged_output_merged_output_merged_output_merged_output_SIMMER_SIMMER pred,merged_output_merged_output_merged_output_merged_output_merged_output_merged_output_merged_output_Scaffold_ground_truth_REACTION_ID,merged_output_merged_output_merged_output_merged_output_merged_output_merged_output_merged_output_Scaffold_ground_truth_true_EC,merged_output_merged_output_merged_output_merged_output_merged_output_merged_output_merged_output_ec,merged_output_merged_output_merged_output_merged_output_merged_output_merged_output_ec,merged_output_merged_output_merged_output_merged_output_merged_output_ec,merged_output_merged_output_merged_output_merged_output_theia_Prediction,merged_output_merged_output_merged_output_merged_output_ec,merged_output_merged_output_merged_output_theia_Prediction,merged_output_merged_output_merged_output_ec,merged_output_merged_output_theia_Prediction,merged_output_merged_output_ec,merged_output_theia_Prediction,merged_output_ec,theia_Prediction,ec
41441,1.14.11,1.14.11,1.13.11;1.13.12;1.2.3;1.14.11,1.14.11.72;1.14.11.67;1.14.11.27;1.14.11.65;1.14.11.54;1.14.11.53;1.14.11.33;1.14.11.68;1.14.11.51;1.14.11.66;1.14.11.69;1.13|1.13.12.19;1.14.11|1.14.11.2|1.14.11.57,,,1.14.11,1.14.11,1.13.11;1.13.12;1.2.3;1.14.11,1.14.11.72;1.14.11.67;1.14.11.27;1.14.11.65;1.14.11.54;1.14.11.53;1.14.11.33;1.14.11.68;1.14.11.51;1.14.11.66;1.14.11.69;1.13|1.13.12.19;1.14.11|1.14.11.2|1.14.11.57,,,1.14.11,1.14.11,1.13.11;1.13.12;1.2.3;1.14.11,1.14.11.72;1.14.11.67;1.14.11.27;1.14.11.65;1.14.11.54;1.14.11.53;1.14.11.33;1.14.11.68;1.14.11.51;1.14.11.66;1.14.11.69;1.13|1.13.12.19;1.14.11|1.14.11.2|1.14.11.57,,,1.14.11,1.14.11,1.3.3;1.17.3;1.14.14;1.13.12,1.14.11.72;1.14.11.67;1.14.11.27;1.14.11.65;1.14.11.54;1.14.11.53;1.14.11.33;1.14.11.68;1.14.11.51;1.14.11.66;1.14.11.69;1.13|1.13.12.19;1.14.11|1.14.11.2|1.14.11.57,,,1.14.11,1.14.11,1.3.3;1.17.3;1.14.14;1.13.12,1.14.11.72;1.14.11.67;1.14.11.27;1.14.11.65;1.14.11.54;1.14.11.53;1.14.11.33;1.14.11.68;1.14.11.51;1.14.11.66;1.14.11.69;1.13|1.13.12.19;1.14.11|1.14.11.2|1.14.11.57,,,1.14.11,1.14.11,,,1.14.11,1.14.11,,,1.14.11,,,,1.14.11.46,1.14.11.46,1.14.11.46,"1.14.11,0.6575058698654175;1.13.11,0.28406256437301636;1.13.12,0.01709122583270073;1.14.20,0.015157741494476795;2.6.1,0.013634197413921356",1.14.11.46,1.14.11;1.13.11;1.13.12;1.14.20;2.6.1,1.14.11.46,1.14.11;1.13.11;1.13.12;1.14.20;2.6.1,1.14.11.46,1.14.11;1.13.11;1.13.12;1.14.20;2.6.1,1.14.11.46,1.14.11;1.13.11;1.13.12;1.14.20;2.6.1,1.14.11.46
41449,1.14.11,1.14.11,1.14.11;1.13.11;1.13.12;3.1.1,1.14.11.67;1.14.11.27;1.14.11.65;1.14.11.68;1.14.11.66;1.14.11.69;1.14.11.54;1.14.11.33;1.14.11.53;1.14.11.51;1.13|1.13.12.19;1.14.11.40;1.14.11|1.14.11.2|1.14.11.57,,,1.14.11,1.14.11,1.14.11;1.13.11;1.13.12;3.1.1,1.14.11.67;1.14.11.27;1.14.11.65;1.14.11.68;1.14.11.66;1.14.11.69;1.14.11.54;1.14.11.33;1.14.11.53;1.14.11.51;1.13|1.13.12.19;1.14.11.40;1.14.11|1.14.11.2|1.14.11.57,,,1.14.11,1.14.11,1.14.11;1.13.11;1.13.12;3.1.1,1.14.11.67;1.14.11.27;1.14.11.65;1.14.11.68;1.14.11.66;1.14.11.69;1.14.11.54;1.14.11.33;1.14.11.53;1.14.11.51;1.13|1.13.12.19;1.14.11.40;1.14.11|1.14.11.2|1.14.11.57,,,1.14.11,1.14.11,4.1.2;4.1.3;4.2.1;5.3.3,1.14.11.67;1.14.11.27;1.14.11.65;1.14.11.68;1.14.11.66;1.14.11.69;1.14.11.54;1.14.11.33;1.14.11.53;1.14.11.51;1.13|1.13.12.19;1.14.11.40;1.14.11|1.14.11.2|1.14.11.57,,,1.14.11,1.14.11,4.1.2;4.1.3;4.2.1;5.3.3,1.14.11.67;1.14.11.27;1.14.11.65;1.14.11.68;1.14.11.66;1.14.11.69;1.14.11.54;1.14.11.33;1.14.11.53;1.14.11.51;1.13|1.13.12.19;1.14.11.40;1.14.11|1.14.11.2|1.14.11.57,,,1.14.11,1.14.11,,,1.14.11,1.14.11,,,1.14.11,,,,1.14.11.45,1.14.11.45,1.14.11.45,"1.14.11,0.9494767189025879;1.13.12,0.029185784980654716;1.14.20,0.008445662446320057;4.1.3,0.0029983960557729006;2.6.1,0.0023688285145908594",1.14.11.45,1.14.11;1.13.12;1.14.20;4.1.3;2.6.1,1.14.11.45,1.14.11;1.13.12;1.14.20;4.1.3;2.6.1,1.14.11.45,1.14.11;1.13.12;1.14.20;4.1.3;2.6.1,1.14.11.45,1.14.11;1.13.12;1.14.20;4.1.3;2.6.1,1.14.11.45
41557,1.14.11,1.14.11,1.14.11;1.14.20;1.13.12;1.13.11,1.14.11.47;1.14.11.67;1.14.11.21;1.14.11.27;1.14.11.65;1.14.11.66;1.14.11.68;1.14.11.69;1.14.11.73;1.14.20.7;1.14.11.33;1.14.11.51;1.14.11.53;1.14.11.28;1.14.11.63;1.14.11.-|1.14.11.55,,,1.14.11,1.14.11,1.14.11;1.14.20;1.13.12;1.13.11,1.14.11.47;1.14.11.67;1.14.11.21;1.14.11.27;1.14.11.65;1.14.11.66;1.14.11.68;1.14.11.69;1.14.11.73;1.14.20.7;1.14.11.33;1.14.11.51;1.14.11.53;1.14.11.28;1.14.11.63;1.14.11.-|1.14.11.55,,,1.14.11,1.14.11,1.14.11;1.14.20;1.13.12;1.13.11,1.14.11.47;1.14.11.67;1.14.11.21;1.14.11.27;1.14.11.65;1.14.11.66;1.14.11.68;1.14.11.69;1.14.11.73;1.14.20.7;1.14.11.33;1.14.11.51;1.14.11.53;1.14.11.28;1.14.11.63;1.14.11.-|1.14.11.55,,,1.14.11,1.14.11,2.5.1;1.3.7;2.1.1;2.3.1,1.14.11.47;1.14.11.67;1.14.11.21;1.14.11.27;1.14.11.65;1.14.11.66;1.14.11.68;1.14.11.69;1.14.11.73;1.14.20.7;1.14.11.33;1.14.11.51;1.14.11.53;1.14.11.28;1.14.11.63;1.14.11.-|1.14.11.55,,,1.14.11,1.14.11,2.5.1;1.3.7;2.1.1;2.3.1,1.14.11.47;1.14.11.67;1.14.11.21;1.14.11.27;1.14.11.65;1.14.11.66;1.14.11.68;1.14.11.69;1.14.11.73;1.14.20.7;1.14.11.33;1.14.11.51;1.14.11.53;1.14.11.28;1.14.11.63;1.14.11.-|1.14.11.55,,,1.14.11,1.14.11,,,1.14.11,1.14.11,,,1.14.11,,,,1.14.11.47,1.14.11.47,1.14.11.47,"1.14.11,0.973972737789154;1.13.12,0.011333580128848553;1.14.20,0.006470224354416132;4.1.3,0.002004664856940508;2.6.1,0.0018300962401553988",1.14.11.47,1.14.11;1.13.12;1.14.20;4.1.3;2.6.1,1.14.11.47,1.14.11;1.13.12;1.14.20;4.1.3;2.6.1,1.14.11.47,1.14.11;1.13.12;1.14.20;4.1.3;2.6.1,1.14.11.47,1.14.11;1.13.12;1.14.20;4.1.3;2.6.1,1.14.11.47
42033,1.14.11,1.5.3,1.14.11;1.14.20;1.3.3;1.13.12,1.14.11.67;1.14.11.27;1.14.11.65;1.14.11.68;1.14.11.66;1.14.11.69;1.14.11.33;1.14.11.51;1.14.11.53;1.14.11.4;1.14.11.63;1.14.11.32;1.14.11.31;1.14.11.47;1.14.11.16,,,1.14.11,1.5.3,1.14.11;1.14.20;1.3.3;1.13.12,1.14.11.67;1.14.11.27;1.14.11.65;1.14.11.68;1.14.11.66;1.14.11.69;1.14.11.33;1.14.11.51;1.14.11.53;1.14.11.4;1.14.11.63;1.14.11.32;1.14.11.31;1.14.11.47;1.14.11.16,,,1.14.11,1.5.3,1.14.11;1.14.20;1.3.3;1.13.12,1.14.11.67;1.14.11.27;1.14.11.65;1.14.11.68;1.14.11.66;1.14.11.69;1.14.11.33;1.14.11.51;1.14.11.53;1.14.11.4;1.14.11.63;1.14.11.32;1.14.11.31;1.14.11.47;1.14.11.16,,,1.14.11,1.5.3,2.7.8;2.4.2;2.7.7;3.6.1,1.14.11.67;1.14.11.27;1.14.11.65;1.14.11.68;1.14.11.66;1.14.11.69;1.14.11.33;1.14.11.51;1.14.11.53;1.14.11.4;1.14.11.63;1.14.11.32;1.14.11.31;1.14.11.47;1.14.11.16,,,1.14.11,1.5.3,2.7.8;2.4.2;2.7.7;3.6.1,1.14.11.67;1.14.11.27;1.14.11.65;1.14.11.68;1.14.11.66;1.14.11.69;1.14.11.33;1.14.11.51;1.14.11.53;1.14.11.4;1.14.11.63;1.14.11.32;1.14.11.31;1.14.11.47;1.14.11.16,,,1.14.11,1.5.3,,,1.14.11,1.5.3,,,1.14.11,,,,1.14.11.27,1.14.11.27,1.14.11.27,"1.14.11,0.9291724562644958;1.14.20,0.024554317817091942;1.13.12,0.016722965985536575;2.6.1,0.007761848624795675;1.4.3,0.004229453857988119",1.14.11.27,1.14.11;1.14.20;1.13.12;2.6.1;1.4.3,1.14.11.27,1.14.11;1.14.20;1.13.12;2.6.1;1.4.3,1.14.11.27,1.14.11;1.14.20;1.13.12;2.6.1;1.4.3,1.14.11.27,1.14.11;1.14.20;1.13.12;2.6.1;1.4.3,1.14.11.27
42097,6.3.5,6.3.1,6.3.1;2.1.3;6.3.4;6.2.1,6.1.2.2;2.7.9.3;6.3.4.22;2.7.9.2;6.3.1.14;2.7.1.40|2.7.9.2,,,6.3.5,6.3.1,6.3.1;2.1.3;6.3.4;6.2.1,6.1.2.2;2.7.9.3;6.3.4.22;2.7.9.2;6.3.1.14;2.7.1.40|2.7.9.2,,,6.3.2,6.3.1,6.3.1;2.1.3;6.3.4;6.2.1,6.1.2.2;2.7.9.3;6.3.4.22;2.7.9.2;6.3.1.14;2.7.1.40|2.7.9.2,,,6.3.2,6.3.1,2.8.4;2.1.3;2.8.1;6.2.1,6.1.2.2;2.7.9.3;6.3.4.22;2.7.9.2;6.3.1.14;2.7.1.40|2.7.9.2,,,6.3.2,6.3.1,2.8.4;2.1.3;2.8.1;6.2.1,6.1.2.2;2.7.9.3;6.3.4.22;2.7.9.2;6.3.1.14;2.7.1.40|2.7.9.2,,,6.3.2,6.3.1,,,6.3.2,6.3.1,,,6.3.2,,,,6.1.2.2,6.1.2.2,6.1.2.2,"3.6.1,0.5747179985046387;2.7.9,0.08941389620304108;5.6.2,0.06641218066215515;3.6.5,0.05578786879777908;3.6.4,0.05135812982916832",6.1.2.2,3.6.1;2.7.9;5.6.2;3.6.5;3.6.4,6.1.2.2,3.6.1;2.7.9;5.6.2;3.6.5;3.6.4,6.1.2.2,3.6.1;2.7.9;5.6.2;3.6.5;3.6.4,6.1.2.2,3.6.1;2.7.9;5.6.2;3.6.5;3.6.4,6.1.2.2
42101,6.3.5,6.3.1,6.3.1;6.3.3;6.3.4;2.9.1,6.3.4.22;2.7.9.2;6.3.1.14;6.1.2.2;2.7.9.3;2.7.9.1;2.7.1.40|2.7.9.2,,,6.3.5,6.3.1,6.3.1;6.3.3;6.3.4;2.9.1,6.3.4.22;2.7.9.2;6.3.1.14;6.1.2.2;2.7.9.3;2.7.9.1;2.7.1.40|2.7.9.2,,,6.3.2,6.3.1,6.3.1;6.3.3;6.3.4;2.9.1,6.3.4.22;2.7.9.2;6.3.1.14;6.1.2.2;2.7.9.3;2.7.9.1;2.7.1.40|2.7.9.2,,,6.3.2,6.3.1,4.5.1;2.8.4;2.8.1;1.8.98,6.3.4.22;2.7.9.2;6.3.1.14;6.1.2.2;2.7.9.3;2.7.9.1;2.7.1.40|2.7.9.2,,,6.3.2,6.3.1,4.5.1;2.8.4;2.8.1;1.8.98,6.3.4.22;2.7.9.2;6.3.1.14;6.1.2.2;2.7.9.3;2.7.9.1;2.7.1.40|2.7.9.2,,,6.3.2,6.3.1,,,6.3.2,6.3.1,,,6.3.2,,,,6.1.2.2,6.1.2.2,6.1.2.2,"3.6.1,0.5747179985046387;2.7.9,0.08941389620304108;5.6.2,0.06641218066215515;3.6.5,0.05578786879777908;3.6.4,0.05135812982916832",6.1.2.2,3.6.1;2.7.9;5.6.2;3.6.5;3.6.4,6.1.2.2,3.6.1;2.7.9;5.6.2;3.6.5;3.6.4,6.1.2.2,3.6.1;2.7.9;5.6.2;3.6.5;3.6.4,6.1.2.2,3.6.1;2.7.9;5.6.2;3.6.5;3.6.4,6.1.2.2
42361,5.3.1,5.1.3;5.1.1,5.3.1;5.1.2;5.1.3;5.1.99,1.1.99.32;2.7.1.1|2.7.1.15|2.7.1.2|2.7.1.4;2.7.1.4,,,5.3.1,5.1.3;5.1.1,5.3.1;5.1.2;5.1.3;5.1.99,1.1.99.32;2.7.1.1|2.7.1.15|2.7.1.2|2.7.1.4;2.7.1.4,,,5.3.3,5.1.3;5.1.1,5.3.1;5.1.2;5.1.3;5.1.99,1.1.99.32;2.7.1.1|2.7.1.15|2.7.1.2|2.7.1.4;2.7.1.4,,,5.3.3,5.1.3;5.1.1,5.3.1;5.1.99;5.1.2;5.1.1,1.1.99.32;2.7.1.1|2.7.1.15|2.7.1.2|2.7.1.4;2.7.1.4,,,5.3.3,5.1.3;5.1.1,5.3.1;5.1.99;5.1.2;5.1.1,1.1.99.32;2.7.1.1|2.7.1.15|2.7.1.2|2.7.1.4;2.7.1.4,,,5.3.1,5.1.3;5.1.1,,,5.3.1,5.1.3;5.1.1,,,5.3.1,,,,5.1.3.30,5.1.3.30,5.1.3.30,"5.3.1,0.8113778233528137;5.3.99,0.0356956385076046;4.2.1,0.03280159458518028;1.1.1,0.02864602766931057;5.3.3,0.028188547119498253",5.1.3.30,5.3.1;5.3.99;4.2.1;1.1.1;5.3.3,5.1.3.30,5.3.1;5.3.99;4.2.1;1.1.1;5.3.3,5.1.3.30,5.3.1;5.3.99;4.2.1;1.1.1;5.3.3,5.1.3.30,5.3.1;5.3.99;4.2.1;1.1.1;5.3.3,5.1.3.30
42361,5.3.1,5.1.3;5.1.1,5.3.1;5.1.2;5.1.3;5.1.99,1.1.99.32;2.7.1.1|2.7.1.15|2.7.1.2|2.7.1.4;2.7.1.4,,,5.3.1,5.1.3;5.1.1,5.3.1;5.1.2;5.1.3;5.1.99,1.1.99.32;2.7.1.1|2.7.1.15|2.7.1.2|2.7.1.4;2.7.1.4,,,5.3.3,5.1.3;5.1.1,5.3.1;5.1.2;5.1.3;5.1.99,1.1.99.32;2.7.1.1|2.7.1.15|2.7.1.2|2.7.1.4;2.7.1.4,,,5.3.3,5.1.3;5.1.1,5.3.1;5.1.99;5.1.2;5.1.1,1.1.99.32;2.7.1.1|2.7.1.15|2.7.1.2|2.7.1.4;2.7.1.4,,,5.3.3,5.1.3;5.1.1,5.3.1;5.1.99;5.1.2;5.1.1,1.1.99.32;2.7.1.1|2.7.1.15|2.7.1.2|2.7.1.4;2.7.1.4,,,5.3.1,5.1.3;5.1.1,,,5.3.1,5.1.3;5.1.1,,,5.3.1,,,,5.1.3.30,5.1.3.30,5.1.3.30,"5.3.1,0.8113778233528137;5.3.99,0.0356956385076046;4.2.1,0.03280159458518028;1.1.1,0.02864602766931057;5.3.3,0.028188547119498253",5.1.3.30,5.3.1;5.3.99;4.2.1;1.1.1;5.3.3,5.1.3.30,5.3.1;5.3.99;4.2.1;1.1.1;5.3.3,5.1.3.30,5.3.1;5.3.99;4.2.1;1.1.1;5.3.3,5.1.3.30,5.3.1;5.3.99;4.2.1;1.1.1;5.3.3,5.1.3.31
42717,2.5.1,3.1.7;2.5.1,4.1.99;1.17.99;4.4.1;1.14.15,2.9.1.3;2.5.1.103|2.5.1.21|2.5.1.96;2.5.1.32,,,2.5.1,3.1.7;2.5.1,4.1.99;1.17.99;4.4.1;1.14.15,2.9.1.3;2.5.1.103|2.5.1.21|2.5.1.96;2.5.1.32,,,2.5.1,3.1.7;2.5.1,4.1.99;1.17.99;4.4.1;1.14.15,2.9.1.3;2.5.1.103|2.5.1.21|2.5.1.96;2.5.1.32,,,2.5.1,3.1.7;2.5.1,2.5.1;2.1.1;2.3.1;7.2.1,2.9.1.3;2.5.1.103|2.5.1.21|2.5.1.96;2.5.1.32,,,2.5.1,3.1.7;2.5.1,2.5.1;2.1.1;2.3.1;7.2.1,2.9.1.3;2.5.1.103|2.5.1.21|2.5.1.96;2.5.1.32,,,2.5.1,3.1.7;2.5.1,,,2.5.1,3.1.7;2.5.1,,,2.5.1,,,,2.9.1.3,2.9.1.3,2.9.1.3,"2.5.1,0.9456426501274109;2.8.1,0.03557950258255005;3.6.1,0.006074721459299326;3.1.7,0.004879405256360769;2.8.5,0.0020153908990323544",2.9.1.3,2.5.1;2.8.1;3.6.1;3.1.7;2.8.5,2.9.1.3,2.5.1;2.8.1;3.6.1;3.1.7;2.8.5,2.9.1.3,2.5.1;2.8.1;3.6.1;3.1.7;2.8.5,2.9.1.3,2.5.1;2.8.1;3.6.1;3.1.7;2.8.5,2.9.1.3
42833,4.1.1,,5.4.99;5.5.1;2.6.1;4.2.99,2.2.1.12;1.2.4.1;4.1.1.1|4.1.1.7|4.1.1.74|4.1.1.82,,,4.1.1,,5.4.99;5.5.1;2.6.1;4.2.99,2.2.1.12;1.2.4.1;4.1.1.1|4.1.1.7|4.1.1.74|4.1.1.82,,,4.1.1,,5.4.99;5.5.1;2.6.1;4.2.99,2.2.1.12;1.2.4.1;4.1.1.1|4.1.1.7|4.1.1.74|4.1.1.82,,,4.1.1,,2.7.7;2.7.1;2.7.2;2.2.1,2.2.1.12;1.2.4.1;4.1.1.1|4.1.1.7|4.1.1.74|4.1.1.82,,,4.1.1,,2.7.7;2.7.1;2.7.2;2.2.1,2.2.1.12;1.2.4.1;4.1.1.1|4.1.1.7|4.1.1.74|4.1.1.82,,,4.1.1,,,,4.1.1,,,,4.1.1,,,,2.2.1.12,2.2.1.12,2.2.1.12,"4.1.1,0.9860789179801941;5.3.3,0.0021779981907457113;1.13.12,0.0020561323035508394;3.7.1,0.0013319816207513213;4.2.99,0.0013047372922301292",2.2.1.12,4.1.1;5.3.3;1.13.12;3.7.1;4.2.99,2.2.1.12,4.1.1;5.3.3;1.13.12;3.7.1;4.2.99,2.2.1.12,4.1.1;5.3.3;1.13.12;3.7.1;4.2.99,2.2.1.12,4.1.1;5.3.3;1.13.12;3.7.1;4.2.99,2.2.1.12
43049,5.3.1,5.1.3;5.1.1,5.3.1;5.1.2;5.1.3;5.1.99,1.1.99.32;2.7.1.1|2.7.1.15|2.7.1.2|2.7.1.4;2.7.1.4,,,5.3.1,5.1.3;5.1.1,5.3.1;5.1.2;5.1.3;5.1.99,1.1.99.32;2.7.1.1|2.7.1.15|2.7.1.2|2.7.1.4;2.7.1.4,,,5.3.3,5.1.3;5.1.1,5.3.1;5.1.2;5.1.3;5.1.99,1.1.99.32;2.7.1.1|2.7.1.15|2.7.1.2|2.7.1.4;2.7.1.4,,,5.3.3,5.1.3;5.1.1,2.9.1;3.9.1;6.5.1;2.10.1,1.1.99.32;2.7.1.1|2.7.1.15|2.7.1.2|2.7.1.4;2.7.1.4,,,5.3.3,5.1.3;5.1.1,2.9.1;3.9.1;6.5.1;2.10.1,1.1.99.32;2.7.1.1|2.7.1.15|2.7.1.2|2.7.1.4;2.7.1.4,,,5.3.1,5.1.3;5.1.1,,,5.3.1,5.1.3;5.1.1,,,5.3.1,,,,5.1.3.31,5.1.3.31,5.1.3.31,"5.1.3,0.6652512550354004;5.3.1,0.19922319054603577;1.1.1,0.0736120268702507;1.1.99,0.007966967299580574;2.7.8,0.006853498052805662",5.1.3.31,5.1.3;5.3.1;1.1.1;1.1.99;2.7.8,5.1.3.31,5.1.3;5.3.1;1.1.1;1.1.99;2.7.8,5.1.3.31,5.1.3;5.3.1;1.1.1;1.1.99;2.7.8,5.1.3.31,5.1.3;5.3.1;1.1.1;1.1.99;2.7.8,5.1.3.31
43437,1.10.3,1.3.5,1.21.3;1.3.3;1.13.12;1.10.3,1.3.3.6;1.4.3.13;1.8.3.3;1.6.3.1;1.1.3.20;1.7.3.3;1.8.3.5;1.3.3.16;1.3.5.2,,,1.10.3,1.3.5,1.21.3;1.3.3;1.13.12;1.10.3,1.3.3.6;1.4.3.13;1.8.3.3;1.6.3.1;1.1.3.20;1.7.3.3;1.8.3.5;1.3.3.16;1.3.5.2,,,1.1.3,1.3.5,1.21.3;1.3.3;1.13.12;1.10.3,1.3.3.6;1.4.3.13;1.8.3.3;1.6.3.1;1.1.3.20;1.7.3.3;1.8.3.5;1.3.3.16;1.3.5.2,,,1.1.3,1.3.5,1.14.14;1.3.3;4.1.99;1.21.3,1.3.3.6;1.4.3.13;1.8.3.3;1.6.3.1;1.1.3.20;1.7.3.3;1.8.3.5;1.3.3.16;1.3.5.2,,,1.1.3,1.3.5,1.14.14;1.3.3;4.1.99;1.21.3,1.3.3.6;1.4.3.13;1.8.3.3;1.6.3.1;1.1.3.20;1.7.3.3;1.8.3.5;1.3.3.16;1.3.5.2,,,1.1.3,1.3.5,,,1.1.3,1.3.5,,,1.1.3,,,,1.3.3.15,1.3.3.15,1.3.3.15,"1.3.3,0.36116957664489746;1.3.5,0.14144520461559296;1.8.3,0.10276177525520325;1.17.3,0.07354474812746048;4.98.1,0.046406615525484085",1.3.3.15,1.3.3;1.3.5;1.8.3;1.17.3;4.98.1,1.3.3.15,1.3.3;1.3.5;1.8.3;1.17.3;4.98.1,1.3.3.15,1.3.3;1.3.5;1.8.3;1.17.3;4.98.1,1.3.3.15,1.3.3;1.3.5;1.8.3;1.17.3;4.98.1,1.3.3.15
43545,6.3.2,6.3.2,2.1.3;6.3.4;6.2.1;6.3.3,6.3.2.2,,,6.3.2,6.3.2,2.1.3;6.3.4;6.2.1;6.3.3,6.3.2.2,,,6.3.2,6.3.2,2.1.3;6.3.4;6.2.1;6.3.3,6.3.2.2,,,6.3.2,6.3.2,2.9.1;2.10.1;2.1.3;6.5.1,6.3.2.2,,,6.3.2,6.3.2,2.9.1;2.10.1;2.1.3;6.5.1,6.3.2.2,,,6.3.2,6.3.2,,,6.3.2,6.3.2,,,6.3.2,,,,6.3.4.24,6.3.4.24,6.3.4.24,"6.3.2,0.9219633340835571;6.3.4,0.026577839627861977;6.3.5,0.016677333042025566;6.3.1,0.015704384073615074;6.2.1,0.005524767562747002",6.3.4.24,6.3.2;6.3.4;6.3.5;6.3.1;6.2.1,6.3.4.24,6.3.2;6.3.4;6.3.5;6.3.1;6.2.1,6.3.4.24,6.3.2;6.3.4;6.3.5;6.3.1;6.2.1,6.3.4.24,6.3.2;6.3.4;6.3.5;6.3.1;6.2.1,6.3.4.24
43605,2.5.1,1.14.14,1.5.8;3.5.1;1.17.8;4.3.3,1.17.7.3,,,2.5.1,1.14.14,1.5.8;3.5.1;1.17.8;4.3.3,1.17.7.3,,,1.14.14,1.14.14,1.5.8;3.5.1;1.17.8;4.3.3,1.17.7.3,,,1.14.14,1.14.14,2.8.1;2.8.4;1.8.7;1.8.98,1.17.7.3,,,1.14.14,1.14.14,2.8.1;2.8.4;1.8.7;1.8.98,1.17.7.3,,,1.14.14,1.14.14,,,1.14.14,1.14.14,,,1.14.14,,,,1.17.7.3,1.17.7.3,1.17.7.3,"1.14.14,0.9767324328422546;2.5.1,0.00859744194895029;1.14.19,0.004467388615012169;1.5.1,0.0030076338443905115;1.3.8,0.0025623564142733812",1.17.7.3,1.14.14;2.5.1;1.14.19;1.5.1;1.3.8,1.17.7.3,1.14.14;2.5.1;1.14.19;1.5.1;1.3.8,1.17.7.3,1.14.14;2.5.1;1.14.19;1.5.1;1.3.8,1.17.7.3,1.14.14;2.5.1;1.14.19;1.5.1;1.3.8,1.17.7.3
